'sample interval','PLETH','III'
162255,0.47550000,0.01950000
162256,0.51100000,0.02200000
162257,0.53200000,0.02550000
162258,0.53800000,0.03050000
162259,0.53000000,0.04550000
162260,0.50700000,0.07150000
162261,0.47350000,0.09800000
162262,0.42300000,0.12150000
162263,0.36450000,0.13750000
162264,0.30150000,0.14000000
162265,0.22850000,0.12550000
162266,0.15500000,0.09900000
162267,0.08200000,0.06800000
162268,0.00850000,0.04150000
162269,-0.05650000,0.02400000
162270,-0.10900000,0.01650000
162271,-0.15700000,0.01200000
162272,-0.18550000,0.00650000
162273,-0.20850000,0.00150000
162274,-0.21900000,-0.00350000
162275,-0.21900000,-0.00400000
162276,-0.21250000,-0.00400000
162277,-0.19800000,-0.00400000
162278,-0.18350000,-0.00200000
162279,-0.16900000,0.00000000
162280,-0.15450000,0.00650000
162281,-0.13950000,0.01700000
162282,-0.13350000,0.01300000
162283,-0.12500000,-0.02850000
162284,-0.12700000,-0.08550000
162285,-0.12950000,-0.14200000
162286,-0.13750000,-0.19400000
162287,-0.14800000,-0.22200000
162288,-0.16250000,-0.22600000
162289,-0.17950000,-0.20200000
162290,-0.19800000,-0.13300000
162291,-0.21700000,-0.04950000
162292,-0.24000000,0.00750000
162293,-0.26500000,0.03550000
162294,-0.29000000,0.04500000
162295,-0.31300000,0.04900000
162296,-0.33350000,0.05600000
162297,-0.35650000,0.05800000
162298,-0.37950000,0.05450000
162299,-0.39850000,0.05650000
162300,-0.41500000,0.06200000
162301,-0.42950000,0.06500000
162302,-0.44400000,0.06500000
162303,-0.45450000,0.06650000
162304,-0.46500000,0.07100000
162305,-0.46950000,0.07600000
162306,-0.47750000,0.07800000
162307,-0.47550000,0.08000000
162308,-0.47550000,0.08400000
162309,-0.47150000,0.08900000
162310,-0.46300000,0.09500000
162311,-0.45050000,0.09800000
162312,-0.43400000,0.09650000
162313,-0.40650000,0.09300000
162314,-0.37350000,0.09300000
162315,-0.32950000,0.09100000
162316,-0.27550000,0.08350000
162317,-0.21500000,0.07450000
162318,-0.13950000,0.06900000
162319,-0.06050000,0.06350000
162320,0.02500000,0.05600000
162321,0.11050000,0.04700000
162322,0.19600000,0.03750000
162323,0.27950000,0.03600000
162324,0.35050000,0.03750000
162325,0.41500000,0.03800000
162326,0.46300000,0.03650000
162327,0.49850000,0.03600000
162328,0.52150000,0.04150000
162329,0.52800000,0.05100000
162330,0.52150000,0.07250000
162331,0.50050000,0.10650000
162332,0.46300000,0.13650000
162333,0.41950000,0.15750000
162334,0.36100000,0.16950000
162335,0.29650000,0.16600000
162336,0.22750000,0.15300000
162337,0.15250000,0.13100000
162338,0.08150000,0.09800000
162339,0.01050000,0.07150000
162340,-0.05400000,0.05750000
162341,-0.10650000,0.04900000
162342,-0.15000000,0.04200000
162343,-0.18350000,0.03750000
162344,-0.20850000,0.03450000
162345,-0.21900000,0.03150000
162346,-0.22100000,0.02950000
162347,-0.21700000,0.03050000
162348,-0.20450000,0.03250000
162349,-0.18750000,0.03200000
162350,-0.17100000,0.03350000
162351,-0.15450000,0.04400000
162352,-0.14400000,0.05750000
162353,-0.13150000,0.03600000
162354,-0.12700000,-0.02250000
162355,-0.12700000,-0.08900000
162356,-0.12700000,-0.15250000
162357,-0.13550000,-0.19450000
162358,-0.14600000,-0.20800000
162359,-0.15850000,-0.19950000
162360,-0.17500000,-0.15000000
162361,-0.19400000,-0.06800000
162362,-0.21500000,0.00850000
162363,-0.23350000,0.05350000
162364,-0.25650000,0.07450000
162365,-0.27950000,0.08550000
162366,-0.30050000,0.09550000
162367,-0.32100000,0.10200000
162368,-0.34200000,0.10050000
162369,-0.36300000,0.09800000
162370,-0.38600000,0.09600000
162371,-0.40250000,0.09450000
162372,-0.41700000,0.09650000
162373,-0.43150000,0.09550000
162374,-0.44400000,0.09500000
162375,-0.45050000,0.10000000
162376,-0.45900000,0.10350000
162377,-0.46500000,0.09500000
162378,-0.46500000,0.08800000
162379,-0.46300000,0.08850000
162380,-0.46100000,0.09450000
162381,-0.45250000,0.09600000
162382,-0.43800000,0.09700000
162383,-0.41700000,0.09750000
162384,-0.38600000,0.09600000
162385,-0.35050000,0.09250000
162386,-0.30050000,0.08600000
162387,-0.24200000,0.07850000
162388,-0.17100000,0.07250000
162389,-0.09400000,0.06350000
162390,-0.01050000,0.06000000
162391,0.07700000,0.05250000
162392,0.16700000,0.04150000
162393,0.25250000,0.03450000
162394,0.32950000,0.03150000
162395,0.40050000,0.02950000
162396,0.45900000,0.02900000
162397,0.50300000,0.03100000
162398,0.53400000,0.03600000
162399,0.54450000,0.04350000
162400,0.53200000,0.05800000
162401,0.51550000,0.08100000
162402,0.48400000,0.10850000
162403,0.44450000,0.13250000
162404,0.39250000,0.15000000
162405,0.33200000,0.15300000
162406,0.26500000,0.14550000
162407,0.19400000,0.12950000
162408,0.11900000,0.10250000
162409,0.04800000,0.07900000
162410,-0.02050000,0.06150000
162411,-0.08100000,0.04900000
162412,-0.13100000,0.03450000
162413,-0.17300000,0.02550000
162414,-0.20450000,0.02200000
162415,-0.22100000,0.02000000
162416,-0.22700000,0.01700000
162417,-0.22500000,0.01450000
162418,-0.21900000,0.01050000
162419,-0.20450000,0.01200000
162420,-0.18950000,0.01300000
162421,-0.17500000,0.01600000
162422,-0.16450000,0.03000000
162423,-0.15200000,0.03900000
162424,-0.14800000,0.00300000
162425,-0.14600000,-0.07000000
162426,-0.15000000,-0.15000000
162427,-0.15400000,-0.21400000
162428,-0.16650000,-0.24450000
162429,-0.17900000,-0.24950000
162430,-0.19600000,-0.22600000
162431,-0.21250000,-0.16000000
162432,-0.23350000,-0.06850000
162433,-0.25200000,-0.00200000
162434,-0.27300000,0.02850000
162435,-0.29600000,0.04150000
162436,-0.31900000,0.04850000
162437,-0.34200000,0.05450000
162438,-0.36300000,0.05500000
162439,-0.38550000,0.05800000
162440,-0.40450000,0.05750000
162441,-0.42350000,0.05450000
162442,-0.44000000,0.05500000
162443,-0.45450000,0.05950000
162444,-0.46900000,0.06150000
162445,-0.47950000,0.05700000
162446,-0.49000000,0.05450000
162447,-0.49400000,0.05500000
162448,-0.50050000,0.05750000
162449,-0.50050000,0.05450000
162450,-0.49850000,0.05000000
162451,-0.49400000,0.05050000
162452,-0.48800000,0.05550000
162453,-0.47150000,0.05500000
162454,-0.44850000,0.05100000
162455,-0.41700000,0.05250000
162456,-0.37750000,0.05250000
162457,-0.32750000,0.04350000
162458,-0.26450000,0.03300000
162459,-0.19600000,0.02650000
162460,-0.11650000,0.02150000
162461,-0.03300000,0.01750000
162462,0.05450000,0.01250000
162463,0.14200000,0.00650000
162464,0.21550000,0.00150000
162465,0.29150000,-0.00500000
162466,0.35450000,-0.00550000
162467,0.40950000,0.00050000
162468,0.44550000,0.00500000
162469,0.46650000,0.00550000
162470,0.47500000,0.00850000
162471,0.46650000,0.01650000
162472,0.44300000,0.03400000
162473,0.40950000,0.05950000
162474,0.36300000,0.08300000
162475,0.30800000,0.10350000
162476,0.24300000,0.11400000
162477,0.17300000,0.10250000
162478,0.10150000,0.08050000
162479,0.02550000,0.05500000
162480,-0.04600000,0.03400000
162481,-0.11150000,0.01800000
162482,-0.17050000,0.00350000
162483,-0.21500000,-0.01050000
162484,-0.25500000,-0.02000000
162485,-0.27800000,-0.02150000
162486,-0.29300000,-0.02050000
162487,-0.29700000,-0.02350000
162488,-0.29100000,-0.02950000
162489,-0.28050000,-0.03300000
162490,-0.27000000,-0.03300000
162491,-0.25300000,-0.03300000
162492,-0.23800000,-0.03200000
162493,-0.22750000,-0.02200000
162494,-0.21900000,-0.00950000
162495,-0.21050000,-0.03450000
162496,-0.21050000,-0.10000000
162497,-0.21500000,-0.16750000
162498,-0.22550000,-0.22700000
162499,-0.23400000,-0.26850000
162500,-0.24850000,-0.29050000
162501,-0.26550000,-0.28400000
162502,-0.28450000,-0.23000000
162503,-0.30350000,-0.14600000
162504,-0.32450000,-0.06400000
162505,-0.34350000,-0.01050000
162506,-0.36250000,0.01050000
162507,-0.38800000,0.01600000
162508,-0.40900000,0.02000000
162509,-0.42800000,0.02150000
162510,-0.44900000,0.01800000
162511,-0.47000000,0.01450000
162512,-0.48500000,0.01400000
162513,-0.50200000,0.01400000
162514,-0.51650000,0.01400000
162515,-0.53150000,0.01400000
162516,-0.54000000,0.01400000
162517,-0.54800000,0.01400000
162518,-0.55450000,0.01750000
162519,-0.55900000,0.02100000
162520,-0.55900000,0.02000000
162521,-0.55650000,0.01600000
162522,-0.54800000,0.01400000
162523,-0.54000000,0.01550000
162524,-0.52500000,0.01850000
162525,-0.50400000,0.02100000
162526,-0.47650000,0.02200000
162527,-0.43650000,0.02150000
162528,-0.39350000,0.01650000
162529,-0.33400000,0.01350000
162530,-0.26350000,0.01050000
162531,-0.18700000,0.00550000
162532,-0.10200000,0.00100000
162533,-0.01300000,-0.00200000
162534,0.07650000,-0.00550000
162535,0.16150000,-0.00950000
162536,0.24000000,-0.01300000
162537,0.31000000,-0.01600000
162538,0.36550000,-0.01500000
162539,0.41000000,-0.01100000
162540,0.43750000,-0.00650000
162541,0.45250000,-0.00550000
162542,0.45050000,-0.00300000
162543,0.43350000,0.01000000
162544,0.40550000,0.03200000
162545,0.36550000,0.05650000
162546,0.31450000,0.08050000
162547,0.25700000,0.10100000
162548,0.18900000,0.10550000
162549,0.11900000,0.09050000
162550,0.04450000,0.06650000
162551,-0.02550000,0.04000000
162552,-0.09350000,0.01800000
162553,-0.14900000,0.00300000
162554,-0.20200000,-0.01250000
162555,-0.23800000,-0.02900000
162556,-0.26800000,-0.03650000
162557,-0.28500000,-0.03500000
162558,-0.28900000,-0.02950000
162559,-0.28900000,-0.02800000
162560,-0.28050000,-0.02950000
162561,-0.26350000,-0.03150000
162562,-0.25100000,-0.03350000
162563,-0.23400000,-0.03300000
162564,-0.22100000,-0.02900000
162565,-0.20850000,-0.01350000
162566,-0.20000000,-0.00800000
162567,-0.19800000,-0.04500000
162568,-0.19800000,-0.10650000
162569,-0.20200000,-0.16400000
162570,-0.21050000,-0.21950000
162571,-0.22100000,-0.25550000
162572,-0.23800000,-0.26800000
162573,-0.25500000,-0.24900000
162574,-0.27200000,-0.18600000
162575,-0.29150000,-0.10250000
162576,-0.31250000,-0.03550000
162577,-0.33400000,0.00400000
162578,-0.35700000,0.01950000
162579,-0.37850000,0.02500000
162580,-0.39750000,0.02500000
162581,-0.41900000,0.02500000
162582,-0.43800000,0.02800000
162583,-0.45500000,0.02900000
162584,-0.47200000,0.02900000
162585,-0.48450000,0.02750000
162586,-0.49950000,0.02700000
162587,-0.51250000,0.02800000
162588,-0.52100000,0.02900000
162589,-0.52700000,0.02850000
162590,-0.53150000,0.02550000
162591,-0.53350000,0.02700000
162592,-0.52050000,0.03200000
162593,-0.51600000,0.03300000
162594,-0.51200000,0.03550000
162595,-0.49900000,0.04150000
162596,-0.48200000,0.04800000
162597,-0.46050000,0.04800000
162598,-0.42850000,0.04150000
162599,-0.38550000,0.03600000
162600,-0.33400000,0.03550000
162601,-0.27400000,0.03050000
162602,-0.20350000,0.02400000
162603,-0.12450000,0.01950000
162604,-0.04100000,0.01600000
162605,0.04900000,0.00900000
162606,0.13450000,0.00100000
162607,0.21600000,-0.00350000
162608,0.29500000,-0.00400000
162609,0.35750000,-0.00350000
162610,0.40850000,-0.00050000
162611,0.44950000,0.00000000
162612,0.47300000,0.00250000
162613,0.48600000,0.00450000
162614,0.47950000,0.01100000
162615,0.46200000,0.02700000
162616,0.43000000,0.05150000
162617,0.38500000,0.07400000
162618,0.33400000,0.09100000
162619,0.27150000,0.10600000
162620,0.20300000,0.11500000
162621,0.13050000,0.10400000
162622,0.05750000,0.08000000
162623,-0.01100000,0.05200000
162624,-0.07500000,0.03000000
162625,-0.13500000,0.01250000
162626,-0.18000000,0.00250000
162627,-0.21650000,-0.00050000
162628,-0.23800000,-0.00300000
162629,-0.25300000,-0.00400000
162630,-0.25500000,-0.00700000
162631,-0.25050000,-0.00750000
162632,-0.23800000,-0.00750000
162633,-0.22500000,-0.01100000
162634,-0.21000000,-0.01300000
162635,-0.19500000,-0.01100000
162636,-0.18200000,-0.00300000
162637,-0.17150000,0.00950000
162638,-0.16300000,0.00100000
162639,-0.16050000,-0.04500000
162640,-0.16500000,-0.10250000
162641,-0.16950000,-0.15850000
162642,-0.18000000,-0.21100000
162643,-0.19050000,-0.24300000
162644,-0.20550000,-0.25250000
162645,-0.22300000,-0.22300000
162646,-0.24200000,-0.15400000
162647,-0.26350000,-0.07300000
162648,-0.28500000,-0.01050000
162649,-0.30650000,0.02200000
162650,-0.32750000,0.03100000
162651,-0.34900000,0.03300000
162652,-0.37050000,0.03500000
162653,-0.39000000,0.03600000
162654,-0.40900000,0.03450000
162655,-0.42600000,0.03500000
162656,-0.43600000,0.03600000
162657,-0.44900000,0.03950000
162658,-0.46150000,0.04000000
162659,-0.47050000,0.04000000
162660,-0.47650000,0.04300000
162661,-0.48550000,0.04350000
162662,-0.48750000,0.04250000
162663,-0.48750000,0.04700000
162664,-0.48750000,0.05300000
162665,-0.48100000,0.05450000
162666,-0.47450000,0.05150000
162667,-0.46400000,0.05200000
162668,-0.44650000,0.05150000
162669,-0.42100000,0.05350000
162670,-0.38650000,0.05350000
162671,-0.34350000,0.05450000
162672,-0.29200000,0.05450000
162673,-0.22750000,0.04750000
162674,-0.15650000,0.03550000
162675,-0.07700000,0.02700000
162676,0.00900000,0.02100000
162677,0.09250000,0.01450000
162678,0.17850000,0.01050000
162679,0.26000000,0.00900000
162680,0.33300000,0.01050000
162681,0.39750000,0.00900000
162682,0.44500000,0.00650000
162683,0.48150000,0.00850000
162684,0.50300000,0.01250000
162685,0.51150000,0.01650000
162686,0.50300000,0.02550000
162687,0.48150000,0.04150000
162688,0.44700000,0.06550000
162689,0.40000000,0.09250000
162690,0.34600000,0.11450000
162691,0.28400000,0.13200000
162692,0.21500000,0.13450000
162693,0.14000000,0.11900000
162694,0.07100000,0.09100000
162695,0.00000000,0.06450000
162696,-0.06200000,0.04500000
162697,-0.11600000,0.03050000
162698,-0.16100000,0.02050000
162699,-0.19300000,0.01250000
162700,-0.21450000,0.01050000
162701,-0.22300000,0.00900000
162702,-0.22300000,0.00650000
162703,-0.21900000,0.00700000
162704,-0.20400000,0.00650000
162705,-0.19100000,0.00350000
162706,-0.17150000,0.00100000
162707,-0.15650000,0.00150000
162708,-0.14350000,0.01200000
162709,-0.13500000,0.02200000
162710,-0.12850000,0.00500000
162711,-0.12450000,-0.04550000
162712,-0.12850000,-0.09900000
162713,-0.13750000,-0.14950000
162714,-0.14350000,-0.19550000
162715,-0.15900000,-0.22600000
162716,-0.17600000,-0.23300000
162717,-0.19750000,-0.19900000
162718,-0.21700000,-0.12400000
162719,-0.23850000,-0.04400000
162720,-0.25400000,0.00950000
162721,-0.27600000,0.03150000
162722,-0.30200000,0.03850000
162723,-0.32150000,0.04200000
162724,-0.34300000,0.04900000
162725,-0.36250000,0.05450000
162726,-0.38000000,0.05500000
162727,-0.39950000,0.05650000
162728,-0.41250000,0.05800000
162729,-0.42550000,0.05450000
162730,-0.43650000,0.05300000
162731,-0.44950000,0.05650000
162732,-0.45150000,0.05850000
162733,-0.45600000,0.05800000
162734,-0.46050000,0.05800000
162735,-0.46050000,0.05950000
162736,-0.45600000,0.06150000
162737,-0.45150000,0.06200000
162738,-0.44300000,0.06200000
162739,-0.43000000,0.06500000
162740,-0.41050000,0.06600000
162741,-0.38000000,0.06550000
162742,-0.34750000,0.06500000
162743,-0.30200000,0.06450000
162744,-0.24950000,0.06000000
162745,-0.18450000,0.05300000
162746,-0.11300000,0.04850000
162747,-0.03250000,0.04200000
162748,0.05200000,0.03250000
162749,0.13900000,0.02350000
162750,0.22350000,0.02150000
162751,0.30000000,0.02200000
162752,0.37350000,0.02150000
162753,0.43200000,0.01850000
162754,0.48200000,0.01800000
162755,0.51500000,0.02100000
162756,0.53450000,0.02350000
162757,0.53850000,0.02750000
162758,0.53000000,0.03750000
162759,0.50400000,0.05850000
162760,0.46700000,0.08500000
162761,0.41900000,0.11250000
162762,0.36050000,0.13750000
162763,0.29550000,0.14850000
162764,0.22350000,0.14050000
162765,0.15000000,0.12400000
162766,0.07400000,0.09950000
162767,0.00450000,0.07150000
162768,-0.05850000,0.04850000
162769,-0.11300000,0.03250000
162770,-0.15400000,0.02500000
162771,-0.18650000,0.02150000
162772,-0.20400000,0.01850000
162773,-0.21500000,0.01750000
162774,-0.21300000,0.01450000
162775,-0.20400000,0.01550000
162776,-0.18900000,0.01650000
162777,-0.17150000,0.01400000
162778,-0.15400000,0.01400000
162779,-0.13700000,0.01600000
162780,-0.12150000,0.02700000
162781,-0.11500000,0.03950000
162782,-0.10650000,0.01950000
162783,-0.10650000,-0.02950000
162784,-0.11800000,-0.08400000
162785,-0.12650000,-0.14100000
162786,-0.13750000,-0.18650000
162787,-0.15100000,-0.20750000
162788,-0.17050000,-0.20550000
162789,-0.18800000,-0.16200000
162790,-0.21000000,-0.08100000
162791,-0.23400000,-0.00150000
162792,-0.25600000,0.04800000
162793,-0.28200000,0.07150000
162794,-0.30400000,0.08250000
162795,-0.32800000,0.08900000
162796,-0.35000000,0.09450000
162797,-0.36950000,0.09500000
162798,-0.38700000,0.09850000
162799,-0.40450000,0.10150000
162800,-0.42000000,0.10200000
162801,-0.43300000,0.10200000
162802,-0.44150000,0.10200000
162803,-0.45050000,0.10350000
162804,-0.45700000,0.10600000
162805,-0.45900000,0.10900000
162806,-0.46150000,0.10950000
162807,-0.45900000,0.11250000
162808,-0.45900000,0.11900000
162809,-0.45250000,0.11750000
162810,-0.44400000,0.11300000
162811,-0.42850000,0.10950000
162812,-0.40650000,0.10700000
162813,-0.38050000,0.10250000
162814,-0.34350000,0.10150000
162815,-0.29750000,0.10150000
162816,-0.24050000,0.09650000
162817,-0.17500000,0.08750000
162818,-0.10050000,0.07850000
162819,-0.01500000,0.07100000
162820,0.07000000,0.06350000
162821,0.16000000,0.05600000
162822,0.24500000,0.04900000
162823,0.32600000,0.04150000
162824,0.39600000,0.03500000
162825,0.45500000,0.03600000
162826,0.50350000,0.04450000
162827,0.53600000,0.05100000
162828,0.55150000,0.05100000
162829,0.55600000,0.05300000
162830,0.54050000,0.06400000
162831,0.51650000,0.08850000
162832,0.47700000,0.12150000
162833,0.42650000,0.14750000
162834,0.36750000,0.16500000
162835,0.30400000,0.17500000
162836,0.23000000,0.16700000
162837,0.15550000,0.14400000
162838,0.08350000,0.11850000
162839,0.01550000,0.09300000
162840,-0.04600000,0.07500000
162841,-0.10050000,0.06850000
162842,-0.14200000,0.06200000
162843,-0.17250000,0.05350000
162844,-0.18800000,0.04550000
162845,-0.19650000,0.04350000
162846,-0.19450000,0.04400000
162847,-0.18350000,0.04400000
162848,-0.19200000,0.04400000
162849,-0.17400000,0.04400000
162850,-0.15650000,0.04500000
162851,-0.14100000,0.04900000
162852,-0.12550000,0.06500000
162853,-0.11900000,0.07250000
162854,-0.11250000,0.03950000
162855,-0.11450000,-0.02650000
162856,-0.11900000,-0.09800000
162857,-0.12800000,-0.16450000
162858,-0.13900000,-0.19900000
162859,-0.15000000,-0.20050000
162860,-0.16750000,-0.17400000
162861,-0.18950000,-0.10700000
162862,-0.20950000,-0.01850000
162863,-0.22700000,0.05100000
162864,-0.25150000,0.08900000
162865,-0.27350000,0.10850000
162866,-0.29550000,0.11800000
162867,-0.31750000,0.12400000
162868,-0.33700000,0.12750000
162869,-0.35500000,0.12600000
162870,-0.37450000,0.12450000
162871,-0.39250000,0.12750000
162872,-0.40750000,0.13050000
162873,-0.42100000,0.13000000
