'sample interval','PLETH','V'
112862,1.02350000,0.02150000
112863,1.02350000,0.01850000
112864,1.02350000,0.01900000
112865,1.02350000,0.01850000
112866,1.02350000,0.01800000
112867,1.02350000,0.01800000
112868,1.02350000,0.01950000
112869,1.02350000,0.02000000
112870,1.02350000,0.01750000
112871,1.02350000,0.01800000
112872,1.02350000,0.01950000
112873,1.02350000,0.02150000
112874,1.02350000,0.02200000
112875,1.02350000,0.02200000
112876,1.02350000,0.02650000
112877,1.02350000,0.02900000
112878,1.02350000,0.02850000
112879,1.02350000,0.02350000
112880,1.02350000,0.01800000
112881,1.02350000,0.01600000
112882,1.02350000,0.01400000
112883,1.02350000,0.01400000
112884,1.02350000,0.01400000
112885,1.02350000,0.01550000
112886,1.02350000,0.02100000
112887,1.02350000,0.05750000
112888,1.02350000,0.21200000
112889,1.02350000,0.46400000
112890,1.02350000,0.60900000
112891,1.02350000,0.51250000
112892,1.02350000,0.28150000
112893,1.02350000,0.08600000
112894,1.02350000,-0.01150000
112895,1.02350000,-0.04550000
112896,1.02350000,-0.05300000
112897,1.02350000,-0.04600000
112898,1.02350000,-0.04400000
112899,1.02350000,-0.04400000
112900,1.02350000,-0.04400000
112901,1.02350000,-0.04550000
112902,1.02350000,-0.04750000
112903,1.02350000,-0.04800000
112904,1.02350000,-0.04950000
112905,1.02350000,-0.05200000
112906,1.02350000,-0.05550000
112907,0.92350000,-0.06100000
112908,0.66950000,-0.06450000
112909,0.43950000,-0.06600000
112910,0.21950000,-0.06600000
112911,0.01400000,-0.06900000
112912,-0.17200000,-0.07000000
112913,-0.33800000,-0.07000000
112914,-0.49950000,-0.07000000
112915,-0.64150000,-0.07000000
112916,-,-0.07000000
112917,-,-0.07000000
112918,-,-0.07150000
112919,-,-0.07350000
112920,-,-0.07300000
112921,-,-0.07100000
112922,-,-0.06750000
112923,-,-0.06600000
112924,-,-0.06600000
112925,-,-0.06800000
112926,-,-0.07450000
112927,-,-0.07850000
112928,-,-0.07700000
112929,-,-0.07150000
112930,-,-0.06200000
112931,-,-0.04800000
112932,-,-0.03450000
112933,-,-0.02400000
112934,-,-0.01650000
112935,-,-0.00550000
112936,-,0.00400000
112937,-,0.01050000
112938,-,0.01250000
112939,-,0.01450000
112940,-,0.01400000
112941,-,0.01400000
112942,-,0.01400000
112943,-,0.01600000
112944,-,0.02650000
112945,-,0.07250000
112946,-,0.22900000
112947,-,0.49400000
112948,-,0.66900000
112949,-,0.58150000
112950,-,0.33250000
112951,-,0.12250000
112952,-,0.00900000
112953,-,-0.03800000
112954,-,-0.05050000
112955,-,-0.05150000
112956,-,-0.05100000
112957,-,-0.04900000
112958,-,-0.05100000
112959,-,-0.05150000
112960,-,-0.05100000
112961,-,-0.05200000
112962,-,-0.05450000
112963,-,-0.05850000
112964,-,-0.05900000
112965,-,-0.05900000
112966,-,-0.05900000
112967,-,-0.05900000
112968,-,-0.05900000
112969,-,-0.05900000
112970,-,-0.05900000
112971,-,-0.06250000
112972,-,-0.06600000
112973,-,-0.07050000
112974,-,-0.07350000
112975,-,-0.07300000
112976,-,-0.07300000
112977,-,-0.07100000
112978,-,-0.06750000
112979,-,-0.06400000
112980,-,-0.05700000
112981,-,-0.04950000
112982,-,-0.04200000
112983,-,-0.03450000
112984,-,-0.02250000
112985,-,-0.01050000
112986,-,-0.00200000
112987,-,0.00500000
112988,-,0.01200000
112989,-,0.01600000
112990,-,0.01800000
112991,-,0.01800000
112992,-,0.01800000
112993,-,0.02150000
112994,-,0.02650000
112995,-,0.02900000
112996,-,0.03050000
112997,-,0.03100000
112998,-,0.02750000
112999,-,0.02500000
113000,-,0.02500000
113001,-,0.02800000
113002,-,0.02900000
113003,-,0.02900000
113004,-,0.03150000
113005,-,0.02950000
113006,-,0.02550000
113007,-,0.02300000
113008,-,0.02150000
113009,-,0.01850000
113010,-,0.02100000
113011,-,0.02150000
113012,-,0.01850000
113013,-,0.01650000
113014,-,0.01750000
113015,-,0.01800000
113016,-,0.01800000
113017,-,0.01800000
113018,-,0.01800000
113019,-,0.01800000
113020,-,0.01800000
113021,-,0.01800000
113022,-,0.01800000
113023,-,0.01800000
113024,-,0.01800000
113025,-,0.01800000
113026,-,0.01800000
113027,-,0.01800000
113028,-,0.01800000
113029,-,0.01800000
113030,-0.61000000,0.01800000
113031,-0.13550000,0.01600000
113032,0.32400000,0.01400000
113033,0.75450000,0.01400000
113034,1.02350000,0.01400000
113035,1.02350000,0.01500000
113036,1.02350000,0.01450000
113037,1.02350000,0.01400000
113038,1.02350000,0.01400000
113039,1.02350000,0.01400000
113040,1.02350000,0.01400000
113041,1.02350000,0.01400000
113042,1.02350000,0.01400000
113043,1.02350000,0.01400000
113044,1.02350000,0.01400000
113045,1.02350000,0.01400000
113046,1.02350000,0.01400000
113047,1.02350000,0.01550000
113048,1.02350000,0.01800000
113049,1.02350000,0.01800000
113050,1.02350000,0.01800000
113051,1.02350000,0.01950000
113052,1.02350000,0.02150000
113053,1.02350000,0.02000000
113054,1.02350000,0.01600000
113055,1.02350000,0.01400000
113056,1.02350000,0.01400000
113057,1.02350000,0.01400000
113058,1.02350000,0.01400000
113059,1.02350000,0.01400000
113060,1.02350000,0.01400000
113061,1.02350000,0.01400000
113062,1.02350000,0.02650000
113063,1.02350000,0.12050000
113064,1.02350000,0.35500000
113065,1.02350000,0.58500000
113066,1.02350000,0.58200000
113067,1.02350000,0.36250000
113068,1.02350000,0.13550000
113069,1.02350000,0.01050000
113070,1.02350000,-0.03500000
113071,1.02350000,-0.04750000
113072,1.02350000,-0.04600000
113073,1.02350000,-0.04400000
113074,1.02350000,-0.04700000
113075,1.02350000,-0.04800000
113076,1.02350000,-0.04800000
113077,1.02350000,-0.04800000
113078,1.02350000,-0.04950000
113079,1.02350000,-0.05200000
113080,1.02350000,-0.05400000
113081,1.02350000,-0.05500000
113082,1.02350000,-0.05500000
113083,1.02350000,-0.05700000
113084,1.02350000,-0.05900000
113085,1.02350000,-0.05900000
113086,1.02350000,-0.05900000
113087,1.02350000,-0.05900000
113088,1.01350000,-0.05900000
113089,0.98450000,-0.06200000
113090,0.96450000,-0.06300000
113091,0.93550000,-0.06300000
113092,0.91600000,-0.06450000
113093,0.89650000,-0.06600000
113094,0.89150000,-0.06750000
113095,0.88150000,-0.06800000
113096,0.88650000,-0.06750000
113097,0.91100000,-0.06950000
113098,0.94050000,-0.07000000
113099,0.98450000,-0.07000000
113100,1.02350000,-0.07000000
113101,1.02350000,-0.06800000
113102,1.02350000,-0.06250000
113103,1.02350000,-0.05700000
113104,1.02350000,-0.04750000
113105,1.02350000,-0.03550000
113106,1.02350000,-0.03300000
113107,1.02350000,-0.03300000
113108,1.02350000,-0.03100000
113109,1.02350000,-0.02200000
113110,1.02350000,-0.01250000
113111,1.02350000,-0.00550000
113112,1.02350000,0.00100000
113113,1.02350000,0.00700000
113114,1.02350000,0.01000000
113115,1.02350000,0.01250000
113116,1.02350000,0.01450000
113117,1.02350000,0.01400000
113118,1.02350000,0.01550000
113119,1.02350000,0.01850000
113120,1.02350000,0.02150000
113121,1.02350000,0.02550000
113122,1.02350000,0.02850000
113123,1.02350000,0.03250000
113124,1.02350000,0.03750000
113125,1.02350000,0.04000000
113126,1.02350000,0.04150000
113127,1.02350000,0.04350000
113128,1.02350000,0.04200000
113129,1.02350000,0.03950000
113130,1.02350000,0.03950000
113131,1.02350000,0.03950000
113132,1.02350000,0.03650000
113133,1.02350000,0.03250000
113134,1.02350000,0.03200000
113135,1.02350000,0.03250000
113136,0.95500000,0.03050000
113137,0.87650000,0.02900000
113138,0.80350000,0.02850000
113139,0.74000000,0.02550000
113140,0.68100000,0.02650000
113141,0.63700000,0.02850000
113142,0.59800000,0.02900000
113143,0.56350000,0.02700000
113144,0.52950000,0.02450000
113145,0.50500000,0.02150000
113146,0.47550000,0.01850000
113147,0.45100000,0.01750000
113148,0.42700000,0.01800000
113149,0.41200000,0.01800000
113150,0.38750000,0.01800000
113151,0.37300000,0.01800000
113152,0.35350000,0.01800000
113153,0.33400000,0.01800000
113154,0.31450000,0.02100000
113155,0.29000000,0.02150000
113156,0.26050000,0.01850000
113157,0.22600000,0.01800000
113158,0.19200000,0.02300000
113159,0.15300000,0.02800000
113160,0.10900000,0.02550000
113161,0.07450000,0.02050000
113162,0.03550000,0.01700000
113163,-0.00850000,0.01450000
113164,-0.04250000,0.01400000
113165,-0.07200000,0.01400000
113166,-0.10650000,0.01400000
113167,-0.13550000,0.01750000
113168,-0.16000000,0.02750000
113169,-0.18950000,0.10250000
113170,-0.21400000,0.31300000
113171,-0.23850000,0.55500000
113172,-0.27250000,0.60200000
113173,-0.29700000,0.42450000
113174,-0.33150000,0.19050000
113175,-0.36050000,0.03600000
113176,-0.39000000,-0.02800000
113177,-0.41950000,-0.04850000
113178,-0.43900000,-0.04850000
113179,-0.46350000,-0.04600000
113180,-0.49250000,-0.04400000
113181,-0.50750000,-0.04700000
113182,-0.53200000,-0.04800000
113183,-0.54650000,-0.04750000
113184,-0.57100000,-0.04400000
113185,-0.58550000,-0.04050000
113186,-0.60500000,-0.03750000
113187,-0.62950000,-0.04000000
113188,-0.64900000,-0.04150000
113189,-0.67350000,-0.04400000
113190,-0.69300000,-0.04450000
113191,-0.71750000,-0.04700000
113192,-0.73250000,-0.04800000
113193,-0.75700000,-0.04800000
113194,-0.76650000,-0.04800000
113195,-0.79100000,-0.04950000
113196,-0.80100000,-0.05200000
113197,-0.82050000,-0.05400000
113198,-0.83000000,-0.05500000
113199,-0.83500000,-0.05500000
113200,-0.84000000,-0.05500000
113201,-0.83500000,-0.06000000
113202,-0.82050000,-0.06250000
113203,-0.80100000,-0.06100000
113204,-0.75700000,-0.05700000
113205,-0.68850000,-0.05500000
113206,-0.61500000,-0.05500000
113207,-0.52700000,-0.05700000
113208,-0.42400000,-0.06400000
113209,-0.32150000,-0.06900000
113210,-0.20900000,-0.06300000
113211,-0.10150000,-0.05350000
113212,0.00150000,-0.04600000
113213,0.09400000,-0.03700000
113214,0.18200000,-0.02750000
113215,0.24600000,-0.01650000
113216,0.30950000,-0.00600000
113217,0.35850000,0.00100000
113218,0.39250000,0.00700000
113219,0.42200000,0.01050000
113220,0.43650000,0.01400000
113221,0.44150000,0.01400000
113222,0.43650000,0.01400000
113223,0.43150000,0.01400000
113224,0.41700000,0.01400000
113225,0.38750000,0.02000000
113226,0.35850000,0.03750000
113227,0.32900000,0.09800000
113228,0.29000000,0.28200000
113229,0.24600000,0.56350000
113230,0.19700000,0.71200000
113231,0.15300000,0.56950000
113232,0.09400000,0.28750000
113233,0.03050000,0.08200000
113234,-0.03300000,-0.01300000
113235,-0.09650000,-0.04400000
113236,-0.14700000,-0.04800000
113237,-0.21550000,-0.05250000
113238,-0.28850000,-0.05500000
113239,-0.36200000,-0.05500000
113240,-0.43050000,-0.05350000
113241,-0.49400000,-0.05450000
113242,-0.56250000,-0.06000000
113243,-0.62150000,-0.06300000
113244,-0.68000000,-0.06550000
113245,-0.72900000,-0.06600000
113246,-0.77300000,-0.06600000
113247,-0.81700000,-0.06400000
113248,-0.85100000,-0.06250000
113249,-0.88050000,-0.06300000
113250,-0.90000000,-0.06300000
113251,-0.92950000,-0.06450000
113252,-0.93900000,-0.06600000
113253,-0.95400000,-0.06900000
113254,-0.96350000,-0.07000000
113255,-0.96850000,-0.06950000
113256,-0.97350000,-0.06850000
113257,-0.97850000,-0.07100000
113258,-0.98300000,-0.07150000
113259,-0.99300000,-0.07000000
113260,-0.99800000,-0.06800000
113261,-1.00750000,-0.06400000
113262,-1.01750000,-0.05700000
113263,-1.02250000,-0.04950000
113264,-,-0.04200000
113265,-,-0.03450000
113266,-,-0.02350000
113267,-,-0.01300000
113268,-,-0.00250000
113269,-,0.00550000
113270,-,0.01150000
113271,-,0.01450000
113272,-,0.01400000
113273,-,0.01400000
113274,-1.01250000,0.01400000
113275,-0.99300000,0.01400000
113276,-0.97350000,0.01400000
113277,-0.94900000,0.01400000
113278,-0.92950000,0.01400000
113279,-0.91000000,0.01400000
113280,-0.90500000,0.01400000
113281,-0.89500000,0.01550000
113282,-0.89500000,0.01800000
113283,-0.90000000,0.01800000
113284,-0.91450000,0.01800000
113285,-0.92950000,0.01800000
113286,-0.95400000,0.01800000
113287,-0.98800000,0.01750000
113288,-,0.01450000
113289,-,0.01550000
113290,-,0.01800000
113291,-,0.01750000
113292,-,0.01450000
113293,-,0.01400000
113294,-,0.01400000
113295,-,0.01400000
113296,-,0.01400000
113297,-,0.01400000
113298,-,0.01400000
113299,-,0.01400000
113300,-,0.01400000
113301,-,0.01400000
113302,-,0.01400000
113303,-,0.01400000
113304,-,0.01400000
113305,-,0.01400000
113306,-,0.01400000
113307,-,0.01400000
113308,-,0.01400000
113309,-,0.01400000
113310,-,0.01400000
113311,-,0.01400000
113312,-,0.01400000
113313,-,0.01400000
113314,-,0.01400000
113315,-,0.01400000
113316,-,0.01400000
113317,-,0.01400000
113318,-,0.01400000
113319,-,0.01400000
113320,-,0.01400000
113321,-,0.01400000
113322,-,0.01400000
113323,-,0.01400000
113324,-,0.01400000
113325,-,0.01400000
113326,-,0.01400000
113327,-,0.01400000
113328,-,0.01400000
113329,-,0.01550000
113330,-,0.01450000
113331,-,0.01550000
113332,-,0.01450000
113333,-,0.01950000
113334,-,0.02500000
113335,-,0.02450000
113336,-,0.02150000
113337,-,0.01800000
113338,-,0.01450000
113339,-,0.01400000
113340,-,0.01400000
113341,-,0.01400000
113342,-,0.01400000
113343,-,0.01550000
113344,-,0.02150000
113345,-,0.05900000
113346,-,0.21650000
113347,-,0.46900000
113348,-,0.60700000
113349,-,0.49700000
113350,-,0.26250000
113351,-,0.07450000
113352,-,-0.01600000
113353,-,-0.04650000
113354,-,-0.05150000
113355,-,-0.04800000
113356,-,-0.04800000
113357,-,-0.04800000
113358,-,-0.04800000
113359,-,-0.04800000
113360,-,-0.04950000
113361,-,-0.05200000
113362,-,-0.05350000
113363,-,-0.05150000
113364,-,-0.04750000
113365,-,-0.04400000
113366,-,-0.04550000
113367,-,-0.04750000
113368,-,-0.04800000
113369,-,-0.04800000
113370,-,-0.04800000
113371,-,-0.04800000
113372,-,-0.05100000
113373,-,-0.05150000
113374,-,-0.05100000
113375,-,-0.05150000
113376,-,-0.05300000
113377,-,-0.05500000
113378,-,-0.05500000
113379,-0.99800000,-0.05450000
113380,-0.93450000,-0.05350000
113381,-0.85600000,-0.05450000
113382,-0.75800000,-0.05500000
113383,-0.65050000,-0.05300000
113384,-0.52850000,-0.05050000
113385,-0.39650000,-0.04800000
113386,-0.26450000,-0.04400000
113387,-0.14200000,-0.04050000
113388,-0.01950000,-0.03500000
113389,0.09750000,-0.02800000
113390,0.19550000,-0.02350000
113391,0.28350000,-0.01500000
113392,0.35200000,-0.00550000
113393,0.41550000,0.00100000
113394,0.45950000,0.00850000
113395,0.48900000,0.01250000
113396,0.51350000,0.01450000
113397,0.52300000,0.01400000
113398,0.52800000,0.01400000
113399,0.51800000,0.01400000
113400,0.50350000,0.01750000
113401,0.47900000,0.01800000
113402,0.45000000,0.01800000
113403,0.42050000,0.01950000
113404,0.38600000,0.02350000
113405,0.34700000,0.02850000
113406,0.30300000,0.03050000
113407,0.24900000,0.03250000
113408,0.20050000,0.03250000
113409,0.14150000,0.03550000
113410,0.08800000,0.03600000
113411,0.02450000,0.03550000
113412,-0.04400000,0.03250000
113413,-0.10800000,0.03200000
113414,-0.16650000,0.03250000
113415,-0.23500000,0.03200000
113416,-0.29350000,0.03100000
113417,-0.36200000,0.02900000
113418,-0.42100000,0.02900000
113419,-0.46950000,0.03050000
113420,-0.52850000,0.02900000
113421,-0.57750000,0.02700000
113422,-0.62150000,0.02500000
113423,-0.65550000,0.02300000
113424,-0.68000000,0.02200000
113425,-0.71400000,0.02200000
113426,-0.72900000,0.02200000
113427,-0.74350000,0.02000000
113428,-0.72900000,0.01800000
113429,-0.72900000,0.01950000
113430,-0.73850000,0.01800000
113431,-0.73850000,0.01800000
113432,-0.73350000,0.01800000
113433,-0.73350000,0.01800000
113434,-0.73350000,0.01800000
113435,-0.73350000,0.02100000
113436,-0.74350000,0.02350000
113437,-0.74350000,0.02350000
113438,-0.75800000,0.01950000
113439,-0.76800000,0.02000000
113440,-0.77300000,0.02650000
113441,-0.78250000,0.03050000
113442,-0.79750000,0.03100000
113443,-0.80700000,0.02550000
113444,-0.82650000,0.01650000
113445,-0.84150000,0.01400000
113446,-0.85600000,0.01400000
113447,-0.87050000,0.01400000
113448,-0.88550000,0.01400000
113449,-0.90000000,0.01550000
113450,-0.91450000,0.02100000
113451,-0.92950000,0.05800000
113452,-0.93900000,0.21850000
113453,-0.95400000,0.47550000
113454,-0.96350000,0.61300000
113455,-0.97350000,0.50350000
113456,-0.98800000,0.26550000
113457,-0.99800000,0.07200000
113458,-1.00250000,-0.01950000
113459,-1.01250000,-0.05050000
113460,-1.02250000,-0.05500000
113461,-,-0.05000000
113462,-,-0.04800000
113463,-,-0.04950000
113464,-,-0.05150000
113465,-,-0.05100000
113466,-,-0.05150000
113467,-,-0.05100000
113468,-,-0.05200000
113469,-,-0.05550000
113470,-,-0.05900000
113471,-,-0.05850000
113472,-,-0.05900000
113473,-,-0.05900000
113474,-,-0.06200000
113475,-,-0.06300000
113476,-,-0.06300000
113477,-,-0.06550000
113478,-,-0.06600000
113479,-,-0.06600000
113480,-,-0.06900000
113481,-,-0.07000000
113482,-,-0.07000000
113483,-,-0.07350000
113484,-,-0.07650000
113485,-1.00250000,-0.07700000
113486,-0.95400000,-0.07500000
113487,-0.89500000,-0.07300000
113488,-0.82200000,-0.07100000
113489,-0.73850000,-0.06950000
