'sample interval','PLETH','III'
3600485,-0.18500000,0.04450000
3600486,-0.13000000,0.05800000
3600487,-0.06600000,0.08300000
3600488,0.00700000,0.09950000
3600489,0.07950000,0.11050000
3600490,0.14850000,0.11600000
3600491,0.20950000,0.11850000
3600492,0.25950000,0.11300000
3600493,0.29950000,0.09650000
3600494,0.32500000,0.08000000
3600495,0.33900000,0.06100000
3600496,0.33900000,0.04700000
3600497,0.32850000,0.03600000
3600498,0.30950000,0.01700000
3600499,0.28350000,0.00850000
3600500,0.25450000,0.00350000
3600501,0.21950000,-0.00450000
3600502,0.18500000,-0.00700000
3600503,0.14550000,-0.01000000
3600504,0.10350000,-0.01250000
3600505,0.06400000,-0.02100000
3600506,0.02250000,-0.02650000
3600507,-0.01900000,-0.02100000
3600508,-0.06050000,-0.01000000
3600509,-0.10200000,0.00100000
3600510,-0.13850000,0.00600000
3600511,-0.17500000,0.00350000
3600512,-0.20050000,0.01150000
3600513,-0.23000000,0.01150000
3600514,-0.25750000,0.00350000
3600515,-0.27850000,-0.01800000
3600516,-0.30100000,-0.02100000
3600517,-0.31650000,-0.01000000
3600518,-0.33200000,0.00100000
3600519,-0.34050000,-0.01800000
3600520,-0.34950000,-0.05100000
3600521,-0.35300000,-0.06200000
3600522,-0.35650000,-0.06750000
3600523,-0.35650000,-0.06200000
3600524,-0.35650000,-0.06500000
3600525,-0.35100000,-0.05650000
3600526,-0.34600000,-0.06200000
3600527,-0.34050000,-0.06500000
3600528,-0.33400000,-0.05950000
3600529,-0.32700000,-0.06200000
3600530,-0.32000000,-0.05950000
3600531,-0.31150000,-0.05650000
3600532,-0.30250000,-0.06200000
3600533,-0.29400000,-0.02100000
3600534,-0.28350000,0.11850000
3600535,-0.27300000,0.30500000
3600536,-0.26650000,0.39800000
3600537,-0.25400000,0.28300000
3600538,-0.24700000,0.22000000
3600539,-0.24050000,0.27750000
3600540,-0.23350000,0.20350000
3600541,-0.23000000,0.12700000
3600542,-0.22650000,0.09100000
3600543,-0.22450000,0.07450000
3600544,-0.22300000,0.05000000
3600545,-0.22450000,0.00900000
3600546,-0.22800000,-0.01550000
3600547,-0.23000000,-0.02100000
3600548,-0.23350000,-0.02100000
3600549,-0.23850000,-0.02100000
3600550,-0.24400000,-0.02350000
3600551,-0.25050000,-0.02100000
3600552,-0.25600000,-0.01550000
3600553,-0.26450000,-0.01250000
3600554,-0.27150000,-0.01250000
3600555,-0.27650000,-0.01000000
3600556,-0.28200000,-0.01000000
3600557,-0.28350000,0.00100000
3600558,-0.28200000,0.00100000
3600559,-0.27500000,0.00600000
3600560,-0.26100000,0.01700000
3600561,-0.23700000,0.02500000
3600562,-0.20400000,0.03350000
3600563,-0.15700000,0.04700000
3600564,-0.10200000,0.06650000
3600565,-0.03800000,0.08300000
3600566,0.03150000,0.09950000
3600567,0.10250000,0.11600000
3600568,0.17000000,0.12150000
3600569,0.23050000,0.12150000
3600570,0.28250000,0.10750000
3600571,0.32050000,0.10200000
3600572,0.34650000,0.08300000
3600573,0.36200000,0.06900000
3600574,0.36350000,0.05000000
3600575,0.35300000,0.03600000
3600576,0.34600000,0.02800000
3600577,0.32550000,0.01700000
3600578,0.29750000,0.00600000
3600579,0.26500000,-0.00150000
3600580,0.23350000,0.00100000
3600581,0.19400000,-0.01000000
3600582,0.15600000,-0.01550000
3600583,0.11750000,-0.01550000
3600584,0.07450000,-0.01550000
3600585,0.03300000,-0.01250000
3600586,-0.00850000,-0.01000000
3600587,-0.05000000,0.00350000
3600588,-0.09000000,0.00850000
3600589,-0.12650000,0.00850000
3600590,-0.16100000,0.01400000
3600591,-0.19350000,0.01950000
3600592,-0.22150000,0.00900000
3600593,-0.24400000,-0.01800000
3600594,-0.26650000,-0.01800000
3600595,-0.28350000,-0.00150000
3600596,-0.29950000,0.00600000
3600597,-0.30800000,-0.02350000
3600598,-0.31650000,-0.04850000
3600599,-0.32350000,-0.05950000
3600600,-0.32700000,-0.05650000
3600601,-0.32850000,-0.05400000
3600602,-0.32550000,-0.05950000
3600603,-0.32550000,-0.05650000
3600604,-0.32000000,-0.05400000
3600605,-0.31500000,-0.05650000
3600606,-0.31150000,-0.05950000
3600607,-0.30450000,-0.05650000
3600608,-0.29750000,-0.05400000
3600609,-0.28700000,-0.06500000
3600610,-0.27850000,-0.06200000
3600611,-0.27350000,0.00050000
3600612,-0.26300000,0.17350000
3600613,-0.25450000,0.34050000
3600614,-0.24750000,0.37900000
3600615,-0.23700000,0.24200000
3600616,-0.23000000,0.25000000
3600617,-0.22300000,0.27200000
3600618,-0.21600000,0.17900000
3600619,-0.21100000,0.12400000
3600620,-0.20750000,0.09100000
3600621,-0.20600000,0.07450000
3600622,-0.20600000,0.03600000
3600623,-0.20600000,0.00350000
3600624,-0.20950000,-0.00700000
3600625,-0.21600000,-0.01000000
3600626,-0.22150000,-0.01800000
3600627,-0.23000000,-0.01250000
3600628,-0.23850000,-0.01250000
3600629,-0.24900000,-0.01250000
3600630,-0.25600000,-0.01550000
3600631,-0.26800000,-0.00700000
3600632,-0.27500000,-0.01000000
3600633,-0.28200000,-0.00150000
3600634,-0.28700000,0.00350000
3600635,-0.28900000,0.00350000
3600636,-0.28550000,0.01150000
3600637,-0.27350000,0.01400000
3600638,-0.25250000,0.02250000
3600639,-0.22300000,0.02500000
3600640,-0.18350000,0.04150000
3600641,-0.12950000,0.05250000
3600642,-0.07100000,0.06350000
3600643,-0.00150000,0.08300000
3600644,0.06950000,0.11050000
3600645,0.13850000,0.12150000
3600646,0.20600000,0.12400000
3600647,0.26500000,0.11600000
3600648,0.31150000,0.10750000
3600649,0.34800000,0.09400000
3600650,0.37050000,0.07750000
3600651,0.38100000,0.05800000
3600652,0.38100000,0.05000000
3600653,0.37200000,0.03050000
3600654,0.35650000,0.02250000
3600655,0.33600000,0.01400000
3600656,0.30800000,0.00600000
3600657,0.27700000,-0.00150000
3600658,0.24250000,-0.01000000
3600659,0.20600000,-0.01250000
3600660,0.16600000,-0.01250000
3600661,0.12650000,-0.01250000
3600662,0.08650000,-0.01250000
3600663,0.04500000,-0.00450000
3600664,0.00350000,0.00600000
3600665,-0.03800000,0.01400000
3600666,-0.07600000,0.01400000
3600667,-0.11250000,0.01700000
3600668,-0.14850000,0.02250000
3600669,-0.18000000,0.02250000
3600670,-0.20950000,-0.00700000
3600671,-0.23550000,-0.02350000
3600672,-0.25950000,-0.01000000
3600673,-0.27850000,-0.00150000
3600674,-0.29250000,-0.00700000
3600675,-0.30450000,-0.03750000
3600676,-0.31300000,-0.05100000
3600677,-0.31850000,-0.06200000
3600678,-0.32200000,-0.05950000
3600679,-0.32000000,-0.05950000
3600680,-0.31850000,-0.05950000
3600681,-0.31500000,-0.05400000
3600682,-0.30800000,-0.05950000
3600683,-0.30450000,-0.05650000
3600684,-0.29750000,-0.05650000
3600685,-0.29250000,-0.05950000
3600686,-0.28700000,-0.05650000
3600687,-0.28050000,-0.06500000
3600688,-0.27500000,-0.03750000
3600689,-0.26800000,0.05800000
3600690,-0.26100000,0.24450000
3600691,-0.25450000,0.37050000
3600692,-0.24550000,0.32950000
3600693,-0.24050000,0.20350000
3600694,-0.23550000,0.27200000
3600695,-0.23000000,0.23900000
3600696,-0.22500000,0.15400000
3600697,-0.21950000,0.10500000
3600698,-0.22150000,0.08000000
3600699,-0.21950000,0.06100000
3600700,-0.22300000,0.02250000
3600701,-0.22650000,-0.00150000
3600702,-0.23000000,-0.01250000
3600703,-0.23550000,-0.01800000
3600704,-0.24050000,-0.02100000
3600705,-0.24750000,-0.01800000
3600706,-0.25450000,-0.02650000
3600707,-0.26150000,-0.02100000
3600708,-0.26650000,-0.01550000
3600709,-0.27550000,-0.01000000
3600710,-0.27900000,-0.01250000
3600711,-0.28400000,-0.00700000
3600712,-0.28900000,0.00100000
3600713,-0.28750000,0.00100000
3600714,-0.28200000,0.00600000
3600715,-0.27200000,0.01700000
3600716,-0.24950000,0.02250000
3600717,-0.22000000,0.02800000
3600718,-0.17850000,0.03600000
3600719,-0.12500000,0.05250000
3600720,-0.06250000,0.07200000
3600721,0.00500000,0.09400000
3600722,0.07600000,0.10750000
3600723,0.14350000,0.12150000
3600724,0.21100000,0.12400000
3600725,0.26650000,0.12150000
3600726,0.31150000,0.09950000
3600727,0.34600000,0.09100000
3600728,0.36850000,0.06900000
3600729,0.37900000,0.05250000
3600730,0.38050000,0.03900000
3600731,0.37200000,0.02500000
3600732,0.35650000,0.01700000
3600733,0.33550000,0.01150000
3600734,0.31300000,0.00050000
3600735,0.28200000,-0.00150000
3600736,0.24900000,-0.01250000
3600737,0.21100000,-0.01800000
3600738,0.17300000,-0.02650000
3600739,0.13150000,-0.02100000
3600740,0.08800000,-0.01250000
3600741,0.04500000,-0.01000000
3600742,0.00150000,0.00350000
3600743,-0.04150000,0.00600000
3600744,-0.08150000,0.01150000
3600745,-0.12300000,0.01150000
3600746,-0.15750000,0.01400000
3600747,-0.19200000,0.00050000
3600748,-0.22000000,-0.02350000
3600749,-0.24600000,-0.02650000
3600750,-0.26850000,-0.01800000
3600751,-0.28550000,-0.00700000
3600752,-0.29950000,-0.02350000
3600753,-0.31000000,-0.05650000
3600754,-0.31850000,-0.07300000
3600755,-0.32400000,-0.07050000
3600756,-0.32550000,-0.07050000
3600757,-0.32400000,-0.06500000
3600758,-0.32400000,-0.07050000
3600759,-0.32050000,-0.06750000
3600760,-0.31700000,-0.06500000
3600761,-0.31150000,-0.06500000
3600762,-0.31000000,-0.06750000
3600763,-0.30300000,-0.07050000
3600764,-0.29800000,-0.07600000
3600765,-0.28900000,-0.07050000
3600766,-0.28200000,-0.02350000
3600767,-0.27900000,0.11850000
3600768,-0.28000000,0.30500000
3600769,-0.27500000,0.38450000
3600770,-0.26650000,0.26350000
3600771,-0.25950000,0.22800000
3600772,-0.25600000,0.26950000
3600773,-0.25050000,0.17600000
3600774,-0.24700000,0.10200000
3600775,-0.24400000,0.08000000
3600776,-0.24200000,0.05800000
3600777,-0.24400000,0.02800000
3600778,-0.24550000,-0.00700000
3600779,-0.24900000,-0.02350000
3600780,-0.25400000,-0.02900000
3600781,-0.26100000,-0.03450000
3600782,-0.26800000,-0.03750000
3600783,-0.27650000,-0.04550000
3600784,-0.28550000,-0.03450000
3600785,-0.29200000,-0.04300000
3600786,-0.30100000,-0.03750000
3600787,-0.30800000,-0.03450000
3600788,-0.31650000,-0.02900000
3600789,-0.32000000,-0.02900000
3600790,-0.32000000,-0.02100000
3600791,-0.31800000,-0.01550000
3600792,-0.30600000,-0.00150000
3600793,-0.28700000,0.00100000
3600794,-0.25600000,0.00350000
3600795,-0.21450000,0.01700000
3600796,-0.15900000,0.02800000
3600797,-0.09850000,0.04150000
3600798,-0.02750000,0.05250000
3600799,0.04850000,0.07200000
3600800,0.12300000,0.09100000
3600801,0.19250000,0.09950000
3600802,0.25450000,0.09400000
3600803,0.30500000,0.08550000
3600804,0.33950000,0.07450000
