'sample interval','PLETH','V'
112593,0.20000000,0.05822785
112594,0.16700000,0.05822785
112595,0.13400000,0.11392405
112596,0.10200000,0.11392405
112597,0.07150000,0.11392405
112598,0.04150000,0.08607595
112599,0.01350000,0.05822785
112600,-0.01300000,0.05822785
112601,-0.04050000,0.09873418
112602,-0.06550000,0.05822785
112603,-0.08950000,0.08607595
112604,-0.11350000,0.11392405
112605,-0.13450000,0.11392405
112606,-0.15450000,0.11392405
112607,-0.17400000,0.11392405
112608,-0.19000000,0.07088608
112609,-0.20450000,0.11392405
112610,-0.21750000,0.11392405
112611,-0.22800000,0.11392405
112612,-0.23750000,0.11392405
112613,-0.24550000,0.11392405
112614,-0.25300000,0.11392405
112615,-0.26100000,0.11392405
112616,-0.26650000,0.11392405
112617,-0.27300000,0.05822785
112618,-0.27850000,-0.21772152
112619,-0.28450000,-0.80000000
112620,-0.29150000,-1.42531646
112621,-0.29650000,-1.86835443
112622,-0.30200000,-2.14683544
112623,-0.30750000,-2.28607595
112624,-0.31250000,-2.24556962
112625,-0.31800000,-1.93924051
112626,-0.32350000,-1.48101266
112627,-0.32800000,-1.07848101
112628,-0.33250000,-0.71645570
112629,-0.33800000,-0.34177215
112630,-0.34300000,-0.03544304
112631,-0.34650000,0.12658228
112632,-0.35100000,0.25316456
112633,-0.35650000,0.33670886
112634,-0.36050000,0.42025316
112635,-0.36550000,0.48860759
112636,-0.36950000,0.50379747
112637,-0.37350000,0.51645570
112638,-0.37750000,0.55949367
112639,-0.37950000,0.60000000
112640,-0.38100000,0.62784810
112641,-0.38150000,0.69873418
112642,-0.38100000,0.73924051
112643,-0.37850000,0.82025316
112644,-0.37600000,0.90379747
112645,-0.37050000,0.98734177
112646,-0.36300000,1.08607595
112647,-0.35200000,1.15443038
112648,-0.33800000,1.22531646
112649,-0.31950000,1.25316456
112650,-0.29650000,1.22531646
112651,-0.26650000,1.18227848
112652,-0.23100000,1.08607595
112653,-0.19100000,0.97468354
112654,-0.14750000,0.84810127
112655,-0.10250000,0.72658228
112656,-0.05600000,0.61518987
112657,-0.01000000,0.48860759
112658,0.03350000,0.42025316
112659,0.07400000,0.34936709
112660,0.11900000,0.32151899
112661,0.15200000,0.28101266
112662,0.18250000,0.28101266
112663,0.21000000,0.22531646
112664,0.23500000,0.23797468
112665,0.25650000,0.22531646
112666,0.27500000,0.23797468
112667,0.28950000,0.22531646
112668,0.30100000,0.22531646
112669,0.30400000,0.22531646
112670,0.30150000,0.22531646
112671,0.29450000,0.22531646
112672,0.28000000,0.60000000
112673,0.26150000,0.21012658
112674,0.23750000,0.08607595
112675,0.21050000,0.05822785
112676,0.18350000,0.09873418
112677,0.15500000,0.16962025
112678,0.12550000,0.16962025
112679,0.09900000,0.16962025
112680,0.07300000,0.16962025
112681,0.04800000,0.16962025
112682,0.02300000,0.12658228
112683,0.00000000,0.11392405
112684,-0.02200000,0.14177215
112685,-0.04350000,0.16962025
112686,-0.06450000,0.16962025
112687,-0.08450000,0.16962025
112688,-0.10300000,0.16962025
112689,-0.12150000,0.16962025
112690,-0.13700000,0.16962025
112691,-0.15200000,0.16962025
112692,-0.16500000,0.16962025
112693,-0.17550000,0.16962025
112694,-0.18500000,0.16962025
112695,-0.19500000,0.16962025
112696,-0.20350000,0.16962025
112697,-0.21000000,0.16962025
112698,-0.21800000,0.16962025
112699,-0.22550000,0.16962025
112700,-0.23100000,0.14177215
112701,-0.23850000,-0.03544304
112702,-0.24300000,-0.53670886
112703,-0.24800000,-1.18987342
112704,-0.25300000,-1.70126582
112705,-0.25700000,-2.03544304
112706,-0.26000000,-2.21772152
112707,-0.26400000,-2.25822785
112708,-0.26800000,-2.03544304
112709,-0.27050000,-1.60506329
112710,-0.27350000,-1.17468354
112711,-0.27750000,-0.81518987
112712,-0.28100000,-0.41265823
112713,-0.28500000,-0.09113924
112714,-0.28900000,0.12658228
112715,-0.29200000,0.25316456
112716,-0.29700000,0.33670886
112717,-0.30200000,0.43291139
112718,-0.30450000,0.50379747
112719,-0.30850000,0.51645570
112720,-0.31250000,0.55949367
112721,-0.31450000,0.58734177
112722,-0.31800000,0.61518987
112723,-0.31950000,0.67088608
112724,-0.31450000,0.72658228
112725,-0.31550000,0.75443038
112726,-0.31550000,0.82025316
112727,-0.31400000,0.90379747
112728,-0.31050000,0.98734177
112729,-0.30600000,1.08607595
112730,-0.29800000,1.15443038
112731,-0.28750000,1.22531646
112732,-0.27100000,1.26582278
112733,-0.25100000,1.28101266
112734,-0.22450000,1.23797468
112735,-0.19500000,1.16962025
112736,-0.16000000,1.05822785
112737,-0.12150000,0.94683544
112738,-0.08150000,0.79493671
112739,-0.03950000,0.69873418
112740,0.00000000,0.58734177
112741,0.03800000,0.48860759
112742,0.07250000,0.40506329
112743,0.10450000,0.37721519
112744,0.13250000,0.33670886
112745,0.15950000,0.32151899
112746,0.18250000,0.28101266
112747,0.20450000,0.28101266
112748,0.22300000,0.28101266
112749,0.24050000,0.28101266
112750,0.25350000,0.28101266
112751,0.26400000,0.28101266
112752,0.26850000,0.28101266
112753,0.26850000,0.28101266
112754,0.26400000,0.28101266
112755,0.25350000,0.61265823
112756,0.23900000,0.32151899
112757,0.21950000,0.15443038
112758,0.19850000,0.07088608
112759,0.17600000,0.12658228
112760,0.15450000,0.16962025
112761,0.13100000,0.16962025
112762,0.11000000,0.18227848
112763,0.08950000,0.18227848
112764,0.07100000,0.18227848
112765,0.05300000,0.16962025
112766,0.03550000,0.16962025
112767,0.01850000,0.16962025
112768,0.00300000,0.16962025
112769,-0.01300000,0.16962025
112770,-0.03000000,0.21012658
112771,-0.04500000,0.22531646
112772,-0.06050000,0.22531646
112773,-0.07500000,0.22531646
112774,-0.08700000,0.21012658
112775,-0.09900000,0.16962025
112776,-0.10950000,0.16962025
112777,-0.12000000,0.16962025
112778,-0.12800000,0.18227848
112779,-0.13700000,0.16962025
112780,-0.14500000,0.18227848
112781,-0.15150000,0.21012658
112782,-0.15950000,0.16962025
112783,-0.16650000,0.16962025
112784,-0.17450000,0.03037975
112785,-0.18100000,-0.34177215
112786,-0.18850000,-0.96708861
112787,-0.19500000,-1.48101266
112788,-0.19650000,-1.80000000
112789,-0.20200000,-2.03544304
112790,-0.20950000,-2.14683544
112791,-0.21500000,-2.00759494
112792,-0.22150000,-1.64556962
112793,-0.22650000,-1.18987342
112794,-0.23200000,-0.82784810
112795,-0.23650000,-0.45316456
112796,-0.24150000,-0.10632911
112797,-0.24550000,0.12658228
112798,-0.25050000,0.25316456
112799,-0.25350000,0.36455696
112800,-0.25700000,0.44810127
112801,-0.26250000,0.50379747
112802,-0.26500000,0.55949367
112803,-0.26650000,0.55949367
112804,-0.26800000,0.60000000
112805,-0.26900000,0.61518987
112806,-0.26900000,0.67088608
112807,-0.26750000,0.69873418
112808,-0.26400000,0.73924051
112809,-0.26000000,0.80759494
112810,-0.25550000,0.87594937
112811,-0.24800000,0.95949367
112812,-0.23900000,1.04303797
112813,-0.22700000,1.11392405
112814,-0.21350000,1.16962025
112815,-0.19250000,1.21012658
112816,-0.16900000,1.22531646
112817,-0.13850000,1.18227848
112818,-0.10500000,1.14177215
112819,-0.06550000,1.03037975
112820,-0.02350000,0.91898734
112821,0.02100000,0.77974684
112822,0.06500000,0.67088608
112823,0.10500000,0.55949367
112824,0.14400000,0.48860759
112825,0.17850000,0.40506329
112826,0.20800000,0.36455696
112827,0.23500000,0.33670886
112828,0.25750000,0.33670886
112829,0.27650000,0.28101266
112830,0.29200000,0.28101266
112831,0.30400000,0.28101266
112832,0.31200000,0.28101266
112833,0.31600000,0.28101266
112834,0.31450000,0.28101266
112835,0.30650000,0.28101266
112836,0.29200000,0.28101266
112837,0.27100000,0.28101266
112838,0.24450000,0.51645570
112839,0.21400000,0.44810127
112840,0.18000000,0.16962025
112841,0.14450000,0.07088608
112842,0.11000000,0.07088608
112843,0.07800000,0.14177215
112844,0.04750000,0.16962025
112845,0.02100000,0.16962025
112846,-0.00250000,0.16962025
112847,-0.02350000,0.16962025
112848,-0.03950000,0.16962025
112849,-0.05650000,0.16962025
112850,-0.07000000,0.16962025
112851,-0.08450000,0.16962025
112852,-0.09750000,0.16962025
112853,-0.11000000,0.18227848
112854,-0.12400000,0.22531646
112855,-0.13700000,0.22531646
112856,-0.14700000,0.22531646
112857,-0.15700000,0.21012658
112858,-0.16550000,0.16962025
112859,-0.17150000,0.16962025
112860,-0.17700000,0.16962025
112861,-0.18200000,0.16962025
112862,-0.18500000,0.18227848
112863,-0.19000000,0.16962025
112864,-0.19550000,0.18227848
112865,-0.20050000,0.16962025
112866,-0.20700000,0.16962025
112867,-0.21300000,0.03037975
112868,-0.21950000,-0.38481013
112869,-0.22550000,-0.99493671
112870,-0.23150000,-1.45316456
112871,-0.23800000,-1.78481013
112872,-0.24400000,-2.00759494
112873,-0.24950000,-2.13417722
112874,-0.25750000,-1.99493671
112875,-0.26550000,-1.59240506
112876,-0.27350000,-1.14683544
112877,-0.28300000,-0.80000000
112878,-0.29150000,-0.42531646
112879,-0.30100000,-0.09113924
112880,-0.30900000,0.12658228
112881,-0.31800000,0.25316456
112882,-0.32450000,0.33670886
112883,-0.33150000,0.42025316
112884,-0.33850000,0.50379747
112885,-0.34700000,0.50379747
112886,-0.35300000,0.54430380
112887,-0.36200000,0.55949367
112888,-0.37250000,0.58734177
112889,-0.38450000,0.61518987
112890,-0.39750000,0.67088608
112891,-0.41200000,0.72658228
112892,-0.42750000,0.79493671
112893,-0.44350000,0.86329114
112894,-0.45850000,0.93164557
112895,-0.47300000,1.01518987
112896,-0.48300000,1.08607595
112897,-0.48900000,1.15443038
112898,-0.48900000,1.18227848
112899,-0.48100000,1.22531646
112900,-0.46350000,1.16962025
112901,-0.43850000,1.09873418
112902,-0.40650000,1.00253165
112903,-0.36600000,0.89113924
112904,-0.32000000,0.76708861
112905,-0.27450000,0.64303797
112906,-0.22750000,0.53164557
112907,-0.18250000,0.46075949
112908,-0.14250000,0.37721519
112909,-0.10550000,0.33670886
112910,-0.07400000,0.29367089
112911,-0.04500000,0.28101266
112912,-0.01950000,0.28101266
112913,0.00500000,0.22531646
112914,0.02650000,0.25316456
112915,0.04850000,0.22531646
112916,0.06700000,0.26582278
112917,0.08350000,0.22531646
112918,0.09600000,0.23797468
112919,0.10550000,0.22531646
112920,0.10950000,0.22531646
112921,0.10850000,0.22531646
112922,0.10400000,0.58481013
112923,0.09750000,0.19746835
112924,0.08600000,0.07088608
112925,0.07500000,0.03037975
112926,0.06200000,0.09873418
112927,0.04900000,0.11392405
112928,0.03800000,0.15443038
112929,0.02600000,0.16962025
112930,0.01600000,0.16962025
112931,0.00550000,0.12658228
112932,-0.00300000,0.11392405
112933,-0.01350000,0.11392405
112934,-0.02150000,0.11392405
112935,-0.03050000,0.11392405
112936,-0.03850000,0.14177215
112937,-0.04850000,0.16962025
112938,-0.05550000,0.16962025
112939,-0.06200000,0.16962025
112940,-0.06750000,0.16962025
112941,-0.07400000,0.12658228
112942,-0.07950000,0.11392405
112943,-0.08350000,0.16962025
112944,-0.08850000,0.12658228
112945,-0.09250000,0.16962025
112946,-0.09650000,0.12658228
112947,-0.09900000,0.16962025
112948,-0.10300000,0.15443038
112949,-0.10800000,0.11392405
112950,-0.11350000,0.07088608
112951,-0.11750000,-0.21772152
112952,-0.12300000,-0.74430380
112953,-0.12800000,-1.36962025
112954,-0.13450000,-1.77215190
112955,-0.13900000,-2.07848101
112956,-0.14500000,-2.18987342
112957,-0.15050000,-2.17468354
112958,-0.15550000,-1.86835443
112959,-0.15950000,-1.43797468
112960,-0.16550000,-1.05063291
112961,-0.16900000,-0.67594937
112962,-0.17450000,-0.31392405
112963,-0.18100000,-0.02278481
112964,-0.18600000,0.14177215
112965,-0.19150000,0.25316456
112966,-0.19700000,0.34936709
112967,-0.20300000,0.42025316
112968,-0.20750000,0.48860759
112969,-0.21300000,0.50379747
112970,-0.21800000,0.50379747
112971,-0.22200000,0.55949367
112972,-0.22550000,0.58734177
112973,-0.22750000,0.61518987
112974,-0.23000000,0.67088608
112975,-0.23100000,0.73924051
112976,-0.23000000,0.80759494
112977,-0.22950000,0.87594937
112978,-0.22600000,0.97468354
112979,-0.22050000,1.04303797
112980,-0.16150000,1.12658228
112981,-0.15050000,1.16962025
112982,-0.13400000,1.16962025
112983,-0.11350000,1.16962025
112984,-0.08850000,1.12658228
112985,-0.05850000,1.05822785
112986,-0.02550000,0.93164557
112987,0.01000000,0.80759494
112988,0.04600000,0.67088608
112989,0.08200000,0.55949367
112990,0.11500000,0.44810127
112991,0.14650000,0.37721519
112992,0.17500000,0.30886076
112993,0.19950000,0.28101266
112994,0.22300000,0.23797468
112995,0.24500000,0.22531646
112996,0.26400000,0.22531646
112997,0.28100000,0.22531646
112998,0.29800000,0.19746835
112999,0.31250000,0.22531646
113000,0.32350000,0.18227848
113001,0.33250000,0.21012658
113002,0.33650000,0.16962025
113003,0.33550000,0.18227848
113004,0.33100000,0.16962025
113005,0.32200000,0.51645570
113006,0.30850000,0.21012658
113007,0.29200000,0.07088608
113008,0.27450000,0.00506329
113009,0.25450000,0.04303797
113010,0.23450000,0.09873418
113011,0.21400000,0.11392405
113012,0.19400000,0.11392405
113013,0.17500000,0.11392405
113014,0.15700000,0.11392405
113015,0.13850000,0.11392405
113016,0.12100000,0.09873418
113017,0.10400000,0.07088608
113018,0.08850000,0.11392405
113019,0.07250000,0.11392405
113020,0.05750000,0.11392405
113021,0.04350000,0.11392405
113022,0.03000000,0.11392405
113023,0.01800000,0.11392405
113024,0.00650000,0.09873418
113025,-0.00400000,0.09873418
113026,-0.01200000,0.11392405
113027,-0.02000000,0.11392405
113028,-0.02800000,0.11392405
113029,-0.03600000,0.11392405
113030,-0.04150000,0.11392405
113031,-0.04900000,0.11392405
113032,-0.05700000,0.11392405
113033,-0.06350000,0.09873418
113034,-0.07050000,-0.00759494
113035,-0.07650000,-0.45316456
113036,-0.08350000,-1.07848101
113037,-0.09000000,-1.63291139
113038,-0.09650000,-2.00759494
113039,-0.10200000,-2.23037975
113040,-0.10750000,-2.30126582
113041,-0.11250000,-2.14683544
113042,-0.11800000,-1.74430380
113043,-0.12450000,-1.28607595
113044,-0.14150000,-0.92405063
113045,-0.14700000,-0.56455696
113046,-0.15250000,-0.21772152
113047,-0.15900000,0.03037975
113048,-0.16500000,0.15443038
113049,-0.17050000,0.26582278
113050,-0.17750000,0.34936709
113051,-0.18350000,0.43291139
113052,-0.18800000,0.44810127
113053,-0.19350000,0.48860759
113054,-0.19850000,0.50379747
113055,-0.20350000,0.53164557
113056,-0.20750000,0.57215190
113057,-0.21150000,0.62784810
113058,-0.21300000,0.67088608
113059,-0.21550000,0.73924051
113060,-0.21550000,0.82025316
113061,-0.21450000,0.90379747
113062,-0.21150000,0.98734177
113063,-0.20750000,1.08607595
113064,-0.19950000,1.14177215
113065,-0.18900000,1.16962025
113066,-0.17300000,1.18227848
113067,-0.15250000,1.15443038
113068,-0.12850000,1.09873418
113069,-0.10050000,0.98734177
113070,-0.06900000,0.87594937
113071,-0.03450000,0.72658228
113072,0.00000000,0.61518987
113073,0.03400000,0.50379747
113074,0.06700000,0.42025316
113075,0.09750000,0.34936709
113076,0.12550000,0.28101266
113077,0.15150000,0.25316456
113078,0.17500000,0.22531646
113079,0.19750000,0.21012658
113080,0.21900000,0.21012658
113081,0.23850000,0.16962025
113082,0.25700000,0.16962025
113083,0.27300000,0.16962025
113084,0.28500000,0.16962025
113085,0.29400000,0.16962025
113086,0.29700000,0.16962025
113087,0.29650000,0.16962025
113088,0.28900000,0.36455696
113089,0.27850000,0.32151899
113090,0.26400000,0.09873418
113091,0.24550000,0.00506329
113092,0.22650000,0.01772152
113093,0.20550000,0.07088608
113094,0.18300000,0.11392405
113095,0.16200000,0.11392405
113096,0.14100000,0.11392405
113097,0.12150000,0.11392405
113098,0.10250000,0.07088608
113099,0.08450000,0.05822785
113100,0.06800000,0.05822785
113101,0.05100000,0.07088608
113102,0.03400000,0.05822785
113103,0.01700000,0.11392405
113104,0.00100000,0.11392405
113105,-0.01450000,0.11392405
113106,-0.02800000,0.11392405
113107,-0.04000000,0.11392405
113108,-0.05200000,0.05822785
113109,-0.06200000,0.11392405
113110,-0.07050000,0.11392405
113111,-0.07950000,0.11392405
113112,-0.08650000,0.11392405
113113,-0.09300000,0.11392405
113114,-0.09950000,0.11392405
113115,-0.10600000,0.11392405
113116,-0.11100000,0.09873418
113117,-0.11750000,0.03037975
113118,-0.12300000,-0.28607595
113119,-0.12750000,-0.85569620
113120,-0.13350000,-1.48101266
113121,-0.13800000,-1.91139241
113122,-0.14400000,-2.18987342
113123,-0.14850000,-2.31392405
113124,-0.15350000,-2.24556962
113125,-0.15900000,-1.92405063
113126,-0.16400000,-1.46582278
113127,-0.16900000,-1.09113924
113128,-0.17500000,-0.71645570
113129,-0.18100000,-0.35696203
113130,-0.18650000,-0.05063291
113131,-0.19150000,0.09873418
113132,-0.19750000,0.22531646
113133,-0.20350000,0.30886076
113134,-0.20900000,0.39240506
113135,-0.21400000,0.44810127
113136,-0.21850000,0.46075949
113137,-0.22350000,0.50379747
113138,-0.22850000,0.51645570
113139,-0.23150000,0.55949367
113140,-0.23500000,0.60000000
113141,-0.23800000,0.65569620
113142,-0.24050000,0.69873418
113143,-0.24100000,0.79493671
113144,-0.24100000,0.86329114
113145,-0.23900000,0.95949367
113146,-0.23500000,1.03037975
113147,-0.22850000,1.09873418
113148,-0.21850000,1.14177215
113149,-0.20500000,1.16962025
113150,-0.18750000,1.16962025
113151,-0.16400000,1.11392405
113152,-0.13650000,1.03037975
113153,-0.10450000,0.91898734
113154,-0.07150000,0.77974684
113155,-0.03500000,0.67088608
113156,0.00100000,0.53164557
113157,0.03550000,0.43291139
113158,0.07000000,0.36455696
113159,0.10000000,0.28101266
113160,0.12800000,0.25316456
113161,0.15550000,0.22531646
113162,0.17950000,0.19746835
113163,0.20200000,0.16962025
113164,0.22450000,0.16962025
113165,0.24400000,0.16962025
113166,0.26250000,0.16962025
113167,0.27700000,0.16962025
113168,0.28850000,0.16962025
113169,0.29450000,0.16962025
113170,0.29700000,0.16962025
113171,0.29300000,0.15443038
113172,0.27950000,0.50379747
113173,0.26650000,0.11392405
113174,0.24950000,0.01772152
113175,0.23000000,0.00506329
113176,0.21000000,0.03037975
113177,0.18850000,0.05822785
113178,0.16750000,0.05822785
113179,0.14750000,0.05822785
113180,0.12800000,0.05822785
113181,0.10850000,0.05822785
113182,0.09000000,0.05822785
113183,0.07150000,0.05822785
113184,0.05300000,0.05822785
113185,0.03550000,0.05822785
113186,0.01850000,0.05822785
113187,0.00100000,0.05822785
113188,-0.01550000,0.05822785
113189,-0.03050000,0.05822785
113190,-0.04400000,0.05822785
113191,-0.05700000,0.04303797
113192,-0.06750000,0.05822785
113193,-0.07700000,0.05822785
113194,-0.08450000,0.05822785
113195,-0.09250000,0.05822785
113196,-0.09900000,0.05822785
113197,-0.10450000,0.05822785
113198,-0.11000000,0.05822785
113199,-0.11650000,0.05822785
113200,-0.12150000,0.01772152
113201,-0.12800000,-0.16202532
113202,-0.13250000,-0.68860759
113203,-0.13850000,-1.34177215
113204,-0.14500000,-1.82784810
113205,-0.14950000,-2.17468354
113206,-0.15550000,-2.35443038
113207,-0.16100000,-2.36708861
113208,-0.16500000,-2.13417722
113209,-0.17150000,-1.68860759
113210,-0.17600000,-1.27341772
113211,-0.18100000,-0.91139241
113212,-0.18650000,-0.53670886
113213,-0.19250000,-0.20253165
113214,-0.19800000,0.01772152
113215,-0.20250000,0.09873418
113216,-0.20900000,0.21012658
113217,-0.21400000,0.29367089
113218,-0.21950000,0.34936709
113219,-0.22550000,0.39240506
113220,-0.23000000,0.39240506
113221,-0.23500000,0.43291139
113222,-0.23900000,0.44810127
113223,-0.24300000,0.50379747
113224,-0.24550000,0.54430380
113225,-0.24800000,0.60000000
113226,-0.24850000,0.67088608
113227,-0.24850000,0.75443038
113228,-0.24550000,0.83544304
113229,-0.24150000,0.91898734
113230,-0.23400000,0.98734177
113231,-0.22300000,1.05822785
113232,-0.20900000,1.08607595
113233,-0.19000000,1.08607595
113234,-0.16650000,1.03037975
113235,-0.13750000,0.94683544
113236,-0.09550000,0.83544304
113237,-0.06100000,0.72658228
113238,-0.02150000,0.58734177
113239,0.01650000,0.44810127
113240,0.05550000,0.34936709
113241,0.09350000,0.26582278
113242,0.12900000,0.18227848
113243,0.16100000,0.14177215
113244,0.19350000,0.11392405
113245,0.22050000,0.07088608
113246,0.24800000,0.05822785
113247,0.27200000,0.05822785
113248,0.29400000,0.05822785
113249,0.31400000,0.05822785
113250,0.33100000,0.03037975
113251,0.34450000,0.05822785
113252,0.35250000,0.03037975
113253,0.35650000,0.03037975
113254,0.35250000,0.00506329
113255,0.34550000,0.34936709
113256,0.33150000,0.04556962
113257,0.31550000,-0.05063291
113258,0.29550000,-0.10632911
113259,0.27400000,-0.07848101
113260,0.25050000,-0.00759494
113261,0.22650000,0.00506329
113262,0.20300000,0.00506329
113263,0.18050000,0.00506329
113264,0.15700000,0.00506329
113265,0.13600000,-0.05063291
113266,0.11350000,-0.05063291
113267,0.09350000,-0.05063291
113268,0.07250000,-0.05063291
113269,0.05150000,-0.05063291
113270,0.03300000,-0.02278481
113271,0.01550000,0.00506329
113272,-0.00200000,0.00506329
113273,-0.01850000,0.00506329
113274,-0.03200000,-0.00759494
113275,-0.04500000,-0.05063291
113276,-0.05600000,-0.05063291
113277,-0.06500000,-0.05063291
113278,-0.07400000,-0.05063291
113279,-0.08200000,-0.05063291
113280,-0.08850000,-0.05063291
113281,-0.09650000,-0.05063291
113282,-0.10300000,-0.05063291
113283,-0.10850000,-0.06329114
113284,-0.11550000,-0.20253165
113285,-0.12150000,-0.66075949
113286,-0.12800000,-1.30126582
113287,-0.13400000,-1.88354430
113288,-0.13900000,-2.24303797
113289,-0.14550000,-2.47848101
113290,-0.14850000,-2.54936709
113291,-0.15350000,-2.38227848
113292,-0.15850000,-1.97974684
113293,-0.16250000,-1.52151899
113294,-0.16500000,-1.17468354
113295,-0.16800000,-0.80000000
113296,-0.17100000,-0.44050633
113297,-0.17450000,-0.14683544
113298,-0.17750000,-0.02278481
113299,-0.18000000,0.03037975
113300,-0.23550000,0.11392405
113301,-0.23950000,0.19746835
113302,-0.24300000,0.22531646
113303,-0.24750000,0.25316456
113304,-0.25350000,0.28101266
113305,-0.25900000,0.30886076
113306,-0.26400000,0.33670886
113307,-0.26850000,0.39240506
113308,-0.27400000,0.43291139
113309,-0.27800000,0.48860759
113310,-0.28150000,0.57215190
113311,-0.28450000,0.67088608
113312,-0.28650000,0.75443038
113313,-0.28650000,0.82025316
113314,-0.28250000,0.89113924
113315,-0.27600000,0.94683544
113316,-0.26400000,0.94683544
113317,-0.24700000,0.91898734
113318,-0.22500000,0.86329114
113319,-0.19950000,0.75443038
113320,-0.16950000,0.62784810
113321,-0.13650000,0.50379747
113322,-0.10300000,0.36455696
113323,-0.06750000,0.25316456
113324,-0.03350000,0.15443038
113325,-0.00150000,0.08607595
113326,0.02900000,0.03037975
113327,0.05650000,0.00506329
113328,0.08300000,0.00506329
113329,0.10800000,0.00506329
113330,0.13300000,0.00506329
113331,0.15550000,0.00506329
113332,0.17500000,0.00506329
113333,0.19350000,-0.00759494
113334,0.20850000,-0.03544304
113335,0.21750000,-0.03544304
113336,0.22150000,-0.03544304
113337,0.21900000,-0.03544304
113338,0.21200000,0.18481013
113339,0.19750000,0.07341772
113340,0.17900000,-0.10632911
113341,0.15700000,-0.20253165
113342,0.13200000,-0.20253165
113343,0.10550000,-0.13417722
113344,0.08000000,-0.10632911
113345,0.05400000,-0.10632911
113346,0.03100000,-0.10632911
113347,0.00800000,-0.10632911
113348,-0.01450000,-0.10632911
113349,-0.03500000,-0.10632911
113350,-0.05450000,-0.11898734
113351,-0.07400000,-0.10632911
113352,-0.09150000,-0.10632911
113353,-0.10850000,-0.10632911
113354,-0.12600000,-0.10632911
113355,-0.14050000,-0.05063291
113356,-0.15450000,-0.09113924
113357,-0.16700000,-0.09113924
113358,-0.17850000,-0.11898734
113359,-0.18800000,-0.10632911
113360,-0.19600000,-0.10632911
113361,-0.20500000,-0.10632911
113362,-0.21050000,-0.10632911
113363,-0.21650000,-0.10632911
113364,-0.20950000,-0.10632911
113365,-0.21500000,-0.10632911
113366,-0.22000000,-0.10632911
113367,-0.22450000,-0.18987342
113368,-0.23050000,-0.56455696
113369,-0.23500000,-1.13417722
113370,-0.24000000,-1.72911392
113371,-0.24400000,-2.13417722
113372,-0.24900000,-2.39493671
113373,-0.25300000,-2.52151899
113374,-0.25700000,-2.46582278
113375,-0.26000000,-2.11898734
113376,-0.26400000,-1.66075949
113377,-0.26800000,-1.28607595
113378,-0.27300000,-0.91139241
