'sample interval','PLETH','I'
112604,-0.49150000,-0.10350000
112605,-0.49600000,-0.11150000
112606,-0.49700000,-0.11350000
112607,-0.49850000,-0.10850000
112608,-0.49500000,-0.09900000
112609,-0.49050000,-0.08550000
112610,-0.47750000,-0.06600000
112611,-0.46050000,-0.04400000
112612,-0.43500000,-0.02400000
112613,-0.39950000,-0.00250000
112614,-0.35700000,0.01150000
112615,-0.30550000,0.01450000
112616,-0.24700000,0.01400000
112617,-0.18250000,0.01400000
112618,-0.11250000,0.01400000
112619,-0.04350000,0.01400000
112620,0.02850000,0.01400000
112621,0.09900000,0.01400000
112622,0.16550000,0.01350000
112623,0.22850000,0.01050000
112624,0.28600000,0.01050000
112625,0.34000000,0.00550000
112626,0.38800000,-0.00050000
112627,0.42850000,-0.00250000
112628,0.46400000,-0.00050000
112629,0.49050000,0.00000000
112630,0.51100000,-0.00300000
112631,0.52350000,-0.00200000
112632,0.52850000,0.00450000
112633,0.52850000,0.00900000
112634,0.51800000,0.01250000
112635,0.50300000,0.01450000
112636,0.48100000,0.01400000
112637,0.45500000,0.01750000
112638,0.42600000,0.03250000
112639,0.39150000,0.05000000
112640,0.35850000,0.05250000
112641,0.32150000,0.03650000
112642,0.28500000,0.01600000
112643,0.24900000,0.00150000
112644,0.21150000,-0.00400000
112645,0.17550000,-0.00700000
112646,0.14150000,-0.00900000
112647,0.10550000,-0.01450000
112648,0.07100000,-0.01850000
112649,0.03700000,-0.01850000
112650,0.00450000,-0.01550000
112651,-0.02750000,-0.01450000
112652,-0.05850000,-0.01450000
112653,-0.08850000,-0.01150000
112654,-0.11700000,-0.00950000
112655,-0.14450000,-0.01450000
112656,-0.17100000,-0.01800000
112657,-0.19400000,-0.00250000
112658,-0.21700000,0.06950000
112659,-0.23750000,0.24150000
112660,-0.25600000,0.47200000
112661,-0.27450000,0.64050000
112662,-0.28950000,0.65600000
112663,-0.30450000,0.51400000
112664,-0.31800000,0.31600000
112665,-0.33200000,0.17350000
112666,-0.34350000,0.09850000
112667,-0.35500000,0.05350000
112668,-0.37450000,0.01100000
112669,-0.38600000,-0.03250000
112670,-0.39750000,-0.06700000
112671,-0.40900000,-0.08400000
112672,-0.41800000,-0.09350000
112673,-0.42850000,-0.10000000
112674,-0.43750000,-0.10250000
112675,-0.44800000,-0.10250000
112676,-0.45700000,-0.10150000
112677,-0.46500000,-0.10450000
112678,-0.47300000,-0.11150000
112679,-0.48100000,-0.11750000
112680,-0.48800000,-0.12400000
112681,-0.49500000,-0.13350000
112682,-0.49950000,-0.13850000
112683,-0.50400000,-0.14100000
112684,-0.50850000,-0.14800000
112685,-0.51000000,-0.15400000
112686,-0.51000000,-0.15050000
112687,-0.50650000,-0.14250000
112688,-0.49850000,-0.13100000
112689,-0.48550000,-0.11150000
112690,-0.46600000,-0.08500000
112691,-0.43750000,-0.05750000
112692,-0.40200000,-0.03600000
112693,-0.35600000,-0.02150000
112694,-0.30100000,-0.01150000
112695,-0.24100000,-0.00650000
112696,-0.17450000,-0.00600000
112697,-0.10450000,-0.00600000
112698,-0.03450000,-0.00600000
112699,0.03800000,-0.00950000
112700,0.10700000,-0.01450000
112701,0.17250000,-0.01300000
112702,0.23300000,-0.01300000
112703,0.29050000,-0.01950000
112704,0.34100000,-0.02450000
112705,0.38700000,-0.02600000
112706,0.42600000,-0.02900000
112707,0.45950000,-0.02950000
112708,0.48600000,-0.02650000
112709,0.50550000,-0.02700000
112710,0.51550000,-0.02600000
112711,0.52050000,-0.02350000
112712,0.51700000,-0.01650000
112713,0.50550000,-0.00450000
112714,0.48950000,0.00600000
112715,0.46650000,0.01250000
112716,0.44000000,0.01650000
112717,0.41000000,0.02200000
112718,0.37550000,0.02650000
112719,0.34000000,0.02100000
112720,0.30550000,0.00600000
112721,0.26750000,-0.01500000
112722,0.23100000,-0.02900000
112723,0.19400000,-0.03000000
112724,0.15850000,-0.02950000
112725,0.12400000,-0.03000000
112726,0.08950000,-0.03000000
112727,0.05500000,-0.03000000
112728,0.02050000,-0.02950000
112729,-0.01150000,-0.02600000
112730,-0.04350000,-0.02400000
112731,-0.07450000,-0.02250000
112732,-0.10450000,-0.02200000
112733,-0.13300000,-0.02200000
112734,-0.16050000,-0.02200000
112735,-0.18700000,-0.01750000
112736,-0.21100000,0.01300000
112737,-0.23300000,0.12150000
112738,-0.25350000,0.33250000
112739,-0.27200000,0.55750000
112740,-0.29050000,0.67350000
112741,-0.30650000,0.61650000
112742,-0.32050000,0.43500000
112743,-0.33400000,0.25000000
112744,-0.34700000,0.13950000
112745,-0.35950000,0.08400000
112746,-0.37100000,0.04200000
112747,-0.38100000,0.00000000
112748,-0.39250000,-0.04100000
112749,-0.40200000,-0.06900000
112750,-0.41350000,-0.08350000
112751,-0.42250000,-0.09300000
112752,-0.43300000,-0.09750000
112753,-0.44450000,-0.09900000
112754,-0.45350000,-0.09900000
112755,-0.46150000,-0.10250000
112756,-0.47100000,-0.10450000
112757,-0.47900000,-0.10400000
112758,-0.48550000,-0.10550000
112759,-0.49250000,-0.11100000
112760,-0.49950000,-0.11600000
112761,-0.50400000,-0.12300000
112762,-0.51000000,-0.13000000
112763,-0.51100000,-0.13500000
112764,-0.51200000,-0.13500000
112765,-0.51200000,-0.12950000
112766,-0.50650000,-0.11750000
112767,-0.49600000,-0.09900000
112768,-0.48000000,-0.07900000
112769,-0.45600000,-0.05500000
112770,-0.42250000,-0.02800000
112771,-0.38250000,-0.00800000
112772,-0.33400000,0.00450000
112773,-0.27550000,0.01200000
112774,-0.21250000,0.01450000
112775,-0.14600000,0.01400000
112776,-0.07700000,0.01350000
112777,-0.00450000,0.01050000
112778,0.06450000,0.00950000
112779,0.13100000,0.00850000
112780,0.19550000,0.00650000
112781,0.25400000,0.00500000
112782,0.30800000,0.00250000
112783,0.35600000,-0.00150000
112784,0.39950000,-0.00500000
112785,0.43400000,-0.00450000
112786,0.46500000,-0.00550000
112787,0.48800000,-0.00600000
112788,0.50300000,-0.00250000
112789,0.51250000,0.00100000
112790,0.51100000,0.00150000
112791,0.50650000,0.00650000
112792,0.49150000,0.01250000
112793,0.47300000,0.01600000
112794,0.44900000,0.02200000
112795,0.41950000,0.03750000
112796,0.38450000,0.05400000
112797,0.34800000,0.05750000
112798,0.31350000,0.04000000
112799,0.27700000,0.01800000
112800,0.24000000,0.00350000
112801,0.20200000,-0.00500000
112802,0.16650000,-0.00750000
112803,0.13200000,-0.00700000
112804,0.09900000,-0.00750000
112805,0.06300000,-0.00700000
112806,0.03000000,-0.00750000
112807,-0.00100000,-0.00700000
112808,-0.03350000,-0.00750000
112809,-0.06450000,-0.00550000
112810,-0.09550000,-0.00400000
112811,-0.12500000,-0.00200000
112812,-0.15400000,0.00150000
112813,-0.17900000,0.00100000
112814,-0.20450000,0.00850000
112815,-0.22850000,0.06600000
112816,-0.24900000,0.22150000
112817,-0.27000000,0.45550000
112818,-0.28700000,0.64450000
112819,-0.30300000,0.68850000
112820,-0.31900000,0.56800000
112821,-0.33300000,0.36900000
112822,-0.34550000,0.21300000
112823,-0.35700000,0.13000000
112824,-0.36850000,0.08100000
112825,-0.38000000,0.03650000
112826,-0.39150000,-0.00700000
112827,-0.40300000,-0.04300000
112828,-0.41250000,-0.06050000
112829,-0.42400000,-0.06750000
112830,-0.43300000,-0.07500000
112831,-0.44200000,-0.08050000
112832,-0.45250000,-0.08100000
112833,-0.46150000,-0.08250000
112834,-0.46950000,-0.08650000
112835,-0.47750000,-0.09250000
112836,-0.48600000,-0.09250000
112837,-0.49250000,-0.09200000
112838,-0.49950000,-0.09850000
112839,-0.50400000,-0.10800000
112840,-0.51000000,-0.11500000
112841,-0.51350000,-0.11750000
112842,-0.51450000,-0.11700000
112843,-0.51550000,-0.11500000
112844,-0.51200000,-0.10900000
112845,-0.50550000,-0.09550000
112846,-0.49250000,-0.07400000
112847,-0.47200000,-0.04900000
112848,-0.44450000,-0.02650000
112849,-0.40900000,-0.00800000
112850,-0.36400000,0.00600000
112851,-0.31100000,0.01400000
112852,-0.25050000,0.01400000
112853,-0.18700000,0.01400000
112854,-0.11700000,0.01400000
112855,-0.04600000,0.01400000
112856,0.02400000,0.01400000
112857,0.09200000,0.01400000
112858,0.15750000,0.01350000
112859,0.21950000,0.01050000
112860,0.27350000,0.00700000
112861,0.32500000,0.00350000
112862,0.37200000,0.00400000
112863,0.41050000,0.00400000
112864,0.44400000,0.00300000
112865,0.46900000,0.00650000
112866,0.48850000,0.01150000
112867,0.50250000,0.01450000
112868,0.50700000,0.01400000
112869,0.50350000,0.01400000
112870,0.49450000,0.01750000
112871,0.47950000,0.02300000
112872,0.45750000,0.03250000
112873,0.43350000,0.04850000
112874,0.40400000,0.06550000
112875,0.37050000,0.07550000
112876,0.33750000,0.07050000
112877,0.30100000,0.04700000
112878,0.26400000,0.02250000
112879,0.22850000,0.01400000
112880,0.19200000,0.01400000
112881,0.15650000,0.01400000
112882,0.12250000,0.01400000
112883,0.08700000,0.01400000
112884,0.05500000,0.01400000
112885,0.02150000,0.01400000
112886,-0.01150000,0.01400000
112887,-0.04150000,0.01400000
112888,-0.07100000,0.01400000
112889,-0.10200000,0.01400000
112890,-0.12950000,0.01400000
112891,-0.15600000,0.01400000
112892,-0.18100000,0.01650000
112893,-0.20500000,0.04700000
112894,-0.22700000,0.15800000
112895,-0.24750000,0.36300000
112896,-0.26450000,0.58150000
112897,-0.28150000,0.69900000
112898,-0.29650000,0.65250000
112899,-0.31150000,0.47450000
112900,-0.32400000,0.28800000
112901,-0.33650000,0.17650000
112902,-0.34700000,0.12200000
112903,-0.35950000,0.08100000
112904,-0.37000000,0.04000000
112905,-0.38150000,0.00550000
112906,-0.39050000,-0.01400000
112907,-0.40100000,-0.02350000
112908,-0.41100000,-0.02800000
112909,-0.41900000,-0.03150000
112910,-0.42950000,-0.03350000
112911,-0.43750000,-0.03150000
112912,-0.44750000,-0.03300000
112913,-0.45450000,-0.03650000
112914,-0.46350000,-0.04050000
112915,-0.46950000,-0.04350000
112916,-0.47750000,-0.04900000
112917,-0.48300000,-0.05350000
112918,-0.48650000,-0.06000000
112919,-0.49000000,-0.06250000
112920,-0.49350000,-0.06300000
112921,-0.49600000,-0.06300000
112922,-0.49350000,-0.06050000
112923,-0.48750000,-0.04700000
112924,-0.47500000,-0.02500000
112925,-0.45800000,-0.00250000
112926,-0.43400000,0.01200000
112927,-0.40100000,0.02200000
112928,-0.35950000,0.03600000
112929,-0.30900000,0.05000000
112930,-0.25300000,0.05500000
112931,-0.18900000,0.05750000
112932,-0.12250000,0.05500000
112933,-0.05500000,0.05450000
112934,0.01450000,0.05150000
112935,0.08100000,0.05050000
112936,0.14750000,0.05100000
112937,0.20700000,0.04900000
112938,0.26400000,0.04550000
112939,0.31550000,0.04500000
112940,0.36400000,0.04750000
112941,0.40500000,0.04700000
112942,0.44050000,0.04650000
112943,0.46900000,0.04200000
112944,0.49200000,0.03750000
112945,0.50550000,0.03600000
112946,0.51600000,0.03600000
112947,0.51600000,0.04000000
112948,0.51050000,0.04550000
112949,0.49650000,0.05600000
112950,0.47800000,0.06850000
112951,0.45550000,0.08050000
112952,0.42800000,0.09500000
112953,0.39600000,0.11150000
112954,0.36250000,0.11800000
112955,0.32500000,0.10200000
112956,0.29050000,0.07350000
112957,0.25400000,0.05250000
112958,0.21750000,0.04650000
112959,0.18200000,0.04350000
112960,0.14500000,0.04550000
112961,0.10950000,0.04850000
112962,0.07650000,0.05100000
112963,0.04200000,0.04750000
112964,0.00900000,0.04700000
112965,-0.02300000,0.04500000
112966,-0.05400000,0.04350000
112967,-0.08500000,0.04400000
112968,-0.11350000,0.04350000
112969,-0.14100000,0.04200000
112970,-0.16750000,0.04100000
112971,-0.19350000,0.05250000
112972,-0.21750000,0.11850000
112973,-0.24050000,0.27800000
112974,-0.26000000,0.49500000
112975,-0.28050000,0.66100000
112976,-0.29800000,0.68500000
112977,-0.31400000,0.55000000
112978,-0.32850000,0.35050000
112979,-0.34100000,0.20500000
112980,-0.35500000,0.13150000
112981,-0.36550000,0.08350000
112982,-0.37800000,0.04000000
112983,-0.38700000,0.01650000
112984,-0.39750000,0.00850000
112985,-0.40750000,0.00300000
112986,-0.41800000,-0.00300000
112987,-0.42800000,-0.00950000
112988,-0.43900000,-0.01100000
112989,-0.44900000,-0.01300000
112990,-0.45850000,-0.01250000
112991,-0.46650000,-0.01250000
112992,-0.47550000,-0.01650000
112993,-0.48250000,-0.02350000
112994,-0.48950000,-0.02850000
112995,-0.49650000,-0.03450000
112996,-0.50200000,-0.03850000
112997,-0.50550000,-0.04200000
112998,-0.51000000,-0.04550000
112999,-0.51250000,-0.04800000
113000,-0.51350000,-0.04750000
113001,-0.51000000,-0.04050000
113002,-0.50300000,-0.02950000
113003,-0.48950000,-0.01600000
113004,-0.46750000,0.00050000
113005,-0.44000000,0.01250000
113006,-0.40450000,0.02150000
113007,-0.35750000,0.03400000
113008,-0.30450000,0.04850000
113009,-0.24600000,0.05600000
113010,-0.18050000,0.05500000
113011,-0.11400000,0.05100000
113012,-0.04400000,0.04750000
113013,0.02400000,0.04700000
113014,0.08950000,0.04500000
113015,0.15250000,0.04350000
113016,0.21250000,0.04350000
113017,0.26500000,0.03850000
113018,0.31450000,0.03250000
113019,0.35800000,0.03200000
113020,0.39600000,0.03200000
113021,0.42950000,0.02900000
113022,0.45450000,0.02900000
113023,0.47300000,0.02900000
113024,0.48350000,0.02850000
113025,0.48800000,0.02550000
113026,0.48550000,0.02700000
113027,0.47650000,0.03700000
113028,0.46050000,0.04700000
113029,0.43950000,0.05850000
113030,0.41450000,0.07350000
113031,0.38450000,0.09050000
113032,0.35250000,0.09700000
113033,0.31700000,0.08550000
113034,0.28350000,0.06200000
113035,0.24800000,0.03850000
113036,0.21100000,0.02350000
113037,0.17450000,0.02150000
113038,0.14000000,0.02150000
113039,0.10450000,0.01850000
113040,0.07100000,0.01750000
113041,0.03750000,0.01800000
113042,0.00450000,0.01800000
113043,-0.02650000,0.01800000
113044,-0.06000000,0.01800000
113045,-0.08850000,0.01950000
113046,-0.11750000,0.02350000
113047,-0.14700000,0.02550000
113048,-0.17350000,0.02500000
113049,-0.19900000,0.02800000
113050,-0.22300000,0.06400000
113051,-0.24600000,0.18300000
113052,-0.26550000,0.38950000
113053,-0.28550000,0.58950000
113054,-0.30250000,0.68100000
113055,-0.32100000,0.61200000
113056,-0.33650000,0.43150000
113057,-0.35000000,0.25600000
113058,-0.36150000,0.15650000
113059,-0.37450000,0.10550000
113060,-0.38500000,0.06250000
113061,-0.39500000,0.02250000
113062,-0.40550000,0.00000000
113063,-0.41700000,-0.00900000
113064,-0.42750000,-0.01300000
113065,-0.43550000,-0.02000000
113066,-0.44600000,-0.02600000
113067,-0.45550000,-0.02900000
113068,-0.46600000,-0.03000000
113069,-0.47400000,-0.03000000
113070,-0.48200000,-0.03150000
113071,-0.49000000,-0.03350000
113072,-0.49700000,-0.03450000
113073,-0.50300000,-0.03750000
113074,-0.50950000,-0.04200000
113075,-0.51300000,-0.04550000
113076,-0.51800000,-0.05000000
113077,-0.52150000,-0.05500000
113078,-0.52150000,-0.05700000
113079,-0.52150000,-0.05100000
113080,-0.51650000,-0.03550000
113081,-0.50600000,-0.01800000
113082,-0.48900000,-0.00050000
113083,-0.46700000,0.01350000
113084,-0.43350000,0.02850000
113085,-0.39400000,0.04350000
113086,-0.34550000,0.05450000
113087,-0.28900000,0.06100000
113088,-0.22750000,0.06500000
113089,-0.16050000,0.06450000
113090,-0.09250000,0.06150000
113091,-0.02300000,0.06050000
113092,0.04550000,0.06150000
113093,0.11100000,0.05850000
113094,0.17250000,0.05450000
113095,0.23250000,0.05450000
113096,0.28350000,0.05650000
113097,0.33100000,0.05800000
113098,0.37350000,0.05450000
113099,0.40700000,0.05450000
113100,0.43750000,0.05650000
113101,0.45800000,0.05850000
113102,0.47300000,0.05800000
113103,0.48100000,0.06100000
113104,0.48250000,0.06350000
113105,0.47450000,0.06900000
113106,0.46050000,0.08000000
113107,0.44200000,0.08950000
113108,0.41750000,0.09650000
113109,0.39100000,0.11400000
113110,0.35850000,0.13450000
113111,0.32500000,0.14500000
113112,0.29050000,0.13250000
113113,0.25700000,0.10300000
113114,0.22100000,0.07700000
113115,0.18500000,0.06450000
113116,0.15050000,0.06150000
113117,0.11600000,0.06550000
113118,0.08250000,0.06800000
113119,0.04900000,0.06900000
113120,0.01500000,0.06550000
113121,-0.01700000,0.06650000
113122,-0.04850000,0.06950000
113123,-0.07950000,0.07200000
113124,-0.10850000,0.07250000
113125,-0.13600000,0.06900000
113126,-0.16300000,0.06900000
113127,-0.18850000,0.07100000
113128,-0.21500000,0.07950000
113129,-0.23700000,0.11950000
113130,-0.25900000,0.24800000
113131,-0.27850000,0.46350000
113132,-0.29600000,0.66900000
113133,-0.31200000,0.75450000
113134,-0.32700000,0.67050000
113135,-0.34100000,0.48000000
113136,-0.35350000,0.31050000
113137,-0.36500000,0.22150000
113138,-0.37650000,0.17350000
113139,-0.38700000,0.12650000
113140,-0.39750000,0.07550000
113141,-0.40800000,0.03650000
113142,-0.41850000,0.01700000
113143,-0.42900000,0.01400000
113144,-0.43800000,0.01400000
113145,-0.44850000,0.01400000
113146,-0.45650000,0.01400000
113147,-0.46450000,0.01400000
113148,-0.47500000,0.01400000
113149,-0.48200000,0.01200000
113150,-0.48900000,0.00850000
113151,-0.49600000,0.00450000
113152,-0.50150000,-0.00350000
113153,-0.50850000,-0.01150000
113154,-0.51200000,-0.01100000
113155,-0.51650000,-0.01100000
113156,-0.51900000,-0.01550000
113157,-0.51900000,-0.01500000
113158,-0.51650000,-0.00750000
113159,-0.51200000,0.00050000
113160,-0.50050000,0.01100000
113161,-0.48300000,0.02550000
113162,-0.45900000,0.04500000
113163,-0.42550000,0.06650000
113164,-0.38350000,0.08400000
113165,-0.33400000,0.09550000
113166,-0.27600000,0.10200000
113167,-0.21250000,0.10300000
113168,-0.14550000,0.10250000
113169,-0.07600000,0.10200000
113170,-0.00550000,0.10000000
113171,0.06250000,0.09650000
113172,0.12950000,0.09750000
113173,0.19100000,0.09800000
113174,0.25000000,0.09600000
113175,0.30200000,0.09250000
113176,0.34950000,0.09050000
113177,0.39100000,0.08600000
113178,0.42550000,0.08200000
113179,0.45600000,0.08350000
113180,0.48100000,0.08700000
113181,0.49500000,0.08600000
113182,0.50300000,0.08350000
113183,0.50200000,0.08550000
113184,0.49500000,0.09300000
113185,0.47900000,0.10000000
113186,0.45900000,0.10900000
113187,0.43500000,0.12000000
113188,0.40500000,0.13150000
113189,0.37350000,0.14500000
113190,0.34000000,0.14600000
113191,0.30400000,0.12750000
113192,0.26950000,0.09950000
113193,0.23350000,0.07650000
113194,0.19800000,0.06850000
113195,0.16300000,0.06550000
113196,0.12850000,0.06200000
113197,0.09500000,0.06200000
113198,0.06000000,0.06650000
113199,0.02650000,0.06950000
113200,-0.00450000,0.06900000
113201,-0.03700000,0.06900000
113202,-0.06800000,0.06850000
113203,-0.09700000,0.06550000
113204,-0.12600000,0.06500000
113205,-0.15250000,0.06850000
113206,-0.17900000,0.07100000
113207,-0.20450000,0.08000000
113208,-0.22650000,0.14300000
113209,-0.24850000,0.30500000
113210,-0.26700000,0.53150000
113211,-0.28450000,0.71200000
113212,-0.30050000,0.75100000
113213,-0.31650000,0.63050000
113214,-0.32950000,0.43600000
113215,-0.34200000,0.28700000
113216,-0.35600000,0.20850000
113217,-0.36750000,0.16050000
113218,-0.37900000,0.11000000
113219,-0.38950000,0.05550000
113220,-0.40000000,0.02200000
113221,-0.40900000,0.01350000
113222,-0.42100000,0.01050000
113223,-0.43000000,0.00700000
113224,-0.43950000,0.00850000
113225,-0.44850000,0.01050000
113226,-0.45900000,0.00900000
113227,-0.46700000,0.00500000
113228,-0.47500000,0.00100000
113229,-0.48200000,-0.00550000
113230,-0.48800000,-0.01300000
113231,-0.49600000,-0.01800000
113232,-0.50050000,-0.02100000
113233,-0.50500000,-0.02550000
113234,-0.50750000,-0.03050000
113235,-0.51000000,-0.03350000
113236,-0.51100000,-0.03100000
113237,-0.50850000,-0.02550000
113238,-0.50300000,-0.01300000
113239,-0.48900000,0.00350000
113240,-0.47150000,0.01750000
113241,-0.44500000,0.03450000
113242,-0.41050000,0.05250000
113243,-0.36750000,0.06250000
113244,-0.31650000,0.07250000
113245,-0.25700000,0.08050000
113246,-0.19350000,0.08150000
113247,-0.12600000,0.07850000
113248,-0.05450000,0.07450000
113249,0.01550000,0.07250000
113250,0.08450000,0.06750000
113251,0.14950000,0.06350000
113252,0.21300000,0.06150000
113253,0.26900000,0.05850000
113254,0.32250000,0.05800000
113255,0.36950000,0.05600000
113256,0.41000000,0.05400000
113257,0.44500000,0.05150000
113258,0.47200000,0.04900000
113259,0.49200000,0.04700000
113260,0.50500000,0.04900000
113261,0.50950000,0.05450000
113262,0.50700000,0.05500000
113263,0.49650000,0.06050000
113264,0.48000000,0.07350000
113265,0.45800000,0.08650000
113266,0.43100000,0.09600000
113267,0.40100000,0.11050000
113268,0.36800000,0.12500000
113269,0.33300000,0.12350000
113270,0.29550000,0.10200000
113271,0.25950000,0.07350000
113272,0.22450000,0.05250000
113273,0.18700000,0.04550000
113274,0.15100000,0.04350000
113275,0.11700000,0.04400000
113276,0.08300000,0.04650000
113277,0.04900000,0.04700000
113278,0.01550000,0.04700000
113279,-0.01500000,0.04700000
113280,-0.04750000,0.04900000
113281,-0.07800000,0.04900000
113282,-0.10750000,0.04850000
113283,-0.13550000,0.04550000
113284,-0.16200000,0.04350000
113285,-0.18800000,0.04600000
113286,-0.21250000,0.06400000
113287,-0.23350000,0.15000000
113288,-0.25450000,0.33750000
113289,-0.27450000,0.56850000
113290,-0.29050000,0.72450000
113291,-0.30600000,0.72400000
113292,-0.32100000,0.57350000
113293,-0.33400000,0.38000000
113294,-0.34650000,0.24800000
113295,-0.35850000,0.17950000
113296,-0.37000000,0.13500000
113297,-0.38050000,0.08950000
113298,-0.39100000,0.04150000
113299,-0.40400000,0.01100000
113300,-0.41200000,0.00250000
113301,-0.42250000,-0.00350000
113302,-0.43200000,-0.01300000
113303,-0.44350000,-0.01450000
113304,-0.45300000,-0.01150000
113305,-0.46000000,-0.00950000
113306,-0.46800000,-0.01050000
113307,-0.47750000,-0.01600000
113308,-0.48050000,-0.02050000
113309,-0.48600000,-0.02400000
113310,-0.49200000,-0.03150000
113311,-0.49550000,-0.03850000
113312,-0.50000000,-0.04450000
113313,-0.50400000,-0.05050000
113314,-0.50500000,-0.05350000
113315,-0.50500000,-0.05200000
113316,-0.50150000,-0.04500000
113317,-0.49300000,-0.03000000
113318,-0.47900000,-0.01000000
113319,-0.45900000,0.00800000
113320,-0.43100000,0.02200000
113321,-0.39350000,0.03750000
113322,-0.34650000,0.05450000
113323,-0.29150000,0.06550000
113324,-0.22950000,0.06800000
113325,-0.16400000,0.06550000
113326,-0.09500000,0.06650000
113327,-0.02350000,0.06850000
113328,0.04800000,0.06550000
113329,0.11750000,0.06050000
113330,0.18200000,0.05650000
113331,0.24250000,0.05250000
113332,0.30000000,0.05050000
113333,0.35150000,0.05100000
113334,0.39750000,0.05050000
113335,0.43750000,0.04600000
113336,0.46900000,0.04350000
113337,0.49600000,0.04600000
113338,0.51250000,0.04350000
113339,0.52400000,0.04050000
113340,0.52650000,0.04300000
113341,0.52050000,0.05250000
113342,0.50850000,0.06000000
113343,0.49100000,0.06700000
113344,0.46900000,0.07650000
113345,0.43950000,0.09050000
113346,0.40900000,0.10450000
113347,0.37500000,0.11400000
113348,0.33900000,0.10600000
113349,0.30250000,0.08350000
113350,0.26500000,0.05450000
113351,0.23000000,0.03650000
113352,0.19100000,0.03350000
113353,0.15700000,0.03750000
113354,0.12200000,0.03500000
113355,0.08800000,0.03050000
113356,0.05400000,0.02900000
113357,0.02000000,0.02750000
113358,-0.01250000,0.02950000
113359,-0.04450000,0.03450000
113360,-0.07500000,0.03600000
113361,-0.10400000,0.03600000
113362,-0.13250000,0.04000000
113363,-0.15900000,0.04150000
113364,-0.18500000,0.04250000
113365,-0.20750000,0.07350000
113366,-0.22950000,0.19050000
113367,-0.24950000,0.40450000
113368,-0.26950000,0.62550000
113369,-0.28450000,0.74000000
113370,-0.30100000,0.68800000
113371,-0.31500000,0.51000000
113372,-0.33200000,0.32550000
113373,-0.34450000,0.21500000
113374,-0.35650000,0.16050000
113375,-0.36800000,0.11650000
