'sample interval','PLETH','I'
112644,0.07600000,-0.03091865
112645,0.08500000,-0.03247757
112646,0.08800000,-0.04183111
112647,0.09350000,-0.05274358
112648,0.09350000,-0.05274358
112649,0.08800000,-0.04027219
112650,0.08500000,-0.02624188
112651,0.07900000,-0.02026600
112652,0.07050000,-0.02416331
112653,0.06150000,-0.03767398
112654,0.05300000,-0.05092483
112655,0.04400000,-0.05638106
112656,0.03250000,-0.06079801
112657,0.02050000,-0.06625424
112658,0.00900000,-0.06547478
112659,0.00000000,-0.06417568
112660,-0.01450000,-0.06833281
112661,-0.02300000,-0.07352922
112662,-0.02900000,-0.07612743
112663,-0.03800000,-0.07638725
112664,-0.04050000,-0.06677389
112665,-0.04650000,-0.02961954
112666,-0.05250000,0.06287658
112667,-0.05250000,0.15277449
112668,-0.05550000,0.11094338
112669,-0.05550000,-0.02286421
112670,-0.05850000,-0.10704607
112671,-0.05850000,-0.15277449
112672,-0.06150000,-0.22448497
112673,-0.06400000,-0.30139186
112674,-0.06400000,-0.34660064
112675,-0.06150000,-0.33438907
112676,-0.06150000,-0.25072685
112677,-0.06400000,-0.13796472
112678,-0.06400000,-0.05690070
112679,-0.06400000,-0.02364367
112680,-0.06400000,-0.01506959
112681,-0.06400000,-0.00935354
112682,-0.06700000,-0.00051964
112683,-0.07000000,0.00363749
112684,-0.07300000,0.00727498
112685,-0.07300000,0.01584905
112686,-0.07900000,0.02494277
112687,-0.07900000,0.02676152
112688,-0.08450000,0.02442313
112689,-0.09050000,0.02052582
112690,-0.09050000,0.02182493
112691,-0.09650000,0.02806062
112692,-0.09650000,0.03689452
112693,-0.10200000,0.04988555
112694,-0.10500000,0.06599442
112695,-0.11100000,0.07716671
112696,-0.11100000,0.07872563
112697,-0.11400000,0.07378904
112698,-0.11100000,0.06807299
112699,-0.10800000,0.06235694
112700,-0.10500000,0.05300340
112701,-0.09950000,0.03793380
112702,-0.09050000,0.02260439
112703,-0.08150000,0.00623569
112704,-0.07000000,-0.01299103
112705,-0.05550000,-0.02702134
112706,-0.04100000,-0.03299721
112707,-0.02350000,-0.03559542
112708,-0.01450000,-0.03975255
112709,0.00000000,-0.04572842
112710,0.01200000,-0.05040519
112711,0.02350000,-0.05144447
112712,0.02950000,-0.05222393
112713,0.03200000,-0.05430250
112714,0.03500000,-0.05352304
112715,0.03800000,-0.04442932
112716,0.03500000,-0.03325703
112717,0.03500000,-0.02728116
112718,0.02950000,-0.02780080
112719,0.02050000,-0.03793380
112720,0.01450000,-0.05196411
112721,0.00600000,-0.06235694
112722,-0.00600000,-0.06833281
112723,-0.01750000,-0.07145066
112724,-0.02900000,-0.07482832
112725,-0.03800000,-0.07612743
112726,-0.04950000,-0.07638725
112727,-0.05850000,-0.07794617
112728,-0.06700000,-0.08678007
112729,-0.07300000,-0.08885863
112730,-0.07900000,-0.07508814
112731,-0.08150000,-0.03663470
112732,-0.09050000,0.04988555
112733,-0.09050000,0.14342095
112734,-0.09350000,0.11717908
112735,-0.09650000,-0.01403031
112736,-0.09050000,-0.10964428
112737,-0.09050000,-0.16316732
112738,-0.09350000,-0.23046084
112739,-0.09350000,-0.29593563
112740,-0.09050000,-0.33386943
112741,-0.08750000,-0.31464271
112742,-0.09050000,-0.22734300
112743,-0.08750000,-0.11769872
112744,-0.08450000,-0.04183111
112745,-0.08150000,-0.01013300
112746,-0.08150000,-0.00441695
112747,-0.08450000,-0.00181874
112748,-0.08450000,-0.00103928
112749,-0.08750000,-0.00311785
112750,-0.08750000,0.00233839
112751,-0.09350000,0.01351067
112752,-0.09350000,0.02130529
112753,-0.09900000,0.02182493
112754,-0.09900000,0.01896690
112755,-0.10200000,0.02182493
112756,-0.10500000,0.02702134
112757,-0.11100000,0.03143829
112758,-0.10800000,0.03871326
112759,-0.11100000,0.05274358
112760,-0.11100000,0.06677389
112761,-0.11350000,0.07664707
112762,-0.11350000,0.08470151
112763,-0.11650000,0.08626043
112764,-0.11350000,0.07690689
112765,-0.11350000,0.05975873
112766,-0.11100000,0.04728734
112767,-0.10800000,0.03585524
112768,-0.09600000,0.01974636
112769,-0.09050000,0.00233839
112770,-0.07850000,-0.01169193
112771,-0.06400000,-0.02520260
112772,-0.04950000,-0.03065883
112773,-0.03750000,-0.02961954
112774,-0.02300000,-0.03117847
112775,-0.00850000,-0.03637488
112776,0.00000000,-0.04183111
112777,0.01200000,-0.04261057
112778,0.01800000,-0.03923291
112779,0.02050000,-0.03507578
112780,0.02350000,-0.03429631
112781,0.02350000,-0.03585524
112782,0.02350000,-0.02961954
112783,0.01800000,-0.01870708
112784,0.01200000,-0.01532941
112785,0.00000000,-0.02182493
112786,-0.00550000,-0.03663470
112787,-0.01750000,-0.04988555
112788,-0.02300000,-0.05456232
112789,-0.03500000,-0.05508196
112790,-0.04350000,-0.05793999
112791,-0.05800000,-0.06443550
112792,-0.07000000,-0.06573460
112793,-0.07550000,-0.06365604
112794,-0.08750000,-0.06547478
112795,-0.09350000,-0.06885245
112796,-0.10200000,-0.06443550
112797,-0.10800000,-0.03715434
112798,-0.11650000,0.03507578
112799,-0.12250000,0.13276831
112800,-0.12000000,0.13224867
112801,-0.12300000,0.00909372
112802,-0.12300000,-0.09405505
112803,-0.12300000,-0.13614598
112804,-0.12550000,-0.19018866
112805,-0.12550000,-0.26527680
112806,-0.12850000,-0.32373643
112807,-0.12300000,-0.33283015
112808,-0.12300000,-0.26657590
112809,-0.12000000,-0.15407360
112810,-0.12000000,-0.06417568
112811,-0.12000000,-0.01896690
112812,-0.11700000,-0.00285803
112813,-0.11700000,0.00545623
112814,-0.12000000,0.01273121
112815,-0.11700000,0.01714816
112816,-0.11700000,0.01844726
112817,-0.12300000,0.02182493
112818,-0.12550000,0.02702134
112819,-0.12850000,0.03117847
112820,-0.13450000,0.03481596
112821,-0.13450000,0.03975255
112822,-0.13750000,0.04806681
112823,-0.14350000,0.05949891
112824,-0.14900000,0.06963191
112825,-0.15200000,0.07404886
112826,-0.15200000,0.08340240
112827,-0.15500000,0.10184966
112828,-0.15800000,0.11536033
112829,-0.16100000,0.11172284
112830,-0.16100000,0.09561397
112831,-0.16350000,0.08522115
112832,-0.16100000,0.07950509
112833,-0.15500000,0.07119084
112834,-0.15500000,0.05897927
112835,-0.15200000,0.04416950
112836,-0.14600000,0.02624188
112837,-0.14050000,0.00987318
112838,-0.13150000,-0.00155892
112839,-0.12300000,-0.00701516
112840,-0.11700000,-0.01117228
112841,-0.10250000,-0.01610888
112842,-0.09650000,-0.01740798
112843,-0.08800000,-0.01766780
112844,-0.07900000,-0.01662852
112845,-0.07000000,-0.01532941
112846,-0.06150000,-0.01792762
112847,-0.06150000,-0.01766780
112848,-0.05850000,-0.00883390
112849,-0.05550000,0.00207856
112850,-0.06150000,0.00857408
112851,-0.06150000,0.00311785
112852,-0.06750000,-0.00987318
112853,-0.07300000,-0.01948654
112854,-0.07900000,-0.02416331
112855,-0.08500000,-0.03039901
112856,-0.08800000,-0.03975255
112857,-0.09350000,-0.04806681
112858,-0.10250000,-0.04832663
112859,-0.10800000,-0.04313021
112860,-0.11400000,-0.04001237
112861,-0.12300000,-0.04235075
112862,-0.12550000,-0.04339003
112863,-0.13450000,-0.02754098
112864,-0.13750000,0.01091246
112865,-0.14050000,0.09691307
112866,-0.14350000,0.19044848
112867,-0.14600000,0.15511288
112868,-0.14600000,0.00753480
112869,-0.14600000,-0.09067738
112870,-0.14600000,-0.13640580
112871,-0.14350000,-0.20551807
112872,-0.14600000,-0.27956693
112873,-0.14050000,-0.32347661
112874,-0.14050000,-0.31983912
112875,-0.13450000,-0.25046703
112876,-0.13450000,-0.14134239
112877,-0.13150000,-0.04598824
112878,-0.12850000,0.00623569
112879,-0.12850000,0.02546242
112880,-0.12300000,0.03351685
112881,-0.12000000,0.03689452
112882,-0.12300000,0.03871326
112883,-0.12300000,0.04261057
112884,-0.12000000,0.04858645
112885,-0.12000000,0.05378286
112886,-0.12000000,0.05222393
112887,-0.12300000,0.05300340
112888,-0.12300000,0.06157747
112889,-0.12850000,0.07197030
112890,-0.12850000,0.08028456
112891,-0.12850000,0.09197648
112892,-0.13150000,0.10574697
112893,-0.13150000,0.11925764
112894,-0.12850000,0.12965046
112895,-0.13150000,0.13562634
112896,-0.13450000,0.13770490
112897,-0.13450000,0.14082275
112898,-0.13450000,0.13744508
112899,-0.13150000,0.11847818
112900,-0.13150000,0.09145684
112901,-0.12550000,0.06625424
112902,-0.12300000,0.04339003
112903,-0.11700000,0.02780080
112904,-0.10800000,0.02130529
112905,-0.09950000,0.01429013
112906,-0.08500000,0.00571605
112907,-0.07600000,0.00337767
112908,-0.06150000,0.00233839
112909,-0.05000000,-0.00233839
112910,-0.03500000,-0.00363749
112911,-0.02650000,-0.00207856
112912,-0.01450000,-0.00311785
112913,-0.00900000,-0.00441695
112914,-0.00600000,0.00155892
112915,0.00000000,0.01403031
112916,0.00000000,0.02130529
112917,0.00300000,0.02156511
112918,-0.00300000,0.01299103
112919,-0.00600000,-0.00155892
112920,-0.01200000,-0.01299103
112921,-0.01750000,-0.01922672
112922,-0.02650000,-0.02572224
112923,-0.03200000,-0.02909990
112924,-0.03800000,-0.02884008
112925,-0.04700000,-0.02676152
112926,-0.05250000,-0.02754098
112927,-0.06150000,-0.03325703
112928,-0.03250000,-0.04027219
112929,-0.03550000,-0.03663470
112930,-0.04100000,-0.01532941
112931,-0.04100000,0.04572842
112932,-0.04400000,0.15927001
112933,-0.05000000,0.21331269
112934,-0.04700000,0.10964428
112935,-0.04700000,-0.03013919
112936,-0.05000000,-0.10262912
112937,-0.04700000,-0.16420660
112938,-0.04700000,-0.24501080
112939,-0.04700000,-0.30632845
112940,-0.04400000,-0.32607481
112941,-0.04400000,-0.29151868
112942,-0.04100000,-0.19902256
112943,-0.04100000,-0.08989792
112944,-0.04100000,-0.01403031
112945,-0.03800000,0.01922672
112946,-0.04100000,0.03195793
112947,-0.03800000,0.04053201
112948,-0.03550000,0.04988555
112949,-0.04100000,0.05923909
112950,-0.03800000,0.06469532
112951,-0.03550000,0.06521496
112952,-0.03800000,0.06443550
112953,-0.03250000,0.06547478
112954,-0.03550000,0.07015155
112955,-0.03550000,0.07924527
112956,-0.03550000,0.08678007
112957,-0.03800000,0.09223630
112958,-0.03800000,0.10314877
112959,-0.04100000,0.12367459
112960,-0.04100000,0.14653880
112961,-0.04400000,0.16030929
112962,-0.04700000,0.16680480
112963,-0.04700000,0.16446642
112964,-0.04700000,0.15251467
112965,-0.05000000,0.13224867
112966,-0.04400000,0.11016392
112967,-0.03800000,0.08833899
112968,-0.03250000,0.06677389
112969,-0.02650000,0.04780698
112970,-0.01800000,0.03585524
112971,-0.00300000,0.02858026
112972,0.01150000,0.02078565
112973,0.02300000,0.01325085
112974,0.03750000,0.00831426
112975,0.05250000,0.00441695
112976,0.06400000,0.00103928
112977,0.07300000,0.00155892
112978,0.08450000,0.00493659
112979,0.09350000,0.00649551
112980,0.09600000,0.00857408
112981,0.09600000,0.01506959
112982,0.09900000,0.02676152
112983,0.09900000,0.03247757
112984,0.09600000,0.02806062
112985,0.09350000,0.01610888
112986,0.09050000,0.00311785
112987,0.08450000,-0.00675533
112988,0.07850000,-0.01325085
112989,0.07300000,-0.02364367
112990,0.06700000,-0.03273739
112991,0.05800000,-0.03247757
112992,0.04650000,-0.02416331
112993,0.04050000,-0.02026600
112994,0.03200000,-0.02806062
112995,0.02600000,-0.03169811
112996,0.01750000,-0.02000618
112997,0.00850000,0.01403031
112998,0.00250000,0.11094338
112999,0.00000000,0.22500461
113000,-0.00300000,0.20188058
113001,-0.00300000,0.04754716
113002,-0.00600000,-0.07067119
113003,-0.00300000,-0.12913082
113004,-0.00600000,-0.20084130
113005,-0.00900000,-0.27826783
113006,-0.00600000,-0.32347661
113007,-0.00900000,-0.31957930
113008,-0.00600000,-0.25410452
113009,-0.00600000,-0.14575934
113010,-0.00600000,-0.04416950
113011,-0.00300000,0.01766780
113012,0.00000000,0.04624806
113013,0.00000000,0.05378286
113014,0.00250000,0.05118465
113015,0.00250000,0.05586142
113016,0.00250000,0.06625424
113017,0.00000000,0.07352922
113018,0.00250000,0.08210330
113019,-0.00300000,0.08859881
113020,-0.00300000,0.08652025
113021,-0.00300000,0.08522115
113022,-0.00600000,0.08652025
113023,-0.01200000,0.09353540
113024,-0.01200000,0.10574697
113025,-0.01200000,0.11951746
113026,-0.01500000,0.13770490
113027,-0.02050000,0.16238785
113028,-0.02050000,0.17641817
113029,-0.02050000,0.17304050
113030,-0.02350000,0.16160839
113031,-0.02050000,0.14783790
113032,-0.02050000,0.13432723
113033,-0.02050000,0.11510051
113034,-0.01500000,0.09431487
113035,-0.00300000,0.07690689
113036,0.00550000,0.06001855
113037,0.01450000,0.04364986
113038,0.02900000,0.02961954
113039,0.04950000,0.01818744
113040,0.06400000,0.01039282
113041,0.07850000,0.00857408
113042,0.09600000,0.00909372
113043,0.10800000,0.00857408
113044,0.11950000,0.00753480
113045,0.13100000,0.01273121
113046,0.13400000,0.02026600
113047,0.14000000,0.02624188
113048,0.13700000,0.03221775
113049,0.13700000,0.03871326
113050,0.13400000,0.04027219
113051,0.12850000,0.03481596
113052,0.12250000,0.02130529
113053,0.11650000,0.00389731
113054,0.11100000,-0.00909372
113055,0.09900000,-0.01325085
113056,0.08200000,-0.01429013
113057,0.07600000,-0.01532941
113058,0.06450000,-0.01558923
113059,0.04950000,-0.01844726
113060,0.04400000,-0.02338385
113061,0.03200000,-0.02650170
113062,0.02650000,-0.02520260
113063,0.01750000,-0.00753480
113064,0.01150000,0.06391586
113065,0.00600000,0.19434578
113066,0.00300000,0.24838846
113067,-0.00300000,0.13146921
113068,-0.00300000,-0.01662852
113069,-0.00600000,-0.08989792
113070,-0.00600000,-0.15173521
113071,-0.00600000,-0.23695636
113072,-0.00600000,-0.30347042
113073,-0.00300000,-0.32893284
113074,-0.00300000,-0.29489634
113075,0.00000000,-0.19486543
113076,0.00300000,-0.08002473
113077,0.00300000,-0.00077946
113078,0.00300000,0.03819362
113079,0.00300000,0.05638106
113080,0.00300000,0.06521496
113081,0.00600000,0.06859263
113082,0.00300000,0.07223012
113083,0.00300000,0.07664707
113084,0.00600000,0.08054438
113085,0.00300000,0.08496133
113086,0.00300000,0.09015774
113087,0.00000000,0.09483451
113088,-0.00300000,0.10314877
113089,-0.00300000,0.11276213
113090,-0.00600000,0.12263531
113091,-0.00850000,0.13562634
113092,-0.01150000,0.15511288
113093,-0.01750000,0.17200122
113094,-0.02050000,0.17901637
113095,-0.02900000,0.17849673
113096,-0.02900000,0.17563870
113097,-0.02900000,0.16966283
113098,-0.02900000,0.15485306
113099,-0.02900000,0.13510670
113100,-0.02350000,0.11432105
113101,-0.01450000,0.09405505
113102,-0.00600000,0.07612743
113103,0.00300000,0.06079801
113104,0.01750000,0.04572842
113105,0.03500000,0.03585524
113106,0.04950000,0.03403649
113107,0.06700000,0.03247757
113108,0.08500000,0.02676152
113109,0.09950000,0.02078565
113110,0.11100000,0.02052582
113111,0.12250000,0.02078565
113112,0.12850000,0.02338385
113113,0.13450000,0.02832044
113114,0.13450000,0.03377667
113115,0.13150000,0.03767398
113116,0.13150000,0.03949273
113117,0.12550000,0.03741416
113118,0.12000000,0.02728116
113119,0.11400000,0.01454995
113120,0.08200000,0.00285803
113121,0.07600000,-0.00363749
113122,0.06450000,-0.00493659
113123,0.05550000,-0.00831426
113124,0.04650000,-0.01429013
113125,0.03800000,-0.01636870
113126,0.02650000,-0.01558923
113127,0.01750000,-0.01844726
113128,0.00850000,-0.02416331
113129,0.00300000,-0.01740798
113130,0.00000000,0.03273739
113131,-0.00600000,0.15511288
113132,-0.00600000,0.25566344
113133,-0.01150000,0.18862973
113134,-0.01450000,0.02572224
113135,-0.01450000,-0.07093102
113136,-0.01750000,-0.12367459
113137,-0.01450000,-0.19954220
113138,-0.01450000,-0.27359106
113139,-0.01450000,-0.31438289
113140,-0.01750000,-0.29853383
113141,-0.01750000,-0.21409215
113142,-0.01450000,-0.09717289
113143,-0.01450000,-0.00493659
113144,-0.01450000,0.04624806
113145,-0.01450000,0.06573460
113146,-0.01750000,0.07093102
113147,-0.01750000,0.07560779
113148,-0.01750000,0.08080420
113149,-0.02050000,0.08418186
113150,-0.01750000,0.08911845
113151,-0.02050000,0.09769253
113152,-0.02650000,0.10808536
113153,-0.02350000,0.11717908
113154,-0.02900000,0.12341477
113155,-0.03200000,0.12471387
113156,-0.03500000,0.12549333
113157,-0.03800000,0.13588616
113158,-0.04400000,0.15485306
113159,-0.04700000,0.17226104
113160,-0.04700000,0.18083512
113161,-0.04700000,0.18213422
113162,-0.04950000,0.18135476
113163,-0.04950000,0.17927619
113164,-0.04400000,0.17070211
113165,-0.03800000,0.15199503
113166,-0.02900000,0.12835136
113167,-0.02350000,0.10600679
113168,-0.00600000,0.08288276
113169,0.00600000,0.06287658
113170,0.02350000,0.05144447
113171,0.04100000,0.04728734
113172,0.05850000,0.04339003
113173,0.07300000,0.03585524
113174,0.08750000,0.02961954
113175,0.09650000,0.02546242
113176,0.10800000,0.02338385
113177,0.11400000,0.02260439
113178,0.12250000,0.02286421
113179,0.12850000,0.02572224
113180,0.12550000,0.03637488
113181,0.12550000,0.04832663
113182,0.12550000,0.04832663
113183,0.12250000,0.04364986
113184,0.10250000,0.03819362
113185,0.09650000,0.02494277
113186,0.08500000,0.01299103
113187,0.07600000,0.00701516
113188,0.06450000,0.00441695
113189,0.05550000,0.00207856
113190,0.04100000,-0.00337767
113191,0.02950000,-0.00831426
113192,0.02050000,-0.01065264
113193,0.00600000,-0.01429013
113194,-0.00300000,-0.01792762
113195,-0.01150000,-0.01506959
113196,-0.01750000,0.01922672
113197,-0.02600000,0.11873800
113198,-0.02600000,0.23851528
113199,-0.02900000,0.22890192
113200,-0.03200000,0.07534796
113201,-0.03500000,-0.05092483
113202,-0.03500000,-0.11146302
113203,-0.03500000,-0.18317350
113204,-0.03500000,-0.25904111
113205,-0.03200000,-0.30476953
113206,-0.03200000,-0.30373024
113207,-0.03500000,-0.23877510
113208,-0.03500000,-0.12705226
113209,-0.03200000,-0.02702134
113210,-0.03200000,0.03195793
113211,-0.03500000,0.06027837
113212,-0.03500000,0.07171048
113213,-0.03500000,0.07430868
113214,-0.03500000,0.07768635
113215,-0.03800000,0.08574079
113216,-0.04350000,0.09275594
113217,-0.04350000,0.09587379
113218,-0.04950000,0.09873182
113219,-0.04950000,0.10626661
113220,-0.05550000,0.11691926
113221,-0.05550000,0.12159603
113222,-0.06150000,0.12705226
113223,-0.06150000,0.13926382
113224,-0.06700000,0.15901019
113225,-0.07000000,0.17797709
113226,-0.07000000,0.19122794
113227,-0.07900000,0.19616453
113228,-0.07900000,0.19096812
113229,-0.07900000,0.18005565
113230,-0.07900000,0.16784409
113231,-0.07600000,0.15381378
113232,-0.07000000,0.13900400
113233,-0.05850000,0.12393441
113234,-0.04950000,0.10444787
113235,-0.03500000,0.08184348
113236,-0.02050000,0.05949891
113237,0.00300000,0.04546860
113238,0.02350000,0.04053201
113239,0.04100000,0.03611506
113240,0.05850000,0.03377667
113241,0.07300000,0.03091865
113242,0.08200000,0.02598206
113243,0.09050000,0.02442313
113244,0.09350000,0.02520260
113245,0.09350000,0.02754098
113246,0.09650000,0.03325703
113247,0.09050000,0.04676770
113248,0.07300000,0.06001855
113249,0.07050000,0.06027837
113250,0.06450000,0.05014537
113251,0.05850000,0.03559542
113252,0.05000000,0.02000618
113253,0.04100000,0.00935354
113254,0.03550000,0.00467677
113255,0.02350000,0.00051964
113256,0.01500000,-0.00545623
113257,0.00300000,-0.00883390
113258,-0.00850000,-0.00701516
113259,-0.01750000,-0.00857408
113260,-0.02300000,-0.01662852
113261,-0.03200000,-0.02026600
113262,-0.04350000,-0.00051964
113263,-0.04950000,0.08418186
113264,-0.05250000,0.21513143
113265,-0.05550000,0.24293223
113266,-0.05800000,0.11328177
113267,-0.05800000,-0.01532941
113268,-0.05550000,-0.07248994
113269,-0.05550000,-0.13770490
113270,-0.05250000,-0.22474479
113271,-0.04950000,-0.28528298
113272,-0.04650000,-0.29775437
113273,-0.04050000,-0.24579026
113274,-0.03800000,-0.13978347
113275,-0.03500000,-0.03663470
113276,-0.03500000,0.02520260
113277,-0.03200000,0.05274358
113278,-0.03500000,0.06599442
113279,-0.03500000,0.07274976
113280,-0.03800000,0.07950509
113281,-0.03800000,0.08470151
113282,-0.04050000,0.08210330
113283,-0.04650000,0.08262294
113284,-0.04350000,0.09145684
113285,-0.04950000,0.10288894
113286,-0.05250000,0.10808536
113287,-0.05800000,0.10652643
113288,-0.05550000,0.10886482
113289,-0.06100000,0.11769872
113290,-0.06400000,0.12965046
113291,-0.06400000,0.14290131
113292,-0.07000000,0.15901019
113293,-0.07300000,0.16940301
113294,-0.07600000,0.17148157
113295,-0.07000000,0.16992265
113296,-0.07000000,0.15849055
113297,-0.06100000,0.14004329
113298,-0.05550000,0.12237549
113299,-0.04350000,0.10288894
113300,-0.02900000,0.08262294
113301,-0.01150000,0.06703371
113302,0.00600000,0.05352304
113303,0.02350000,0.03897309
113304,0.04100000,0.02858026
113305,0.05550000,0.02182493
113306,0.07300000,0.02026600
113307,0.08500000,0.02026600
113308,0.09950000,0.01636870
113309,0.10550000,0.01117228
113310,0.11100000,0.00675533
113311,0.11700000,0.00831426
113312,0.11400000,0.01948654
113313,0.11400000,0.03507578
113314,0.10800000,0.04053201
113315,0.10550000,0.03585524
113316,0.09650000,0.02832044
113317,0.08500000,0.01896690
113318,0.07600000,0.00961336
113319,0.06450000,0.00051964
113320,0.05000000,-0.00935354
113321,0.03800000,-0.01506959
113322,0.02650000,-0.01714816
113323,0.01450000,-0.01766780
113324,0.00300000,-0.01818744
113325,-0.00850000,-0.02104547
113326,-0.01450000,-0.02728116
113327,-0.02050000,-0.02442313
113328,-0.02900000,0.00285803
113329,-0.03200000,0.08288276
113330,-0.03500000,0.19356632
113331,-0.03800000,0.19798327
113332,-0.04100000,0.06989173
113333,-0.04100000,-0.03871326
113334,-0.04350000,-0.08911845
113335,-0.04350000,-0.15511288
113336,-0.04350000,-0.24033403
113337,-0.04650000,-0.30113204
113338,-0.04350000,-0.30087222
113339,-0.04350000,-0.22162694
113340,-0.04350000,-0.10496751
113341,-0.04100000,-0.01818744
113342,-0.04350000,0.02468295
113343,-0.04350000,0.03975255
113344,-0.04100000,0.04702752
113345,-0.04650000,0.05326322
113346,-0.04350000,0.05586142
113347,-0.04650000,0.06001855
113348,-0.05250000,0.06781317
113349,-0.05850000,0.07274976
113350,-0.05850000,0.07404886
113351,-0.06700000,0.07456850
113352,-0.07000000,0.07612743
113353,-0.07900000,0.07872563
113354,-0.07900000,0.08833899
113355,-0.08450000,0.10392823
113356,-0.08750000,0.11821836
113357,-0.09050000,0.12965046
113358,-0.09650000,0.13796472
113359,-0.09900000,0.13952364
113360,-0.09650000,0.13848436
113361,-0.09650000,0.13744508
113362,-0.09650000,0.12939064
113363,-0.08750000,0.11068356
113364,-0.07600000,0.08859881
113365,-0.06700000,0.07145066
113366,-0.05550000,0.05871945
