'sample interval','PLETH ','II '
112761,0.56200000,-0.02825670
112762,0.56350000,-0.02873563
112763,0.56200000,-0.02825670
112764,0.55550000,-0.02538314
112765,0.54900000,-0.02442529
112766,0.53550000,-0.02298851
112767,0.51900000,-0.01963602
112768,0.50250000,-0.01772031
112769,0.48250000,-0.01915709
112770,0.45950000,-0.01580460
112771,0.43300000,-0.01053640
112772,0.40200000,-0.00718391
112773,0.37050000,-0.00335249
112774,0.33550000,-0.00239464
112775,0.29950000,-0.00335249
112776,0.25950000,-0.00383142
112777,0.22150000,-0.00191571
112778,0.18050000,0.00143678
112779,0.13750000,0.00383142
112780,0.09950000,0.00335249
112781,0.06150000,-0.00335249
112782,0.02150000,-0.00526820
112783,-0.01150000,-0.00239464
112784,-0.04600000,0.00000000
112785,-0.07600000,0.00383142
112786,-0.10400000,0.00814176
112787,-0.13050000,0.00670498
112788,-0.15500000,0.00526820
112789,-0.17650000,0.01628352
112790,-0.19450000,0.04980843
112791,-0.21300000,0.09865900
112792,-0.23100000,0.12404215
112793,-0.24750000,0.12931034
112794,-0.26250000,0.13409962
112795,-0.27550000,0.13936782
112796,-0.28900000,0.13314176
112797,-0.30050000,0.11685824
112798,-0.31200000,0.09578544
112799,-0.32350000,0.07136015
112800,-0.33350000,0.03783525
112801,-0.34500000,-0.00239464
112802,-0.35350000,-0.03496169
112803,-0.36150000,-0.05268199
112804,-0.37000000,-0.06178161
112805,-0.37650000,-0.06800766
112806,-0.38300000,-0.07375479
112807,-0.39150000,-0.07136015
112808,-0.41300000,-0.05268199
112809,-0.41800000,0.00909962
112810,-0.42450000,0.12452107
112811,-0.42800000,0.28352490
112812,-0.43450000,0.49281609
112813,-0.43750000,0.66618774
112814,-0.43950000,0.62021073
112815,-0.44600000,0.39559387
112816,-0.44900000,0.22270115
112817,-0.45100000,0.16810345
112818,-0.45250000,0.10632184
112819,-0.45550000,-0.03065134
112820,-0.45550000,-0.12308429
112821,-0.45750000,-0.11446360
112822,-0.45900000,-0.08668582
112823,-0.46050000,-0.09051724
112824,-0.45750000,-0.09482759
112825,-0.45750000,-0.09147510
112826,-0.45750000,-0.08572797
112827,-0.45750000,-0.07902299
112828,-0.45550000,-0.07183908
112829,-0.45400000,-0.06465517
112830,-0.45100000,-0.05795019
112831,-0.45100000,-0.04741379
112832,-0.44750000,-0.04022989
112833,-0.44600000,-0.03352490
112834,-0.44100000,-0.02490421
112835,-0.43950000,-0.01388889
112836,-0.43300000,-0.00335249
112837,-0.43100000,0.00670498
112838,-0.42650000,0.01867816
112839,-0.41800000,0.02873563
112840,-0.41300000,0.03639847
112841,-0.40000000,0.04310345
112842,-0.38700000,0.05076628
112843,-0.36900000,0.05986590
112844,-0.34300000,0.06417625
112845,-0.31050000,0.05890805
112846,-0.26950000,0.05603448
112847,-0.22200000,0.05699234
112848,-0.17000000,0.05651341
112849,-0.10950000,0.05076628
112850,-0.05050000,0.04118774
112851,0.01450000,0.02777778
112852,0.07650000,0.01340996
112853,0.13850000,0.00143678
112854,0.19600000,-0.00622605
112855,0.24800000,-0.00622605
112856,0.29700000,-0.00862069
112857,0.33950000,-0.01197318
112858,0.37850000,-0.01245211
112859,0.41300000,-0.01388889
112860,0.43900000,-0.01963602
112861,0.46500000,-0.02921456
112862,0.48650000,-0.03687739
112863,0.50100000,-0.04214559
112864,0.51400000,-0.04549808
112865,0.52400000,-0.04932950
112866,0.52900000,-0.05124521
112867,0.52750000,-0.05028736
112868,0.52750000,-0.04885057
112869,0.52250000,-0.04932950
112870,0.51100000,-0.04741379
112871,0.49800000,-0.04214559
112872,0.48300000,-0.03687739
112873,0.46500000,-0.04022989
112874,0.44400000,-0.04549808
112875,0.42300000,-0.04214559
112876,0.39500000,-0.03352490
112877,0.36750000,-0.03017241
112878,0.33450000,-0.03160920
112879,0.29850000,-0.03113027
112880,0.26450000,-0.02825670
112881,0.22350000,-0.02346743
112882,0.18450000,-0.02107280
112883,0.14350000,-0.01963602
112884,0.10250000,-0.02011494
112885,0.06050000,-0.02107280
112886,0.01800000,-0.02107280
112887,-0.02150000,-0.02107280
112888,-0.05750000,-0.02107280
112889,-0.09500000,-0.02107280
112890,-0.13100000,-0.02250958
112891,-0.16000000,-0.02107280
112892,-0.19100000,-0.02107280
112893,-0.21750000,-0.02107280
112894,-0.24350000,-0.02059387
112895,-0.26650000,-0.01293103
112896,-0.29100000,0.01436782
112897,-0.31050000,0.05603448
112898,-0.33000000,0.09243295
112899,-0.34650000,0.10392720
112900,-0.36400000,0.10632184
112901,-0.38200000,0.11111111
112902,-0.39850000,0.10632184
112903,-0.41150000,0.09434866
112904,-0.42800000,0.07279693
112905,-0.44100000,0.04693487
112906,-0.45550000,0.01293103
112907,-0.46850000,-0.02203065
112908,-0.48000000,-0.05076628
112909,-0.49150000,-0.06944444
112910,-0.50450000,-0.08237548
112911,-0.51450000,-0.08668582
112912,-0.52450000,-0.08716475
112913,-0.53400000,-0.08716475
112914,-0.54200000,-0.07231801
112915,-0.54900000,-0.02203065
112916,-0.55700000,0.07614943
112917,-0.56500000,0.20833333
112918,-0.56850000,0.37931034
112919,-0.57500000,0.55172414
112920,-0.58000000,0.55220307
112921,-0.58450000,0.35871648
112922,-0.58650000,0.18773946
112923,-0.58950000,0.15373563
112924,-0.59300000,0.15756705
112925,-0.59450000,0.07710728
112926,-0.59750000,-0.02969349
112927,-0.59950000,-0.06178161
112928,-0.60250000,-0.05363985
112929,-0.60450000,-0.06800766
112930,-0.60250000,-0.09386973
112931,-0.60450000,-0.10344828
112932,-0.60450000,-0.10488506
112933,-0.60450000,-0.10201149
112934,-0.60600000,-0.09961686
112935,-0.60450000,-0.09147510
112936,-0.61650000,-0.08237548
112937,-0.61650000,-0.07567050
112938,-0.61200000,-0.06657088
112939,-0.61000000,-0.05651341
112940,-0.60850000,-0.04741379
112941,-0.60200000,-0.04214559
112942,-0.59850000,-0.03160920
112943,-0.59550000,-0.02490421
112944,-0.59200000,-0.02442529
112945,-0.58700000,-0.02155172
112946,-0.58050000,-0.01724138
112947,-0.57250000,-0.01101533
112948,-0.56250000,-0.00287356
112949,-0.54600000,0.00143678
112950,-0.52450000,0.00287356
112951,-0.49350000,0.00431034
112952,-0.45900000,0.00143678
112953,-0.41450000,-0.00047893
112954,-0.36350000,0.00000000
112955,-0.30600000,-0.00335249
112956,-0.24500000,-0.01149425
112957,-0.17950000,-0.01819923
112958,-0.11200000,-0.02203065
112959,-0.04750000,-0.02490421
112960,0.01650000,-0.02346743
112961,0.07550000,-0.02250958
112962,0.13000000,-0.01436782
112963,0.17900000,-0.00526820
112964,0.22700000,-0.00047893
112965,0.26500000,0.00000000
112966,0.30250000,-0.00431034
112967,0.33400000,-0.00814176
112968,0.36200000,-0.01532567
112969,0.38650000,-0.02634100
112970,0.40450000,-0.03208812
112971,0.41950000,-0.03496169
112972,0.43100000,-0.03687739
112973,0.43900000,-0.03831418
112974,0.44400000,-0.03783525
112975,0.44250000,-0.03544061
112976,0.43900000,-0.03352490
112977,0.43100000,-0.03017241
112978,0.41950000,-0.02634100
112979,0.40600000,-0.02442529
112980,0.38950000,-0.02298851
112981,0.36650000,-0.02107280
112982,0.34550000,-0.01915709
112983,0.31900000,-0.01484674
112984,0.28950000,-0.01340996
112985,0.25800000,-0.01580460
112986,0.22550000,-0.01436782
112987,0.18900000,-0.00909962
112988,0.15300000,-0.01005747
112989,0.11350000,-0.01245211
112990,0.07400000,-0.01053640
112991,0.03450000,-0.01005747
112992,-0.00350000,-0.00718391
112993,-0.04100000,-0.00718391
112994,-0.07550000,-0.01197318
112995,-0.11000000,-0.01436782
112996,-0.14150000,-0.01388889
112997,-0.17100000,-0.01101533
112998,-0.19550000,-0.00862069
112999,-0.22200000,-0.00862069
113000,-0.22100000,-0.00670498
113001,-0.24200000,0.00574713
113002,-0.26150000,0.03927203
113003,-0.27600000,0.08429119
113004,-0.29400000,0.10967433
113005,-0.30850000,0.11542146
113006,-0.32500000,0.12021073
113007,-0.33800000,0.12547893
113008,-0.35100000,0.12116858
113009,-0.36400000,0.10153257
113010,-0.37550000,0.07471264
113011,-0.38500000,0.04310345
113012,-0.39500000,0.00909962
113013,-0.40450000,-0.02250958
113014,-0.41450000,-0.04693487
113015,-0.42250000,-0.06273946
113016,-0.42900000,-0.06944444
113017,-0.43700000,-0.06657088
113018,-0.44350000,-0.06561303
113019,-0.44850000,-0.07040230
113020,-0.45500000,-0.05507663
113021,-0.45800000,0.00909962
113022,-0.46300000,0.12164751
113023,-0.46800000,0.25814176
113024,-0.47100000,0.42480843
113025,-0.47600000,0.54022989
113026,-0.47750000,0.45689655
113027,-0.48400000,0.26436782
113028,-0.48600000,0.16044061
113029,-0.48900000,0.16283525
113030,-0.49250000,0.16091954
113031,-0.49400000,0.07950192
113032,-0.49900000,-0.00909962
113033,-0.49900000,-0.03544061
113034,-0.50200000,-0.04166667
113035,-0.50200000,-0.06752874
113036,-0.50550000,-0.09339080
113037,-0.50350000,-0.09674330
113038,-0.50700000,-0.09195402
113039,-0.50550000,-0.09099617
113040,-0.50350000,-0.09003831
113041,-0.50550000,-0.08429119
113042,-0.50550000,-0.07567050
113043,-0.50350000,-0.06465517
113044,-0.50200000,-0.05124521
113045,-0.50050000,-0.04932950
113046,-0.49900000,-0.05220307
113047,-0.49550000,-0.05028736
113048,-0.49250000,-0.04070881
113049,-0.48900000,-0.03400383
113050,-0.48400000,-0.02969349
113051,-0.48100000,-0.02298851
113052,-0.47450000,-0.01772031
113053,-0.46650000,-0.01436782
113054,-0.45500000,-0.01053640
113055,-0.44050000,-0.00718391
113056,-0.41600000,-0.00239464
113057,-0.38850000,-0.00047893
113058,-0.34950000,-0.00622605
113059,-0.30550000,-0.01053640
113060,-0.25350000,-0.01245211
113061,-0.19650000,-0.01388889
113062,-0.13650000,-0.01915709
113063,-0.07150000,-0.02490421
113064,-0.00650000,-0.02442529
113065,0.05700000,-0.02155172
113066,0.11850000,-0.02107280
113067,0.17550000,-0.01867816
113068,0.22600000,-0.00718391
113069,0.27650000,0.00239464
113070,0.31850000,0.00287356
113071,0.35600000,0.00095785
113072,0.39150000,-0.00478927
113073,0.42100000,-0.01388889
113074,0.44550000,-0.01676245
113075,0.46650000,-0.02250958
113076,0.48250000,-0.02729885
113077,0.49750000,-0.03160920
113078,0.50550000,-0.03591954
113079,0.51050000,-0.03879310
113080,0.51200000,-0.03831418
113081,0.50700000,-0.03639847
113082,0.50200000,-0.03208812
113083,0.49250000,-0.02825670
113084,0.47950000,-0.02490421
113085,0.46300000,-0.02155172
113086,0.44550000,-0.02107280
113087,0.42400000,-0.02250958
113088,0.40000000,-0.02490421
113089,0.37200000,-0.02155172
113090,0.34300000,-0.01915709
113091,0.31050000,-0.01580460
113092,0.27450000,-0.01053640
113093,0.23750000,-0.00287356
113094,0.19650000,-0.00622605
113095,0.15750000,-0.01388889
113096,0.11850000,-0.01388889
113097,0.07800000,-0.01388889
113098,0.04050000,-0.01101533
113099,0.00350000,-0.00718391
113100,-0.03250000,-0.00526820
113101,-0.06500000,-0.00718391
113102,-0.09600000,-0.00909962
113103,-0.12500000,-0.00862069
113104,-0.15250000,-0.00718391
113105,-0.17700000,-0.00478927
113106,-0.19800000,0.00814176
113107,-0.22100000,0.04070881
113108,-0.24050000,0.08045977
113109,-0.25850000,0.10919540
113110,-0.27450000,0.11877395
113111,-0.29100000,0.12787356
113112,-0.30700000,0.13697318
113113,-0.31850000,0.12978927
113114,-0.33000000,0.11302682
113115,-0.34450000,0.09051724
113116,-0.35400000,0.06752874
113117,-0.36400000,0.03208812
113118,-0.37700000,-0.00814176
113119,-0.38500000,-0.03496169
113120,-0.39150000,-0.05076628
113121,-0.40150000,-0.06082375
113122,-0.40950000,-0.06513410
113123,-0.41450000,-0.06657088
113124,-0.42250000,-0.06465517
113125,-0.42900000,-0.04980843
113126,-0.43400000,-0.00095785
113127,-0.44050000,0.10153257
113128,-0.44350000,0.22557471
113129,-0.45000000,0.37452107
113130,-0.45350000,0.51772031
113131,-0.45800000,0.49521073
113132,-0.46150000,0.31369732
113133,-0.46650000,0.17863985
113134,-0.46800000,0.16187739
113135,-0.47100000,0.17241379
113136,-0.47600000,0.11015326
113137,-0.47600000,0.01724138
113138,-0.47950000,-0.01772031
113139,-0.48100000,-0.02011494
113140,-0.48400000,-0.04454023
113141,-0.48400000,-0.07854406
113142,-0.48750000,-0.09386973
113143,-0.48900000,-0.09339080
113144,-0.48900000,-0.08908046
113145,-0.49050000,-0.08237548
113146,-0.48900000,-0.07758621
113147,-0.49050000,-0.07662835
113148,-0.49050000,-0.06896552
113149,-0.49050000,-0.06130268
113150,-0.48900000,-0.05651341
113151,-0.48750000,-0.05268199
113152,-0.48600000,-0.04406130
113153,-0.48400000,-0.03687739
113154,-0.48100000,-0.03017241
113155,-0.47600000,-0.02634100
113156,-0.47450000,-0.01963602
113157,-0.46800000,-0.01580460
113158,-0.46000000,-0.01101533
113159,-0.45000000,-0.00909962
113160,-0.43400000,-0.00814176
113161,-0.41600000,-0.00526820
113162,-0.38650000,-0.00191571
113163,-0.35250000,-0.00047893
113164,-0.31050000,-0.00574713
113165,-0.26150000,-0.00383142
113166,-0.20300000,-0.00047893
113167,-0.14150000,-0.00814176
113168,-0.07800000,-0.01867816
113169,-0.01450000,-0.02634100
113170,0.04900000,-0.02681992
113171,0.10900000,-0.02250958
113172,0.16750000,-0.01628352
113173,0.22250000,-0.00862069
113174,0.27150000,-0.00047893
113175,0.31550000,0.00287356
113176,0.35450000,0.00431034
113177,0.38850000,0.00047893
113178,0.42100000,-0.00862069
113179,0.44700000,-0.01532567
113180,0.46950000,-0.01963602
113181,0.48750000,-0.02442529
113182,0.50200000,-0.02825670
113183,0.51050000,-0.03304598
113184,0.51850000,-0.03496169
113185,0.51850000,-0.02921456
113186,0.51850000,-0.02490421
113187,0.51350000,-0.03065134
113188,0.50400000,-0.03687739
113189,0.49250000,-0.03735632
113190,0.47600000,-0.03400383
113191,0.45850000,-0.02825670
113192,0.43900000,-0.02346743
113193,0.41300000,-0.01963602
113194,0.38700000,-0.01867816
113195,0.35600000,-0.01580460
113196,0.32350000,-0.01340996
113197,0.28950000,-0.01053640
113198,0.25200000,-0.00718391
113199,0.21300000,-0.00335249
113200,0.17250000,-0.00047893
113201,0.13150000,0.00000000
113202,0.08950000,0.00239464
113203,0.05050000,0.00095785
113204,0.01300000,-0.00478927
113205,-0.02600000,-0.00718391
113206,-0.06150000,-0.00526820
113207,-0.09400000,-0.00383142
113208,-0.12350000,-0.00718391
113209,-0.15250000,-0.01053640
113210,-0.17850000,-0.01197318
113211,-0.20300000,-0.00143678
113212,-0.22400000,0.02777778
113213,-0.24550000,0.07327586
113214,-0.26150000,0.10967433
113215,-0.27950000,0.12164751
113216,-0.29750000,0.12691571
113217,-0.31200000,0.13362069
113218,-0.32650000,0.13122605
113219,-0.33950000,0.11685824
113220,-0.35250000,0.09434866
113221,-0.36400000,0.06944444
113222,-0.37350000,0.04118774
113223,-0.38500000,0.00095785
113224,-0.39300000,-0.03113027
113225,-0.40300000,-0.05076628
113226,-0.40800000,-0.06609195
113227,-0.41600000,-0.07375479
113228,-0.42400000,-0.07471264
113229,-0.42900000,-0.07183908
113230,-0.43550000,-0.05651341
113231,-0.44200000,-0.01149425
113232,-0.44500000,0.07758621
113233,-0.45000000,0.20210728
113234,-0.45650000,0.34961686
113235,-0.45800000,0.49664751
113236,-0.46450000,0.50000000
113237,-0.46800000,0.33429119
113238,-0.47300000,0.19109195
113239,-0.47600000,0.16858238
113240,-0.47750000,0.18199234
113241,-0.48250000,0.12978927
113242,-0.48600000,0.03496169
113243,-0.48750000,-0.01149425
113244,-0.48900000,-0.01388889
113245,-0.48900000,-0.03400383
113246,-0.49250000,-0.07088123
113247,-0.49550000,-0.08955939
113248,-0.49550000,-0.09147510
113249,-0.49700000,-0.08955939
113250,-0.49700000,-0.08572797
113251,-0.49900000,-0.07950192
113252,-0.49700000,-0.07471264
113253,-0.49700000,-0.06848659
113254,-0.49550000,-0.05699234
113255,-0.49550000,-0.05028736
113256,-0.49750000,-0.04693487
113257,-0.49400000,-0.04214559
113258,-0.49250000,-0.04022989
113259,-0.49250000,-0.03448276
113260,-0.48900000,-0.02873563
113261,-0.48400000,-0.02298851
113262,-0.47950000,-0.01772031
113263,-0.47250000,-0.01580460
113264,-0.46450000,-0.00957854
113265,-0.44800000,-0.00862069
113266,-0.42700000,-0.00957854
113267,-0.39900000,-0.00909962
113268,-0.36600000,-0.00814176
113269,-0.32350000,-0.00670498
113270,-0.27250000,-0.00766284
113271,-0.21500000,-0.00862069
113272,-0.15450000,-0.01005747
113273,-0.09050000,-0.01388889
113274,-0.02500000,-0.01388889
113275,0.04100000,-0.01101533
113276,0.10500000,-0.01245211
113277,0.16200000,-0.01388889
113278,0.21650000,-0.00909962
113279,0.26700000,0.00047893
113280,0.31300000,0.00814176
113281,0.35400000,0.00862069
113282,0.39000000,0.00478927
113283,0.42300000,0.00000000
113284,0.44950000,-0.00622605
113285,0.47250000,-0.01532567
113286,0.49200000,-0.02298851
113287,0.50350000,-0.02634100
113288,0.51500000,-0.02969349
113289,0.52300000,-0.03160920
113290,0.52500000,-0.03304598
113291,0.52300000,-0.03017241
113292,0.51800000,-0.02825670
113293,0.51000000,-0.02538314
113294,0.50000000,-0.02442529
113295,0.48400000,-0.02442529
113296,0.46400000,-0.02155172
113297,0.44600000,-0.02059387
113298,0.42150000,-0.01580460
113299,0.39700000,-0.01053640
113300,0.36550000,-0.01197318
113301,0.33300000,-0.01245211
113302,0.29650000,-0.01053640
113303,0.26050000,-0.00239464
113304,0.22150000,0.00287356
113305,0.18000000,0.00095785
113306,0.13900000,-0.00287356
113307,0.09800000,-0.00383142
113308,0.05700000,-0.00047893
113309,0.01800000,-0.00143678
113310,-0.02150000,-0.00335249
113311,-0.05600000,0.00095785
113312,-0.09050000,0.00622605
113313,-0.12150000,0.00335249
113314,-0.15300000,0.00143678
113315,-0.18050000,0.00287356
113316,-0.20200000,0.01053640
113317,-0.22850000,0.03783525
113318,-0.24800000,0.08093870
113319,-0.26950000,0.11590038
113320,-0.27300000,0.12739464
113321,-0.29100000,0.13266284
113322,-0.30550000,0.14415709
113323,-0.32050000,0.14798851
113324,-0.33350000,0.13074713
113325,-0.34450000,0.10057471
113326,-0.35750000,0.06944444
113327,-0.36750000,0.04022989
113328,-0.37700000,0.00574713
113329,-0.38550000,-0.02250958
113330,-0.39500000,-0.04166667
113331,-0.40500000,-0.05363985
113332,-0.40950000,-0.05842912
113333,-0.41800000,-0.06465517
113334,-0.42250000,-0.06704981
113335,-0.43100000,-0.05986590
113336,-0.43750000,-0.01532567
113337,-0.44200000,0.07758621
113338,-0.44700000,0.19827586
113339,-0.45350000,0.34051724
113340,-0.45700000,0.49664751
113341,-0.46350000,0.52107280
113342,-0.46650000,0.36111111
113343,-0.47000000,0.20545977
113344,-0.47450000,0.16714559
113345,-0.47650000,0.17241379
113346,-0.48100000,0.12116858
113347,-0.48300000,0.02634100
113348,-0.48600000,-0.02729885
113349,-0.48600000,-0.02969349
113350,-0.48950000,-0.04501916
113351,-0.48950000,-0.07662835
113352,-0.49250000,-0.09099617
113353,-0.49100000,-0.09051724
