'sample interval','PLETH ','II '
75064,-0.07800000,0.01954652
75065,-0.08900000,0.01641908
75066,-0.12250000,0.01720094
75067,-0.12250000,0.01876466
75068,-0.12250000,0.01954652
75069,-0.14450000,0.02111024
75070,-0.15550000,0.03987490
75071,-0.15550000,0.06958561
75072,-0.16700000,0.09304144
75073,-0.16700000,0.10476935
75074,-0.17800000,0.11649726
75075,-0.17800000,0.12666145
75076,-0.18900000,0.12197029
75077,-0.21150000,0.09773260
75078,-0.21150000,0.07349492
75079,-0.22250000,0.05003909
75080,-0.22250000,0.02814699
75081,-0.25600000,0.00547303
75082,-0.25600000,-0.02111024
75083,-0.26700000,-0.03752932
75084,-0.26700000,-0.03752932
75085,-0.28900000,-0.03518374
75086,-0.28900000,-0.03987490
75087,-0.30050000,-0.03596560
75088,-0.30050000,-0.00234558
75089,-0.30050000,0.08756841
75090,-0.32250000,0.21657545
75091,-0.32250000,0.34714621
75092,-0.33350000,0.46677091
75093,-0.33350000,0.46364347
75094,-0.33350000,0.28459734
75095,-0.34500000,0.11727912
75096,-0.35600000,0.11884285
75097,-0.36700000,0.19624707
75098,-0.36700000,0.19077404
75099,-0.37800000,0.10242377
75100,-0.38950000,0.01407349
75101,-0.38950000,-0.02971071
75102,-0.38950000,-0.05082095
75103,-0.40050000,-0.07036747
75104,-0.40050000,-0.07505864
75105,-0.40050000,-0.07193120
75106,-0.40050000,-0.06567631
75107,-0.40050000,-0.05942142
75108,-0.40050000,-0.05238468
75109,-0.41150000,-0.04612979
75110,-0.41150000,-0.04065676
75111,-0.41150000,-0.03440188
75112,-0.41150000,-0.02892885
75113,-0.42250000,-0.02580141
75114,-0.42250000,-0.01720094
75115,-0.42250000,-0.01172791
75116,-0.37800000,-0.00312744
75117,-0.37800000,0.00703675
75118,-0.37800000,0.01485536
75119,-0.38950000,0.02189210
75120,-0.37800000,0.02423769
75121,-0.37800000,0.03127443
75122,-0.36700000,0.03674746
75123,-0.37800000,0.03987490
75124,-0.36700000,0.03909304
75125,-0.35600000,0.03909304
75126,-0.35600000,0.03909304
75127,-0.33350000,0.03909304
75128,-0.31150000,0.03831118
75129,-0.27800000,0.03362002
75130,-0.24450000,0.02814699
75131,-0.18900000,0.02267396
75132,-0.14450000,0.02189210
75133,-0.08900000,0.02189210
75134,-0.02200000,0.02189210
75135,0.04450000,0.02111024
75136,0.08900000,0.01641908
75137,0.15600000,0.00781861
75138,0.20050000,-0.00547303
75139,0.25600000,-0.02032838
75140,0.26700000,-0.02658327
75141,0.30050000,-0.03674746
75142,0.32250000,-0.04300235
75143,0.34500000,-0.04378421
75144,0.35600000,-0.04612979
75145,0.35600000,-0.04143862
75146,0.36700000,-0.03987490
75147,0.36700000,-0.03518374
75148,0.36700000,-0.03127443
75149,0.35600000,-0.02892885
75150,0.35600000,-0.02971071
75151,0.35600000,-0.02658327
75152,0.34500000,-0.02032838
75153,0.33400000,-0.01485536
75154,0.31150000,-0.01407349
75155,0.30050000,-0.01329163
75156,0.30050000,-0.01094605
75157,0.26700000,-0.01172791
75158,0.26700000,-0.01016419
75159,0.23350000,-0.00625489
75160,0.21150000,-0.00078186
75161,0.18900000,0.00000000
75162,0.16700000,0.00000000
75163,0.13350000,0.00390930
75164,0.10000000,0.00469116
75165,0.07800000,0.00390930
75166,0.04450000,0.00000000
75167,0.02250000,0.00000000
75168,0.00000000,0.00390930
75169,-0.02200000,0.00156372
75170,-0.03350000,0.00156372
75171,-0.06650000,0.00547303
75172,-0.08900000,0.00469116
75173,-0.08900000,0.00469116
75174,-0.10000000,0.00469116
75175,-0.10000000,0.00781861
75176,-0.12250000,0.02267396
75177,-0.12250000,0.04769351
75178,-0.12250000,0.07818608
75179,-0.13350000,0.09382330
75180,-0.14600000,0.10476935
75181,-0.15900000,0.11336982
75182,-0.14600000,0.11024238
75183,-0.15900000,0.09616888
75184,-0.15900000,0.07427678
75185,-0.18600000,0.04847537
75186,-0.18600000,0.02736513
75187,-0.18600000,0.00234558
75188,-0.19900000,-0.02814699
75189,-0.22550000,-0.04222048
75190,-0.22550000,-0.04612979
75191,-0.23900000,-0.04847537
75192,-0.23900000,-0.04691165
75193,-0.23900000,-0.04534793
75194,-0.26550000,-0.02189210
75195,-0.26550000,0.05473026
75196,-0.26550000,0.18217357
75197,-0.26550000,0.34245504
75198,-0.29200000,0.52384676
75199,-0.29200000,0.61297889
75200,-0.27850000,0.46911650
75201,-0.30550000,0.22830336
75202,-0.29200000,0.14855356
75203,-0.29200000,0.19859265
75204,-0.31850000,0.16575450
75205,-0.30550000,0.03831118
75206,-0.30550000,-0.05785770
75207,-0.30550000,-0.08209539
75208,-0.31850000,-0.08522283
75209,-0.30550000,-0.08835027
75210,-0.30550000,-0.07974980
75211,-0.31850000,-0.06880375
75212,-0.31850000,-0.06333073
75213,-0.30550000,-0.05942142
75214,-0.33200000,-0.05238468
75215,-0.31850000,-0.04300235
75216,-0.31850000,-0.03440188
75217,-0.33200000,-0.02892885
75218,-0.31850000,-0.02111024
75219,-0.30550000,-0.01407349
75220,-0.30550000,-0.00390930
75221,-0.29200000,0.00234558
75222,-0.29200000,0.01250977
75223,-0.29200000,0.01954652
75224,-0.26550000,0.02501955
75225,-0.26550000,0.03127443
75226,-0.25200000,0.04222048
75227,-0.25200000,0.05316654
75228,-0.23900000,0.06254887
75229,-0.25200000,0.06958561
75230,-0.23900000,0.07427678
75231,-0.22550000,0.07505864
75232,-0.22550000,0.07505864
75233,-0.21250000,0.07349492
75234,-0.18600000,0.07036747
75235,-0.14600000,0.05942142
75236,-0.10600000,0.04769351
75237,-0.03950000,0.03674746
75238,0.01350000,0.02736513
75239,0.08000000,0.02267396
75240,0.15950000,0.02189210
75241,0.21250000,0.02189210
75242,0.29250000,0.01876466
75243,0.34550000,0.00781861
75244,0.39850000,-0.00547303
75245,0.46500000,-0.02111024
75246,0.49150000,-0.03127443
75247,0.54450000,-0.04065676
75248,0.55800000,-0.04534793
75249,0.58450000,-0.04691165
75250,0.59800000,-0.04691165
75251,0.61100000,-0.04691165
75252,0.61100000,-0.04691165
75253,0.62450000,-0.04691165
75254,0.61100000,-0.04378421
75255,0.61100000,-0.03909304
75256,0.59800000,-0.03283815
75257,0.58450000,-0.02892885
75258,0.55800000,-0.02971071
75259,0.54450000,-0.02658327
75260,0.51800000,-0.02580141
75261,0.50500000,-0.02658327
75262,0.47850000,-0.01954652
75263,0.47850000,-0.01172791
75264,0.45150000,-0.01094605
75265,0.41200000,-0.01172791
75266,0.39850000,-0.01094605
75267,0.34550000,-0.01172791
75268,0.33200000,-0.01094605
75269,0.29250000,-0.01172791
75270,0.25250000,-0.01094605
75271,0.21250000,-0.01172791
75272,0.18600000,-0.01094605
75273,0.15950000,-0.01172791
75274,0.13300000,-0.01094605
75275,0.10650000,-0.01172791
75276,0.06650000,-0.00781861
75277,0.06650000,-0.00078186
75278,0.04000000,0.00390930
75279,0.04000000,0.00469116
75280,0.02650000,0.00469116
75281,0.00000000,0.00390930
75282,0.01350000,0.00234558
75283,0.00000000,0.01641908
75284,-0.01300000,0.04691165
75285,-0.01300000,0.07584050
75286,-0.02650000,0.08835027
75287,-0.02650000,0.09851446
75288,-0.02650000,0.10476935
75289,-0.03950000,0.10398749
75290,-0.05300000,0.09304144
75291,-0.06600000,0.07349492
75292,-0.06600000,0.05003909
75293,-0.07950000,0.02580141
75294,-0.07950000,0.00469116
75295,-0.09300000,-0.01720094
75296,-0.10600000,-0.03596560
75297,-0.11950000,-0.04378421
75298,-0.11950000,-0.04612979
75299,-0.11950000,-0.04691165
75300,-0.14600000,-0.04222048
75301,-0.14600000,-0.00781861
75302,-0.17250000,0.07349492
75303,-0.17250000,0.20172009
75304,-0.17250000,0.34636435
75305,-0.19900000,0.48631744
75306,-0.19900000,0.51055512
75307,-0.21250000,0.33854574
75308,-0.28000000,0.14542611
75309,-0.28000000,0.12744332
75310,-0.29400000,0.20484754
75311,-0.28000000,0.20641126
75312,-0.29400000,0.11649726
75313,-0.28000000,0.02501955
75314,-0.28000000,-0.01720094
75315,-0.29400000,-0.04222048
75316,-0.29400000,-0.06802189
75317,-0.29400000,-0.07974980
75318,-0.30800000,-0.07505864
75319,-0.30800000,-0.06567631
75320,-0.30800000,-0.05473026
75321,-0.33600000,-0.04847537
75322,-0.32200000,-0.04534793
75323,-0.32200000,-0.04065676
75324,-0.33600000,-0.03283815
75325,-0.33600000,-0.02580141
75326,-0.35000000,-0.02032838
75327,-0.35000000,-0.01407349
75328,-0.33600000,-0.01016419
75329,-0.35000000,-0.00390930
75330,-0.33600000,0.00469116
75331,-0.35000000,0.01094605
75332,-0.35000000,0.01641908
75333,-0.33600000,0.02189210
75334,-0.33600000,0.02189210
75335,-0.32200000,0.02189210
75336,-0.33600000,0.02189210
75337,-0.30800000,0.02189210
75338,-0.32200000,0.02189210
75339,-0.30800000,0.02189210
75340,-0.29400000,0.02189210
75341,-0.28000000,0.02111024
75342,-0.25200000,0.01641908
75343,-0.21000000,0.00860047
75344,-0.15400000,0.00469116
75345,-0.11200000,0.00469116
75346,-0.04200000,0.00469116
75347,0.04200000,0.00703675
75348,0.09800000,0.01094605
75349,0.18200000,0.00781861
75350,0.23800000,0.00156372
75351,0.29400000,-0.00860047
75352,0.35000000,-0.01954652
75353,0.36400000,-0.02580141
75354,0.40600000,-0.03205629
75355,0.42000000,-0.03987490
75356,0.43400000,-0.04534793
75357,0.44800000,-0.04378421
75358,0.44800000,-0.03909304
75359,0.47600000,-0.03518374
75360,0.46200000,-0.03127443
75361,0.46200000,-0.02892885
75362,0.46200000,-0.02892885
75363,0.43400000,-0.02111024
75364,0.42000000,-0.01485536
75365,0.40600000,-0.01407349
75366,0.39200000,-0.01329163
75367,0.37800000,-0.01094605
75368,0.35000000,-0.01172791
75369,0.32200000,-0.01094605
75370,0.29400000,-0.01172791
75371,0.28000000,-0.01094605
75372,0.25200000,-0.01172791
75373,0.23800000,-0.01094605
75374,0.19600000,-0.01172791
75375,0.18200000,-0.00781861
75376,0.14000000,-0.00078186
75377,0.11200000,0.00390930
75378,0.08400000,0.00469116
75379,0.05600000,0.00469116
75380,0.01400000,0.00469116
75381,-0.01400000,0.00469116
75382,-0.04200000,0.00469116
75383,-0.05600000,0.00469116
75384,-0.07000000,0.00469116
75385,-0.09800000,0.00469116
75386,-0.09800000,0.00469116
75387,-0.12600000,0.00469116
75388,-0.14000000,0.00781861
75389,-0.12600000,0.02267396
75390,-0.14000000,0.04769351
75391,-0.15400000,0.07818608
75392,-0.14000000,0.09382330
75393,-0.15400000,0.10476935
75394,-0.16800000,0.11258796
75395,-0.15400000,0.10476935
75396,-0.16800000,0.09304144
75397,-0.18200000,0.07271306
75398,-0.16800000,0.04534793
75399,-0.18200000,0.02423769
75400,-0.21000000,0.00156372
75401,-0.19600000,-0.01876466
75402,-0.22400000,-0.03205629
75403,-0.21000000,-0.04222048
75404,-0.23800000,-0.04691165
75405,-0.23800000,-0.04612979
75406,-0.25200000,-0.03752932
75407,-0.25200000,-0.01016419
75408,-0.26600000,0.06567631
75409,-0.28000000,0.18842846
75410,-0.29400000,0.31899922
75411,-0.29400000,0.44487881
75412,-0.32200000,0.47615324
75413,-0.32200000,0.31665364
75414,-0.32200000,0.12822518
75415,-0.33600000,0.10242377
75416,-0.33600000,0.17748241
75417,-0.35000000,0.19937451
75418,-0.33600000,0.12509773
75419,-0.35000000,0.03127443
75420,-0.33600000,-0.01720094
75421,-0.36400000,-0.04065676
75422,-0.35000000,-0.06645817
75423,-0.35000000,-0.07584050
75424,-0.37800000,-0.07114934
75425,-0.37800000,-0.06333073
75426,-0.36400000,-0.05942142
75427,-0.39200000,-0.05473026
75428,-0.37800000,-0.04691165
75429,-0.37800000,-0.04612979
75430,-0.39200000,-0.04065676
75431,-0.39200000,-0.03440188
75432,-0.39200000,-0.02892885
75433,-0.40600000,-0.02111024
75434,-0.39200000,-0.01407349
75435,-0.40600000,-0.01094605
75436,-0.42000000,-0.00860047
75437,-0.42000000,0.00078186
75438,-0.40600000,0.00860047
75439,-0.40600000,0.01407349
75440,-0.40600000,0.02189210
75441,-0.39200000,0.02111024
75442,-0.40600000,0.01641908
75443,-0.39200000,0.01641908
75444,-0.40600000,0.01720094
75445,-0.37800000,0.01641908
75446,-0.37800000,0.01094605
75447,-0.36400000,0.00547303
75448,-0.33600000,0.00469116
75449,-0.28000000,0.00156372
75450,-0.23800000,-0.00078186
75451,-0.19600000,0.00000000
75452,-0.11200000,0.00390930
75453,-0.05600000,0.00703675
75454,0.01400000,0.01407349
75455,0.09800000,0.01329163
75456,0.15400000,0.00234558
75457,0.21000000,-0.00547303
75458,0.26600000,-0.01485536
75459,0.32200000,-0.02501955
75460,0.36400000,-0.02971071
75461,0.36400000,-0.03362002
75462,0.39200000,-0.03440188
75463,0.42000000,-0.03127443
75464,0.42000000,-0.02892885
75465,0.42000000,-0.02971071
75466,0.43400000,-0.02971071
75467,0.42000000,-0.02971071
75468,0.42000000,-0.02971071
75469,0.40600000,-0.02892885
75470,0.39200000,-0.01798280
75471,0.37800000,-0.00625489
75472,0.35000000,-0.00390930
75473,0.35000000,-0.00234558
75474,0.32200000,0.00000000
75475,0.29400000,0.00234558
75476,0.26600000,0.00469116
75477,0.25200000,0.00469116
75478,0.22400000,0.00469116
75479,0.18200000,0.00469116
75480,0.16800000,0.00469116
75481,0.14000000,0.00469116
75482,0.11200000,0.00469116
75483,0.05600000,0.00469116
75484,0.02800000,0.00469116
75485,0.00000000,0.00469116
75486,-0.02800000,0.00469116
75487,-0.04200000,0.00469116
75488,-0.08400000,0.00469116
75489,-0.09800000,0.00703675
75490,-0.11200000,0.01094605
75491,-0.12600000,0.00781861
75492,-0.15400000,0.00469116
75493,-0.16800000,0.00703675
75494,-0.16800000,0.01720094
75495,-0.16800000,0.03440188
75496,-0.18200000,0.06333073
75497,-0.16800000,0.08991400
75498,-0.18200000,0.10476935
75499,-0.19600000,0.11649726
75500,-0.23600000,0.12353401
75501,-0.23600000,0.11649726
75502,-0.25200000,0.09695074
75503,-0.26750000,0.07427678
75504,-0.25200000,0.04534793
75505,-0.28350000,0.02189210
75506,-0.28350000,0.00234558
75507,-0.29900000,-0.01407349
75508,-0.29900000,-0.02501955
75509,-0.29900000,-0.03127443
75510,-0.33050000,-0.02892885
75511,-0.33050000,-0.02892885
75512,-0.36200000,-0.02501955
75513,-0.36200000,0.01172791
75514,-0.36200000,0.10476935
75515,-0.37800000,0.23221267
75516,-0.37800000,0.36356529
75517,-0.39350000,0.47537138
75518,-0.39350000,0.45895231
75519,-0.40950000,0.27130571
75520,-0.40950000,0.11493354
75521,-0.42500000,0.12353401
75522,-0.42500000,0.20015637
75523,-0.42500000,0.19311962
75524,-0.45650000,0.10476935
75525,-0.44100000,0.02423769
75526,-0.44100000,-0.01407349
75527,-0.45650000,-0.03909304
75528,-0.45650000,-0.05942142
75529,-0.47250000,-0.06333073
75530,-0.47250000,-0.06176701
75531,-0.48800000,-0.05707584
75532,-0.48800000,-0.05003909
75533,-0.47250000,-0.04534793
75534,-0.47250000,-0.04065676
75535,-0.50400000,-0.03440188
75536,-0.48800000,-0.02892885
75537,-0.48800000,-0.02892885
75538,-0.50400000,-0.02423769
75539,-0.48800000,-0.01485536
75540,-0.50400000,-0.01094605
75541,-0.48800000,-0.00860047
75542,-0.48800000,0.00078186
75543,-0.48800000,0.00547303
75544,-0.45650000,0.00469116
75545,-0.45650000,0.00703675
75546,-0.45650000,0.01407349
75547,-0.44100000,0.01641908
75548,-0.45650000,0.01641908
75549,-0.44100000,0.01172791
75550,-0.44100000,0.01094605
75551,-0.42500000,0.01641908
75552,-0.40950000,0.01954652
75553,-0.39350000,0.01407349
75554,-0.34650000,0.00781861
75555,-0.31500000,0.00469116
75556,-0.25200000,0.00469116
75557,-0.20450000,0.00469116
75558,-0.12600000,0.00781861
75559,-0.03150000,0.01641908
75560,0.04750000,0.02189210
75561,0.11050000,0.01876466
75562,0.18900000,0.00781861
75563,0.25200000,-0.00312744
75564,0.31500000,-0.01172791
75565,0.36250000,-0.01954652
75566,0.37800000,-0.02580141
75567,0.40950000,-0.02892885
75568,0.42550000,-0.02971071
75569,0.44100000,-0.02971071
75570,0.47250000,-0.02971071
75571,0.47250000,-0.02971071
75572,0.45700000,-0.02658327
75573,0.47250000,-0.02111024
75574,0.45700000,-0.01954652
75575,0.45700000,-0.01485536
75576,0.44100000,-0.01094605
75577,0.42550000,-0.01172791
75578,0.40950000,-0.01016419
75579,0.39400000,-0.00625489
75580,0.36250000,-0.00078186
75581,0.33100000,0.00000000
75582,0.29950000,-0.00234558
75583,0.29950000,-0.00312744
75584,0.25200000,0.00234558
75585,0.22050000,0.00469116
75586,0.18900000,0.00469116
75587,0.15750000,0.01016419
75588,0.11050000,0.01641908
75589,0.07900000,0.01954652
75590,0.04750000,0.01798280
75591,0.01600000,0.01641908
75592,-0.01550000,0.01407349
75593,-0.06300000,0.01407349
75594,-0.09450000,0.01641908
75595,-0.11000000,0.01954652
75596,-0.11000000,0.02267396
75597,-0.14150000,0.02189210
75598,-0.17300000,0.01954652
75599,-0.17300000,0.02189210
75600,-0.18900000,0.03127443
75601,-0.20450000,0.05551212
75602,-0.18900000,0.08365911
75603,-0.20450000,0.10242377
75604,-0.22050000,0.11024238
75605,-0.22050000,0.12118843
75606,-0.22050000,0.12197029
75607,-0.23600000,0.10789679
75608,-0.23600000,0.08600469
75609,-0.25200000,0.06254887
75610,-0.26750000,0.03909304
75611,-0.26750000,0.01798280
75612,-0.28350000,-0.00312744
75613,-0.29900000,-0.02580141
75614,-0.29900000,-0.03440188
75615,-0.33050000,-0.03987490
75616,-0.33050000,-0.04300235
75617,-0.34650000,-0.04300235
75618,-0.33050000,-0.01798280
75619,-0.34650000,0.04534793
75620,-0.36200000,0.15949961
75621,-0.34650000,0.29007037
75622,-0.36200000,0.41907740
75623,-0.36200000,0.48553557
75624,-0.37800000,0.37372948
75625,-0.37800000,0.17513683
75626,-0.37800000,0.10398749
75627,-0.40950000,0.16575450
75628,-0.42250000,0.21032056
75629,-0.45500000,0.15480844
75630,-0.45500000,0.06254887
75631,-0.45500000,0.00312744
75632,-0.47150000,-0.02345582
75633,-0.47150000,-0.05003909
75634,-0.48750000,-0.06333073
75635,-0.48750000,-0.06176701
75636,-0.48750000,-0.05785770
75637,-0.48750000,-0.05473026
75638,-0.52000000,-0.04691165
75639,-0.50400000,-0.04378421
75640,-0.52000000,-0.03752932
75641,-0.52000000,-0.03205629
75642,-0.50400000,-0.02580141
75643,-0.52000000,-0.01954652
75644,-0.52000000,-0.01172791
75645,-0.50400000,-0.01094605
75646,-0.52000000,-0.00390930
75647,-0.50400000,0.00469116
75648,-0.50400000,0.00547303
75649,-0.48750000,0.01016419
75650,-0.48750000,0.01798280
75651,-0.50400000,0.02267396
75652,-0.47150000,0.02189210
75653,-0.48750000,0.02189210
75654,-0.47150000,0.02189210
75655,-0.47150000,0.02189210
75656,-0.45500000,0.02189210
75657,-0.45500000,0.02111024
75658,-0.43900000,0.01641908
75659,-0.40650000,0.01094605
75660,-0.34150000,0.00547303
75661,-0.30900000,0.00469116
75662,-0.22750000,0.00469116
75663,-0.16250000,0.01250977
75664,-0.06500000,0.01954652
75665,0.00000000,0.02267396
75666,0.08100000,0.02189210
75667,0.16250000,0.01876466
75668,0.22750000,0.01329163
75669,0.29250000,0.00234558
75670,0.35750000,-0.00781861
75671,0.37350000,-0.01485536
75672,0.40600000,-0.02032838
75673,0.43850000,-0.02814699
75674,0.45500000,-0.02971071
75675,0.47100000,-0.02971071
75676,0.47100000,-0.02892885
75677,0.47100000,-0.02423769
75678,0.48750000,-0.02189210
75679,0.47100000,-0.01798280
75680,0.47100000,-0.01720094
75681,0.47100000,-0.01407349
75682,0.43850000,-0.01094605
75683,0.43850000,-0.01172791
75684,0.40600000,-0.01094605
75685,0.39000000,-0.01172791
75686,0.35750000,-0.00860047
75687,0.35750000,-0.00312744
75688,0.30850000,0.00000000
75689,0.26000000,0.00390930
75690,0.24350000,0.00469116
75691,0.19500000,0.00390930
75692,0.16250000,0.00156372
75693,0.13000000,0.00156372
75694,0.09750000,0.00390930
75695,0.03250000,0.00469116
75696,0.00000000,0.00469116
75697,-0.03250000,0.00469116
75698,-0.04900000,0.00469116
75699,-0.08150000,0.00469116
75700,-0.13000000,0.00469116
75701,-0.13000000,0.00469116
75702,-0.16250000,0.00469116
75703,-0.16250000,0.00469116
75704,-0.19500000,0.00469116
75705,-0.22750000,0.00781861
75706,-0.21150000,0.02267396
75707,-0.24400000,0.04769351
75708,-0.22750000,0.07818608
75709,-0.26000000,0.09147772
75710,-0.27650000,0.09851446
75711,-0.26000000,0.10789679
75712,-0.27650000,0.10476935
75713,-0.29250000,0.09304144
75714,-0.29250000,0.07271306
75715,-0.30900000,0.04769351
75716,-0.30900000,0.02892885
75717,-0.32500000,0.00469116
75718,-0.32500000,-0.01641908
75719,-0.34150000,-0.03362002
75720,-0.34150000,-0.04378421
75721,-0.37400000,-0.04612979
75722,-0.35750000,-0.04691165
75723,-0.39000000,-0.04300235
75724,-0.39000000,-0.01485536
75725,-0.40650000,0.06724003
75726,-0.40650000,0.19702893
75727,-0.42250000,0.33620016
75728,-0.42250000,0.46755278
75729,-0.43900000,0.49100860
75730,-0.43900000,0.32759969
75731,-0.43900000,0.14151681
75732,-0.47150000,0.12197029
75733,-0.48750000,0.19702893
75734,-0.48750000,0.19311962
75735,-0.50400000,0.10007819
75736,-0.50400000,0.00703675
75737,-0.53650000,-0.03440188
75738,-0.53650000,-0.05707584
75739,-0.52000000,-0.07662236
75740,-0.53650000,-0.07974980
75741,-0.53650000,-0.07114934
75742,-0.55250000,-0.06098514
75743,-0.55250000,-0.05394840
75744,-0.53650000,-0.04925723
75745,-0.56900000,-0.04534793
75746,-0.55250000,-0.04065676
75747,-0.56900000,-0.03440188
75748,-0.55250000,-0.02580141
75749,-0.55250000,-0.01720094
75750,-0.55250000,-0.01172791
75751,-0.55250000,-0.00390930
75752,-0.56900000,0.00234558
75753,-0.55250000,0.01329163
75754,-0.56900000,0.02189210
75755,-0.55250000,0.02423769
75756,-0.55250000,0.03127443
75757,-0.53600000,0.03674746
75758,-0.52000000,0.03987490
75759,-0.53600000,0.04456607
75760,-0.52000000,0.05003909
75761,-0.52000000,0.05082095
75762,-0.52000000,0.05003909
75763,-0.47100000,0.05316654
75764,-0.43850000,0.05238468
75765,-0.42250000,0.04222048
75766,-0.37350000,0.03127443
75767,-0.30850000,0.02423769
75768,-0.22750000,0.02189210
75769,-0.14600000,0.02189210
75770,-0.06500000,0.02189210
75771,0.00000000,0.02189210
75772,0.08150000,0.01876466
75773,0.16250000,0.01329163
75774,0.22750000,0.00000000
75775,0.27650000,-0.01485536
75776,0.32500000,-0.02580141
75777,0.37400000,-0.03674746
75778,0.40650000,-0.04143862
75779,0.42250000,-0.04065676
75780,0.43900000,-0.04300235
75781,0.43900000,-0.04612979
75782,0.43900000,-0.04691165
75783,0.45500000,-0.04378421
75784,0.45500000,-0.03909304
75785,0.45500000,-0.03518374
75786,0.43900000,-0.02892885
75787,0.43900000,-0.02892885
75788,0.43900000,-0.02971071
75789,0.40650000,-0.02971071
75790,0.39000000,-0.02658327
75791,0.37400000,-0.02032838
75792,0.34150000,-0.01485536
75793,0.32500000,-0.01563722
75794,0.29250000,-0.01407349
75795,0.27650000,-0.01094605
75796,0.22750000,-0.01172791
75797,0.19500000,-0.01094605
75798,0.14650000,-0.01172791
75799,0.09750000,-0.01094605
75800,0.06500000,-0.01172791
75801,0.03250000,-0.01094605
75802,0.00000000,-0.01172791
75803,-0.03250000,-0.01094605
75804,-0.08100000,-0.01172791
75805,-0.09750000,-0.01094605
75806,-0.13000000,-0.01172791
75807,-0.14600000,-0.00860047
75808,-0.14600000,-0.00625489
75809,-0.17850000,-0.01094605
75810,-0.17850000,-0.01172791
75811,-0.21100000,-0.00781861
75812,-0.22750000,0.01016419
75813,-0.21100000,0.04143862
75814,-0.22750000,0.07193120
75815,-0.24350000,0.08835027
75816,-0.24350000,0.09851446
75817,-0.26000000,0.10476935
75818,-0.27600000,0.10398749
75819,-0.26000000,0.09304144
75820,-0.26400000,0.07584050
75821,-0.26400000,0.05551212
75822,-0.28050000,0.03283815
75823,-0.29700000,0.00860047
75824,-0.29700000,-0.01720094
75825,-0.31350000,-0.03596560
75826,-0.31350000,-0.04378421
75827,-0.31350000,-0.04612979
75828,-0.34650000,-0.04925723
75829,-0.33000000,-0.05082095
75830,-0.34650000,-0.02736513
75831,-0.34650000,0.05082095
75832,-0.36300000,0.18139171
75833,-0.34650000,0.34167318
75834,-0.36300000,0.52384676
75835,-0.34650000,0.60750586
75836,-0.36300000,0.45269742
75837,-0.37950000,0.21970289
75838,-0.36300000,0.15324472
75839,-0.36300000,0.19781079
75840,-0.37950000,0.15637217
75841,-0.37950000,0.03283815
75842,-0.39600000,-0.05473026
75843,-0.37950000,-0.07740422
75844,-0.39600000,-0.08131353
75845,-0.37950000,-0.08365911
75846,-0.39600000,-0.07818608
75847,-0.37950000,-0.07114934
75848,-0.37950000,-0.06333073
75849,-0.39600000,-0.05707584
75850,-0.37950000,-0.05003909
75851,-0.39600000,-0.04612979
75852,-0.41250000,-0.04378421
75853,-0.39600000,-0.03674746
75854,-0.39600000,-0.02658327
75855,-0.41250000,-0.01720094
75856,-0.39600000,-0.00860047
75857,-0.39600000,0.00156372
75858,-0.41250000,0.01094605
75859,-0.41250000,0.01798280
75860,-0.37950000,0.02267396
75861,-0.39600000,0.02814699
75862,-0.39600000,0.03909304
75863,-0.36300000,0.05003909
75864,-0.36300000,0.05863956
75865,-0.36300000,0.06489445
