'sample interval','PLETH ','II '
112564,-0.29800000,-0.00774527
112565,-0.30550000,-0.00774527
112566,-0.31000000,0.00172117
112567,-0.31100000,0.00172117
112568,-0.31350000,0.00602410
112569,-0.31600000,0.05249570
112570,-0.31850000,0.03872633
112571,-0.32150000,0.05765921
112572,-0.32750000,0.07142857
112573,-0.33450000,0.05765921
112574,-0.34300000,0.02409639
112575,-0.35200000,-0.00258176
112576,-0.36200000,-0.02151463
112577,-0.37400000,-0.03614458
112578,-0.38550000,-0.04561102
112579,-0.39600000,-0.04991394
112580,-0.40850000,-0.04044750
112581,-0.42000000,-0.04561102
112582,-0.43050000,-0.03614458
112583,-0.44150000,-0.01721170
112584,-0.45150000,0.00172117
112585,-0.46050000,-0.06884682
112586,-0.46800000,-0.31927711
112587,-0.47750000,-0.63080895
112588,-0.48400000,-0.76764200
112589,-0.49250000,-0.50774527
112590,-0.49950000,-0.22977625
112591,-0.50450000,-0.07401033
112592,-0.51100000,-0.00258176
112593,-0.51550000,0.01549053
112594,-0.51850000,0.05249570
112595,-0.52050000,0.07142857
112596,-0.51950000,0.08089501
112597,-0.51950000,0.07659208
112598,-0.51700000,0.08089501
112599,-0.51350000,0.09552496
112600,-0.50950000,0.09552496
112601,-0.50500000,0.09552496
112602,-0.50000000,0.09982788
112603,-0.49500000,0.09982788
112604,-0.49200000,0.09552496
112605,-0.49000000,0.10499139
112606,-0.48950000,0.09982788
112607,-0.49100000,0.10499139
112608,-0.49250000,0.09552496
112609,-0.49750000,0.09552496
112610,-0.50450000,0.09552496
112611,-0.51200000,0.09552496
112612,-0.52100000,0.09552496
112613,-0.52700000,0.11445783
112614,-0.53450000,0.10929432
112615,-0.53800000,0.11445783
112616,-0.53800000,0.09552496
112617,-0.53100000,0.10929432
112618,-0.51450000,0.09982788
112619,-0.48550000,0.09552496
112620,-0.44100000,0.08089501
112621,-0.38050000,0.07659208
112622,-0.30450000,0.06712565
112623,-0.21300000,0.06196213
112624,-0.11300000,0.06196213
112625,-0.00500000,0.05765921
112626,0.10000000,0.05249570
112627,0.20050000,0.04302926
112628,0.28800000,0.03872633
112629,0.35950000,0.01979346
112630,0.41350000,0.01979346
112631,0.44800000,0.00602410
112632,0.46650000,0.01462995
112633,0.46950000,0.00172117
112634,0.46150000,0.00172117
112635,0.44450000,0.00172117
112636,0.42100000,0.00172117
112637,0.39300000,0.00172117
112638,0.36100000,0.00172117
112639,0.32750000,0.00172117
112640,0.29200000,0.00172117
112641,0.25400000,0.00172117
112642,0.21450000,0.00172117
112643,0.17450000,0.00172117
112644,0.13150000,0.00172117
112645,0.08850000,0.00172117
112646,0.04550000,0.00172117
112647,0.00250000,0.00172117
112648,-0.04050000,0.00172117
112649,-0.08150000,0.00602410
112650,-0.12300000,0.00172117
112651,-0.15900000,0.00172117
112652,-0.19300000,0.00602410
112653,-0.22300000,0.01462995
112654,-0.24900000,0.00602410
112655,-0.26950000,0.01979346
112656,-0.28450000,0.01032702
112657,-0.29650000,0.01979346
112658,-0.30300000,0.01979346
112659,-0.30650000,0.01979346
112660,-0.30700000,0.00172117
112661,-0.30700000,0.01462995
112662,-0.30550000,0.00602410
112663,-0.30650000,0.02409639
112664,-0.30650000,0.03872633
112665,-0.30900000,0.06712565
112666,-0.31250000,0.07659208
112667,-0.31800000,0.08089501
112668,-0.32400000,0.09552496
112669,-0.33350000,0.08605852
112670,-0.34350000,0.04819277
112671,-0.35350000,0.01032702
112672,-0.36550000,-0.00258176
112673,-0.37700000,-0.01721170
112674,-0.38900000,-0.03614458
112675,-0.40150000,-0.03614458
112676,-0.40350000,-0.04044750
112677,-0.41550000,-0.04044750
112678,-0.42750000,-0.04561102
112679,-0.43700000,-0.04561102
112680,-0.44650000,-0.00258176
112681,-0.45650000,-0.00774527
112682,-0.46450000,-0.20137694
112683,-0.47200000,-0.52667814
112684,-0.47900000,-0.75817556
112685,-0.48400000,-0.67814114
112686,-0.48750000,-0.34251291
112687,-0.49050000,-0.14974182
112688,-0.49350000,-0.01721170
112689,-0.49600000,0.00172117
112690,-0.49600000,0.04302926
112691,-0.49600000,0.06196213
112692,-0.49350000,0.08089501
112693,-0.49050000,0.08605852
112694,-0.48550000,0.09552496
112695,-0.48150000,0.09552496
112696,-0.47350000,0.10499139
112697,-0.46750000,0.10929432
112698,-0.46000000,0.10499139
112699,-0.45300000,0.10929432
112700,-0.44650000,0.11876076
112701,-0.44100000,0.12822719
112702,-0.43700000,0.11445783
112703,-0.43500000,0.12392427
112704,-0.43450000,0.12392427
112705,-0.43600000,0.13339071
112706,-0.43850000,0.11445783
112707,-0.44200000,0.12392427
112708,-0.44800000,0.11445783
112709,-0.45250000,0.12822719
112710,-0.45550000,0.11445783
112711,-0.45900000,0.12822719
112712,-0.45850000,0.11445783
112713,-0.44950000,0.11445783
112714,-0.43250000,0.11445783
112715,-0.40350000,0.11445783
112716,-0.36000000,0.09982788
112717,-0.30050000,0.10929432
112718,-0.22350000,0.09552496
112719,-0.13300000,0.09036145
112720,-0.03050000,0.07659208
112721,0.07600000,0.07659208
112722,0.18350000,0.04819277
112723,0.28600000,0.03872633
112724,0.37650000,0.02925990
112725,0.45050000,0.00602410
112726,0.50900000,0.00172117
112727,0.54700000,0.00172117
112728,0.56850000,0.00172117
112729,0.57450000,0.00172117
112730,0.56950000,0.00172117
112731,0.55500000,0.00172117
112732,0.53250000,0.00172117
112733,0.50800000,0.00172117
112734,0.47800000,0.00172117
112735,0.44550000,0.00172117
112736,0.41250000,0.00172117
112737,0.37550000,0.00172117
112738,0.33800000,0.00172117
112739,0.29900000,0.00172117
112740,0.25850000,0.00172117
112741,0.21700000,-0.00258176
112742,0.17400000,0.00172117
112743,0.13050000,-0.01204819
112744,0.08700000,-0.01721170
112745,0.04450000,-0.01721170
112746,0.00200000,-0.02151463
112747,-0.03850000,-0.01721170
112748,-0.07600000,-0.01721170
112749,-0.11100000,-0.02151463
112750,-0.14250000,-0.02151463
112751,-0.17000000,-0.01721170
112752,-0.19350000,-0.02151463
112753,-0.21100000,-0.02151463
112754,-0.22450000,-0.03614458
112755,-0.23450000,-0.02151463
112756,-0.24300000,-0.03098107
112757,-0.24850000,-0.02151463
112758,-0.25250000,-0.01721170
112759,-0.25700000,-0.01721170
112760,-0.26200000,0.00172117
112761,-0.26700000,0.01462995
112762,-0.27400000,0.02409639
112763,-0.28050000,0.04819277
112764,-0.28950000,0.05765921
112765,-0.29850000,0.04302926
112766,-0.30900000,0.00602410
112767,-0.32000000,-0.00774527
112768,-0.33100000,-0.04561102
112769,-0.34400000,-0.06884682
112770,-0.35600000,-0.08347676
112771,-0.36850000,-0.07831325
112772,-0.38150000,-0.09294320
112773,-0.39350000,-0.08347676
112774,-0.40550000,-0.08777969
112775,-0.41800000,-0.06454389
112776,-0.42850000,-0.02667814
112777,-0.43850000,-0.11187608
112778,-0.44900000,-0.39931153
112779,-0.45650000,-0.72030981
112780,-0.46450000,-0.85714286
112781,-0.47200000,-0.64457831
112782,-0.47800000,-0.31927711
112783,-0.48400000,-0.14974182
112784,-0.48800000,-0.04561102
112785,-0.49150000,-0.02151463
112786,-0.49500000,0.00172117
112787,-0.49600000,0.01032702
112788,-0.49650000,0.01979346
112789,-0.49400000,0.01979346
112790,-0.49150000,0.03872633
112791,-0.48750000,0.03872633
112792,-0.48150000,0.04302926
112793,-0.47700000,0.03872633
112794,-0.47000000,0.04819277
112795,-0.46450000,0.05249570
112796,-0.45900000,0.06712565
112797,-0.45500000,0.06712565
112798,-0.45400000,0.07659208
112799,-0.45300000,0.06712565
112800,-0.45400000,0.06196213
112801,-0.45550000,0.06712565
112802,-0.46100000,0.05765921
112803,-0.46500000,0.06196213
112804,-0.48550000,0.05765921
112805,-0.49050000,0.05765921
112806,-0.49500000,0.05765921
112807,-0.49500000,0.07142857
112808,-0.49250000,0.06712565
112809,-0.48050000,0.07659208
112810,-0.46000000,0.05765921
112811,-0.42400000,0.07142857
112812,-0.37400000,0.05765921
112813,-0.30900000,0.06196213
112814,-0.22700000,0.04302926
112815,-0.13300000,0.03872633
112816,-0.03000000,0.01979346
112817,0.07750000,0.01979346
112818,0.18250000,0.00172117
112819,0.27850000,0.00172117
112820,0.36100000,0.00172117
112821,0.42750000,0.00172117
112822,0.47650000,-0.01204819
112823,0.50900000,-0.01721170
112824,0.52350000,-0.02667814
112825,0.52600000,-0.03098107
112826,0.51800000,-0.03098107
112827,0.50100000,-0.03614458
112828,0.48050000,-0.03098107
112829,0.45500000,-0.03098107
112830,0.42700000,-0.03098107
112831,0.39800000,-0.03098107
112832,0.36450000,-0.01721170
112833,0.33050000,-0.02667814
112834,0.29550000,-0.01721170
112835,0.25850000,-0.01721170
112836,0.22050000,-0.01721170
112837,0.18100000,-0.03614458
112838,0.14100000,-0.01721170
112839,0.10000000,-0.04044750
112840,0.05800000,-0.01721170
112841,0.01650000,-0.03098107
112842,-0.02400000,-0.02151463
112843,-0.06200000,-0.03614458
112844,-0.09800000,-0.03614458
112845,-0.13200000,-0.04561102
112846,-0.16200000,-0.05507745
112847,-0.18850000,-0.04991394
112848,-0.21050000,-0.05507745
112849,-0.22850000,-0.05938038
112850,-0.24300000,-0.05507745
112851,-0.25600000,-0.05507745
112852,-0.26450000,-0.04991394
112853,-0.27300000,-0.04044750
112854,-0.27900000,-0.04044750
112855,-0.28400000,-0.03614458
112856,-0.29100000,-0.02151463
112857,-0.29850000,0.00172117
112858,-0.30450000,0.00172117
112859,-0.31300000,0.01462995
112860,-0.32250000,0.01979346
112861,-0.33300000,0.01979346
112862,-0.34400000,0.00172117
112863,-0.35500000,-0.01721170
112864,-0.36700000,-0.06454389
112865,-0.37900000,-0.07831325
112866,-0.39100000,-0.09724613
112867,-0.40300000,-0.10671256
112868,-0.40850000,-0.11187608
112869,-0.42000000,-0.10671256
112870,-0.43200000,-0.11187608
112871,-0.44200000,-0.09724613
112872,-0.45300000,-0.05507745
112873,-0.46250000,-0.06454389
112874,-0.47200000,-0.28141136
112875,-0.48200000,-0.59294320
112876,-0.49050000,-0.81411360
112877,-0.49700000,-0.70567986
112878,-0.50400000,-0.36144578
112879,-0.51000000,-0.18760757
112880,-0.51600000,-0.06884682
112881,-0.51900000,-0.03614458
112882,-0.52150000,0.00172117
112883,-0.52400000,0.00602410
112884,-0.52400000,0.01979346
112885,-0.52150000,0.01032702
112886,-0.52000000,0.01979346
112887,-0.51600000,0.01979346
112888,-0.51150000,0.01979346
112889,-0.50550000,0.01979346
112890,-0.50050000,0.03872633
112891,-0.49400000,0.03872633
112892,-0.49050000,0.04302926
112893,-0.48700000,0.03872633
112894,-0.48550000,0.05249570
112895,-0.48350000,0.04819277
112896,-0.48550000,0.04819277
112897,-0.48950000,0.03356282
112898,-0.49400000,0.03872633
112899,-0.50150000,0.03356282
112900,-0.50800000,0.02925990
112901,-0.51500000,0.03872633
112902,-0.52150000,0.03872633
112903,-0.52700000,0.03356282
112904,-0.52950000,0.03356282
112905,-0.52500000,0.03872633
112906,-0.51250000,0.02409639
112907,-0.48850000,0.02925990
112908,-0.45250000,0.01979346
112909,-0.39900000,0.01979346
112910,-0.32950000,0.01979346
112911,-0.24500000,0.01462995
112912,-0.14800000,0.00172117
112913,-0.04300000,0.00172117
112914,0.06450000,0.00172117
112915,0.16850000,0.00172117
112916,0.26250000,0.00172117
112917,0.34200000,0.00172117
112918,0.40500000,-0.00774527
112919,0.44850000,-0.00774527
112920,0.47450000,-0.01721170
112921,0.48450000,-0.01721170
112922,0.48200000,-0.02667814
112923,0.46950000,-0.02667814
112924,0.44750000,-0.03098107
112925,0.42200000,-0.03614458
112926,0.39250000,-0.03614458
112927,0.35800000,-0.03098107
112928,0.32300000,-0.03098107
112929,0.28500000,-0.03098107
112930,0.24550000,-0.03098107
112931,0.20550000,-0.03614458
112932,0.16350000,-0.02667814
112933,0.12000000,-0.03614458
112934,0.07700000,-0.03614458
112935,0.03300000,-0.03614458
112936,-0.01100000,-0.02667814
112937,-0.05400000,-0.03614458
112938,-0.09400000,-0.03614458
112939,-0.13350000,-0.03614458
112940,-0.17000000,-0.03098107
112941,-0.20200000,-0.03614458
112942,-0.23000000,-0.03614458
112943,-0.25350000,-0.03614458
112944,-0.27050000,-0.01721170
112945,-0.28500000,-0.03614458
112946,-0.29350000,-0.01721170
112947,-0.30000000,-0.01721170
112948,-0.30250000,-0.01204819
112949,-0.30350000,-0.01721170
112950,-0.30450000,-0.00774527
112951,-0.30600000,-0.01204819
112952,-0.30750000,-0.00774527
112953,-0.31100000,0.00172117
112954,-0.31450000,0.00172117
112955,-0.32150000,0.03356282
112956,-0.32700000,0.04819277
112957,-0.33550000,0.06196213
112958,-0.34500000,0.07659208
112959,-0.35600000,0.06712565
112960,-0.36700000,0.03356282
112961,-0.37900000,0.00602410
112962,-0.39150000,-0.02151463
112963,-0.40400000,-0.03614458
112964,-0.41600000,-0.05507745
112965,-0.42850000,-0.05507745
112966,-0.43900000,-0.06884682
112967,-0.45000000,-0.05507745
112968,-0.46000000,-0.06884682
112969,-0.47000000,-0.05507745
112970,-0.47750000,-0.02151463
112971,-0.48550000,-0.02151463
112972,-0.49200000,-0.23407917
112973,-0.49800000,-0.56024096
112974,-0.50200000,-0.77710843
112975,-0.50650000,-0.66867470
112976,-0.51000000,-0.35714286
112977,-0.51250000,-0.18244406
112978,-0.51400000,-0.06454389
112979,-0.51600000,-0.02151463
112980,-0.51600000,0.00172117
112981,-0.51400000,0.02409639
112982,-0.51250000,0.04302926
112983,-0.50800000,0.03872633
112984,-0.50400000,0.04819277
112985,-0.49900000,0.04819277
112986,-0.49150000,0.06196213
112987,-0.48550000,0.05765921
112988,-0.47700000,0.07659208
112989,-0.47000000,0.07659208
112990,-0.46400000,0.07659208
112991,-0.45850000,0.07659208
112992,-0.45400000,0.09552496
112993,-0.45150000,0.08605852
112994,-0.45050000,0.09552496
112995,-0.45250000,0.09036145
112996,-0.45000000,0.09036145
112997,-0.45500000,0.08605852
112998,-0.45950000,0.09552496
112999,-0.46450000,0.09982788
113000,-0.46850000,0.09552496
113001,-0.47100000,0.09552496
113002,-0.46950000,0.09036145
113003,-0.46350000,0.09552496
113004,-0.44600000,0.08089501
113005,-0.41800000,0.08089501
113006,-0.37550000,0.07659208
113007,-0.31550000,0.07659208
113008,-0.23950000,0.05765921
113009,-0.14900000,0.05249570
113010,-0.04650000,0.03356282
113011,0.06250000,0.02925990
113012,0.17250000,0.01979346
113013,0.27650000,0.01462995
113014,0.36950000,0.00172117
113015,0.44750000,0.00172117
113016,0.50750000,0.00172117
113017,0.55050000,0.00172117
113018,0.57500000,-0.00774527
113019,0.58450000,-0.01204819
113020,0.58000000,-0.01721170
113021,0.56800000,-0.01721170
113022,0.54850000,-0.01721170
113023,0.52350000,-0.01721170
113024,0.49550000,-0.01721170
113025,0.46400000,-0.01721170
113026,0.43100000,-0.01721170
113027,0.39550000,-0.01721170
113028,0.35850000,-0.01721170
113029,0.31850000,-0.01721170
113030,0.27800000,-0.00774527
113031,0.23600000,-0.01204819
113032,0.19350000,-0.00258176
113033,0.14950000,-0.01721170
113034,0.10550000,-0.01721170
113035,0.06250000,-0.03098107
113036,0.01850000,-0.02151463
113037,-0.02400000,-0.03614458
113038,-0.06350000,-0.03614458
113039,-0.09900000,-0.04044750
113040,-0.13350000,-0.03614458
113041,-0.16250000,-0.03614458
113042,-0.18700000,-0.03614458
113043,-0.20650000,-0.04561102
113044,-0.22250000,-0.03614458
113045,-0.23450000,-0.04044750
113046,-0.24200000,-0.04561102
113047,-0.24800000,-0.04991394
113048,-0.25300000,-0.04044750
113049,-0.25700000,-0.04044750
113050,-0.26250000,-0.02667814
113051,-0.26650000,-0.00258176
113052,-0.27350000,0.01032702
113053,-0.28000000,0.00172117
113054,-0.28750000,0.02409639
113055,-0.29850000,0.03872633
113056,-0.30900000,0.01032702
113057,-0.32000000,0.00172117
113058,-0.33150000,-0.03098107
113059,-0.34450000,-0.05938038
113060,-0.36350000,-0.09294320
113061,-0.37700000,-0.09294320
113062,-0.39000000,-0.11187608
113063,-0.40250000,-0.10671256
113064,-0.41400000,-0.10671256
113065,-0.42600000,-0.09294320
113066,-0.43700000,-0.07401033
113067,-0.44750000,-0.03098107
113068,-0.45850000,-0.11187608
113069,-0.46650000,-0.38984509
113070,-0.47500000,-0.71084337
113071,-0.48250000,-0.86144578
113072,-0.48800000,-0.64974182
113073,-0.49450000,-0.32874355
113074,-0.49900000,-0.15404475
113075,-0.50300000,-0.04991394
113076,-0.50600000,-0.01721170
113077,-0.50700000,0.00172117
113078,-0.50800000,0.00172117
113079,-0.50800000,0.00602410
113080,-0.50550000,0.01979346
113081,-0.50200000,0.01979346
113082,-0.49900000,0.03872633
113083,-0.49400000,0.03872633
113084,-0.48800000,0.03872633
113085,-0.48150000,0.04819277
113086,-0.47550000,0.06196213
113087,-0.47050000,0.05765921
113088,-0.46750000,0.06712565
113089,-0.46500000,0.06712565
113090,-0.46350000,0.07659208
113091,-0.46600000,0.06196213
113092,-0.46850000,0.07659208
113093,-0.47150000,0.06196213
113094,-0.47650000,0.05765921
113095,-0.48250000,0.05765921
113096,-0.48700000,0.06712565
113097,-0.49150000,0.05765921
113098,-0.49300000,0.06196213
113099,-0.49050000,0.06196213
113100,-0.48150000,0.06196213
113101,-0.46150000,0.06712565
113102,-0.43050000,0.05765921
113103,-0.38250000,0.06196213
113104,-0.32000000,0.05249570
113105,-0.24300000,0.04302926
113106,-0.15100000,0.01979346
113107,-0.05050000,0.01462995
113108,0.05500000,0.00172117
113109,0.15800000,0.00172117
113110,0.25550000,0.00172117
113111,0.33950000,-0.00258176
113112,0.40700000,-0.01721170
113113,0.45900000,-0.01721170
113114,0.49350000,-0.03614458
113115,0.51250000,-0.03614458
113116,0.51750000,-0.04991394
113117,0.51250000,-0.04991394
113118,0.49850000,-0.05507745
113119,0.47950000,-0.04561102
113120,0.45550000,-0.04991394
113121,0.42950000,-0.03614458
113122,0.40150000,-0.03614458
113123,0.37100000,-0.03614458
113124,0.33800000,-0.03614458
113125,0.30300000,-0.03614458
113126,0.26850000,-0.03614458
113127,0.23050000,-0.03614458
113128,0.19300000,-0.03614458
113129,0.15400000,-0.03614458
113130,0.11300000,-0.04561102
113131,0.07100000,-0.05507745
113132,0.02850000,-0.04044750
113133,-0.01250000,-0.05507745
113134,-0.05300000,-0.05507745
113135,-0.09250000,-0.05507745
113136,-0.12800000,-0.05507745
113137,-0.16000000,-0.05507745
113138,-0.18900000,-0.05507745
113139,-0.21350000,-0.06884682
113140,-0.23350000,-0.05507745
113141,-0.25050000,-0.05507745
113142,-0.26300000,-0.05507745
113143,-0.27150000,-0.07401033
113144,-0.27800000,-0.05938038
113145,-0.28300000,-0.06884682
113146,-0.28700000,-0.05938038
113147,-0.29100000,-0.05507745
113148,-0.29700000,-0.04044750
113149,-0.30250000,-0.01721170
113150,-0.31000000,0.00172117
113151,-0.31750000,0.00172117
113152,-0.32750000,0.00602410
113153,-0.33700000,0.01032702
113154,-0.34800000,0.00172117
113155,-0.36100000,-0.01721170
113156,-0.37350000,-0.06884682
113157,-0.38750000,-0.09724613
113158,-0.40050000,-0.11617900
113159,-0.41300000,-0.12564544
113160,-0.42600000,-0.13080895
113161,-0.43950000,-0.12564544
113162,-0.45100000,-0.13080895
113163,-0.46150000,-0.11187608
113164,-0.47150000,-0.10240964
113165,-0.48050000,-0.06884682
113166,-0.48950000,-0.17297762
113167,-0.49700000,-0.44664372
113168,-0.50450000,-0.76764200
113169,-0.51200000,-0.87607573
113170,-0.51700000,-0.62564544
113171,-0.52200000,-0.33304647
113172,-0.52600000,-0.16867470
113173,-0.53000000,-0.08347676
113174,-0.53350000,-0.04561102
113175,-0.53500000,-0.00774527
113176,-0.53500000,0.00172117
113177,-0.53500000,0.00172117
113178,-0.53350000,0.00172117
113179,-0.53000000,0.00172117
113180,-0.52700000,0.00172117
113181,-0.52100000,0.00602410
113182,-0.51500000,0.01032702
113183,-0.50950000,0.01979346
113184,-0.50450000,0.01979346
113185,-0.49950000,0.01979346
113186,-0.49550000,0.01032702
113187,-0.49450000,0.00172117
113188,-0.49250000,0.00172117
113189,-0.49500000,0.00172117
113190,-0.49750000,0.01979346
113191,-0.50250000,0.00172117
113192,-0.50900000,0.00602410
113193,-0.51500000,0.00172117
113194,-0.52200000,0.01032702
113195,-0.52800000,0.00172117
113196,-0.53150000,0.01462995
113197,-0.53200000,0.01032702
113198,-0.52550000,0.01979346
113199,-0.50900000,0.00602410
113200,-0.48000000,0.00172117
113201,-0.43700000,0.00172117
113202,-0.37600000,0.00172117
113203,-0.30000000,0.00172117
113204,-0.20900000,0.00172117
113205,-0.10650000,0.00172117
113206,0.00150000,0.00172117
113207,0.11000000,-0.00258176
113208,0.21050000,-0.02151463
113209,0.30150000,-0.03098107
113210,0.37500000,-0.03614458
113211,0.43100000,-0.03614458
113212,0.47000000,-0.04561102
113213,0.49150000,-0.04044750
113214,0.49800000,-0.05507745
113215,0.49400000,-0.05507745
113216,0.48000000,-0.05507745
113217,0.46000000,-0.03614458
113218,0.43350000,-0.04561102
113219,0.40550000,-0.03614458
113220,0.37500000,-0.04044750
113221,0.34100000,-0.03614458
113222,0.30550000,-0.03614458
113223,0.26750000,-0.03614458
113224,0.22950000,-0.03614458
113225,0.18850000,-0.03614458
113226,0.14700000,-0.03614458
113227,0.10550000,-0.03614458
113228,0.06200000,-0.03614458
113229,0.01900000,-0.03614458
113230,-0.02250000,-0.03614458
113231,-0.06350000,-0.03614458
113232,-0.10150000,-0.04044750
113233,-0.13800000,-0.04561102
113234,-0.17050000,-0.03614458
113235,-0.19900000,-0.04044750
113236,-0.22250000,-0.03614458
113237,-0.24150000,-0.03614458
113238,-0.25700000,-0.03614458
113239,-0.26850000,-0.04044750
113240,-0.27750000,-0.04044750
113241,-0.28350000,-0.05507745
113242,-0.28850000,-0.03614458
113243,-0.29350000,-0.03614458
113244,-0.29650000,-0.03614458
113245,-0.30150000,-0.05507745
113246,-0.30750000,-0.03614458
113247,-0.31300000,-0.03098107
113248,-0.32050000,-0.01204819
113249,-0.32900000,0.00172117
113250,-0.33950000,0.00172117
113251,-0.34850000,0.01462995
113252,-0.35200000,0.03872633
113253,-0.36400000,0.02925990
113254,-0.37650000,0.00172117
113255,-0.38700000,-0.01204819
113256,-0.39950000,-0.04561102
113257,-0.41250000,-0.05938038
113258,-0.42400000,-0.07831325
113259,-0.43500000,-0.09294320
113260,-0.44600000,-0.09294320
113261,-0.45600000,-0.07831325
113262,-0.46650000,-0.08347676
113263,-0.47650000,-0.07401033
113264,-0.48500000,-0.04561102
113265,-0.49200000,-0.03614458
113266,-0.49850000,-0.22977625
113267,-0.50550000,-0.52667814
113268,-0.51000000,-0.75817556
113269,-0.51500000,-0.68244406
113270,-0.51850000,-0.37091222
113271,-0.52100000,-0.18760757
113272,-0.52350000,-0.06454389
113273,-0.52500000,-0.01721170
113274,-0.52400000,0.00172117
113275,-0.52400000,0.01032702
113276,-0.52250000,0.01979346
113277,-0.51850000,0.03356282
113278,-0.51350000,0.03356282
113279,-0.50800000,0.03872633
113280,-0.50100000,0.03872633
113281,-0.49300000,0.05249570
113282,-0.48500000,0.05249570
113283,-0.47750000,0.05765921
113284,-0.47000000,0.05765921
113285,-0.46450000,0.06712565
113286,-0.45950000,0.06712565
113287,-0.45600000,0.05765921
113288,-0.45600000,0.06196213
113289,-0.45700000,0.05765921
113290,-0.45950000,0.04819277
113291,-0.46200000,0.04819277
113292,-0.46750000,0.05765921
113293,-0.47150000,0.05765921
113294,-0.47750000,0.05765921
113295,-0.48050000,0.04819277
113296,-0.48250000,0.05765921
113297,-0.47600000,0.04819277
113298,-0.46350000,0.05249570
113299,-0.44050000,0.04302926
113300,-0.40100000,0.05249570
113301,-0.34800000,0.03356282
113302,-0.27800000,0.02409639
113303,-0.19300000,0.01979346
113304,-0.09450000,0.01979346
113305,0.01150000,0.01462995
113306,0.12050000,0.00602410
113307,0.22550000,0.00602410
113308,0.32150000,0.00172117
113309,0.40350000,0.00172117
113310,0.46900000,-0.01204819
113311,0.51600000,-0.01204819
113312,0.54550000,-0.03098107
113313,0.55950000,-0.02151463
113314,0.55950000,-0.03614458
113315,0.54950000,-0.03614458
113316,0.53150000,-0.03614458
113317,0.50700000,-0.02667814
113318,0.48000000,-0.03614458
113319,0.44800000,-0.03098107
113320,0.41350000,-0.03614458
113321,0.37750000,-0.03098107
113322,0.33950000,-0.03614458
113323,0.29950000,-0.04561102
113324,0.25850000,-0.05507745
113325,0.21650000,-0.04991394
113326,0.17250000,-0.05507745
113327,0.12950000,-0.05507745
113328,0.08700000,-0.05507745
113329,0.04350000,-0.05507745
113330,0.00250000,-0.06454389
113331,-0.03850000,-0.05938038
113332,-0.07450000,-0.06454389
113333,-0.10900000,-0.07401033
113334,-0.14050000,-0.07401033
113335,-0.16650000,-0.07831325
113336,-0.18950000,-0.07401033
113337,-0.20750000,-0.07401033
113338,-0.22250000,-0.07401033
113339,-0.23400000,-0.07401033
113340,-0.24300000,-0.07401033
113341,-0.24850000,-0.07401033
113342,-0.25500000,-0.07401033
113343,-0.26000000,-0.07831325
113344,-0.26600000,-0.07401033
113345,-0.27150000,-0.07401033
113346,-0.27900000,-0.05938038
113347,-0.28650000,-0.04991394
113348,-0.29550000,-0.01204819
113349,-0.30450000,-0.00774527
113350,-0.31600000,0.00172117
113351,-0.32650000,0.00172117
113352,-0.33800000,0.00172117
113353,-0.35100000,-0.02151463
113354,-0.36250000,-0.05507745
113355,-0.37550000,-0.09294320
113356,-0.38700000,-0.11187608
113357,-0.40050000,-0.12564544
113358,-0.41200000,-0.13080895
113359,-0.42250000,-0.13080895
113360,-0.43400000,-0.13080895
