'sample interval','PLETH','III'
1140145,-0.17800000,-0.89005236
1140146,-0.19950000,-0.37347295
1140147,-0.21900000,-0.03664921
1140148,-0.24100000,0.13612565
1140149,-0.25850000,0.25305410
1140150,-0.27550000,0.32809773
1140151,-0.29600000,0.36125654
1140152,-0.31150000,0.37696335
1140153,-0.32950000,0.40139616
1140154,-0.34050000,0.42582897
1140155,-0.35650000,0.44851658
1140156,-0.37000000,0.46596859
1140157,-0.38350000,0.48865620
1140158,-0.39650000,0.51657941
1140159,-0.40350000,0.53926702
1140160,-0.41700000,0.55497382
1140161,-0.42800000,0.57940663
1140162,-0.43500000,0.60558464
1140163,-0.44600000,0.64746946
1140164,-0.45050000,0.69458988
1140165,-0.45300000,0.72251309
1140166,-0.45300000,0.71902269
1140167,-0.44850000,0.67539267
1140168,-0.42800000,0.59685864
1140169,-0.40350000,0.48516579
1140170,-0.36750000,0.37172775
1140171,-0.31600000,0.27399651
1140172,-0.25750000,0.20418848
1140173,-0.19050000,0.16230366
1140174,-0.11400000,0.11169284
1140175,-0.03350000,0.07155323
1140176,0.04700000,0.05410122
1140177,0.12550000,0.04886562
1140178,0.19750000,0.04712042
1140179,0.26450000,0.03664921
1140180,0.32300000,0.02443281
1140181,0.37250000,0.02966841
1140182,0.41700000,0.03839442
1140183,0.45100000,0.04712042
1140184,0.48000000,0.03839442
1140185,0.50250000,0.03839442
1140186,0.51800000,0.04886562
1140187,0.52700000,0.04886562
1140188,0.53150000,0.04886562
1140189,0.52950000,0.04886562
1140190,0.52500000,0.04886562
1140191,0.50900000,0.04886562
1140192,0.49350000,0.04886562
1140193,0.47100000,0.04886562
1140194,0.44400000,0.04886562
1140195,0.41700000,0.04886562
1140196,0.38800000,0.04712042
1140197,0.36100000,0.03141361
1140198,0.32950000,0.02094241
1140199,0.30300000,0.01221640
1140200,0.27350000,0.01047120
1140201,0.24700000,0.01047120
1140202,0.21750000,0.01047120
1140203,0.19300000,0.02268761
1140204,0.16850000,0.03664921
1140205,0.14150000,0.05061082
1140206,0.11450000,0.07678883
1140207,0.09000000,0.16753927
1140208,0.06500000,0.23036649
1140209,0.03800000,0.10296684
1140210,0.01150000,-0.34729494
1140211,-0.01550000,-1.12565445
1140212,-0.04000000,-1.88307155
1140213,-0.06500000,-2.17626527
1140214,-0.10550000,-1.95462478
1140215,-0.12900000,-1.48167539
1140216,-0.15500000,-0.96509599
1140217,-0.18300000,-0.50087260
1140218,-0.20650000,-0.15881326
1140219,-0.23450000,0.04886562
1140220,-0.25550000,0.20418848
1140221,-0.27900000,0.32111693
1140222,-0.30250000,0.37521815
1140223,-0.32350000,0.41186736
1140224,-0.34250000,0.43979058
1140225,-0.36600000,0.47469459
1140226,-0.38450000,0.49738220
1140227,-0.40100000,0.50959860
1140228,-0.41750000,0.52705061
1140229,-0.43400000,0.54624782
1140230,-0.45000000,0.55497382
1140231,-0.46650000,0.57940663
1140232,-0.48050000,0.62129145
1140233,-0.49450000,0.67364747
1140234,-0.50650000,0.70680628
1140235,-0.51800000,0.73298429
1140236,-0.52500000,0.75567190
1140237,-0.53000000,0.76963351
1140238,-0.52750000,0.75741710
1140239,-0.52300000,0.69458988
1140240,-0.50200000,0.58638743
1140241,-0.47600000,0.45375218
1140242,-0.43850000,0.33333333
1140243,-0.38950000,0.24432810
1140244,-0.32600000,0.17102967
1140245,-0.25550000,0.12390925
1140246,-0.17850000,0.09424084
1140247,-0.10100000,0.06980803
1140248,-0.01900000,0.05410122
1140249,0.05850000,0.04363002
1140250,0.13100000,0.03664921
1140251,0.19900000,0.04363002
1140252,0.25550000,0.05061082
1140253,0.30450000,0.04886562
1140254,0.34650000,0.04886562
1140255,0.37950000,0.04886562
1140256,0.40750000,0.04886562
1140257,0.42650000,0.04886562
1140258,0.44050000,0.04886562
1140259,0.44500000,0.04886562
1140260,0.45000000,0.04886562
1140261,0.44050000,0.04886562
1140262,0.43100000,0.04188482
1140263,0.41700000,0.02966841
1140264,0.39600000,0.02792321
1140265,0.37000000,0.03664921
1140266,0.34650000,0.02617801
1140267,0.31850000,0.04013962
1140268,0.29500000,0.05061082
1140269,0.26700000,0.04886562
1140270,0.24350000,0.04886562
1140271,0.21800000,0.04188482
1140272,0.19450000,0.03664921
1140273,0.17300000,0.04363002
1140274,0.15200000,0.05061082
1140275,0.13100000,0.04886562
1140276,0.10750000,0.04886562
1140277,0.08900000,0.04886562
1140278,0.06550000,0.04886562
1140279,0.04200000,0.04886562
1140280,0.01850000,0.04886562
1140281,-0.00500000,0.05584642
1140282,-0.02850000,0.10820244
1140283,-0.05200000,0.21815009
1140284,-0.07750000,0.29668412
1140285,-0.10100000,0.19197208
1140286,-0.12450000,-0.25130890
1140287,-0.14800000,-1.01047120
1140288,-0.17150000,-1.74869110
1140289,-0.19700000,-2.07678883
1140290,-0.22050000,-1.93891798
1140291,-0.24150000,-1.49214660
1140292,-0.26250000,-0.93368237
1140293,-0.28600000,-0.39616056
1140294,-0.30250000,-0.03664921
1140295,-0.32150000,0.14310646
1140296,-0.34000000,0.25305410
1140297,-0.35650000,0.33507853
1140298,-0.37050000,0.39441536
1140299,-0.38450000,0.44328098
1140300,-0.40100000,0.47120419
1140301,-0.41750000,0.49040140
1140302,-0.42900000,0.49738220
1140303,-0.43850000,0.50785340
1140304,-0.45500000,0.54101222
1140305,-0.46650000,0.56544503
1140306,-0.48050000,0.58987784
1140307,-0.49000000,0.60558464
1140308,-0.49950000,0.63001745
1140309,-0.50900000,0.65619546
1140310,-0.51800000,0.68237347
1140311,-0.52300000,0.71902269
1140312,-0.52500000,0.74345550
1140313,-0.52500000,0.74694590
1140314,-0.51350000,0.72425829
1140315,-0.49450000,0.67364747
1140316,-0.46450000,0.60732984
1140317,-0.42200000,0.51483421
1140318,-0.37050000,0.40314136
1140319,-0.30250000,0.29842932
1140320,-0.22500000,0.21815009
1140321,-0.14100000,0.16579407
1140322,-0.05400000,0.12390925
1140323,0.03500000,0.08376963
1140324,0.11950000,0.06108202
1140325,0.19900000,0.05061082
1140326,0.27650000,0.04886562
1140327,0.33750000,0.04886562
1140328,0.39600000,0.04886562
1140329,0.44300000,0.04188482
1140330,0.48250000,0.04188482
1140331,0.51550000,0.05061082
1140332,0.53650000,0.04886562
1140333,0.55550000,0.04886562
1140334,0.56950000,0.04886562
1140335,0.57150000,0.05410122
1140336,0.57400000,0.06980803
1140337,0.56700000,0.08726003
1140338,0.55300000,0.08726003
1140339,0.53650000,0.08551483
1140340,0.51800000,0.07155323
1140341,0.49450000,0.05584642
1140342,0.48050000,0.04886562
1140343,0.45000000,0.04886562
1140344,0.42200000,0.04886562
1140345,0.39400000,0.04886562
1140346,0.36550000,0.04886562
1140347,0.33750000,0.04886562
1140348,0.31200000,0.04886562
1140349,0.28150000,0.04886562
1140350,0.25550000,0.04886562
1140351,0.23000000,0.04886562
1140352,0.20650000,0.04886562
1140353,0.17800000,0.05061082
1140354,0.15250000,0.08900524
1140355,0.12650000,0.19546248
1140356,0.09850000,0.28446771
1140357,0.07050000,0.17626527
1140358,0.04250000,-0.24083770
1140359,0.01400000,-0.99301920
1140360,-0.01150000,-1.74520070
1140361,-0.04200000,-2.10296684
1140362,-0.06800000,-1.98429319
1140363,-0.09600000,-1.53577661
1140364,-0.12200000,-0.96160558
1140365,-0.14750000,-0.42757417
1140366,-0.17100000,-0.05061082
1140367,-0.19700000,0.15008726
1140368,-0.22250000,0.26527051
1140369,-0.24350000,0.34554974
1140370,-0.26950000,0.39965096
1140371,-0.28800000,0.42757417
1140372,-0.30700000,0.45549738
1140373,-0.32800000,0.46945899
1140374,-0.34700000,0.47120419
1140375,-0.36300000,0.48342059
1140376,-0.37750000,0.50261780
1140377,-0.39150000,0.52879581
1140378,-0.40750000,0.55322862
1140379,-0.42200000,0.57940663
1140380,-0.43350000,0.60383944
1140381,-0.44500000,0.63176265
1140382,-0.45450000,0.67190227
1140383,-0.46650000,0.71902269
1140384,-0.47350000,0.73821990
1140385,-0.47550000,0.73821990
1140386,-0.47100000,0.71902269
1140387,-0.45950000,0.64921466
1140388,-0.43800000,0.53752182
1140389,-0.40550000,0.43106457
1140390,-0.36300000,0.32635253
1140391,-0.30450000,0.22513089
1140392,-0.24150000,0.15881326
1140393,-0.16650000,0.10122164
1140394,-0.09150000,0.06282723
1140395,-0.00950000,0.05061082
1140396,0.06550000,0.04886562
1140397,0.13850000,0.04886562
1140398,0.20400000,0.04886562
1140399,0.26500000,0.04886562
1140400,0.31650000,0.04886562
1140401,0.36100000,0.04886562
1140402,0.39400000,0.04886562
1140403,0.42450000,0.04886562
1140404,0.44750000,0.04886562
1140405,0.46400000,0.04886562
1140406,0.45200000,0.04886562
1140407,0.45650000,0.04886562
1140408,0.45200000,0.04886562
1140409,0.44500000,0.04886562
1140410,0.43100000,0.04886562
1140411,0.41200000,0.04886562
1140412,0.39150000,0.04886562
1140413,0.36550000,0.04886562
1140414,0.33750000,0.04886562
1140415,0.31000000,0.04886562
1140416,0.28400000,0.04886562
1140417,0.25600000,0.04886562
1140418,0.22850000,0.04886562
1140419,0.20750000,0.04886562
1140420,0.18150000,0.04886562
1140421,0.15850000,0.04886562
1140422,0.13300000,0.04886562
1140423,0.10700000,0.04886562
1140424,0.08400000,0.04188482
1140425,0.06050000,0.02966841
1140426,0.03250000,0.01745201
1140427,0.00700000,0.03141361
1140428,-0.01850000,0.04886562
1140429,-0.04400000,0.04886562
1140430,-0.07200000,0.04886562
1140431,-0.09750000,0.04886562
1140432,-0.12300000,0.04886562
1140433,-0.14900000,0.04886562
1140434,-0.17700000,0.04886562
1140435,-0.20450000,0.04886562
1140436,-0.22800000,0.04886562
1140437,-0.25150000,0.04886562
1140438,-0.27900000,0.04886562
1140439,-0.30250000,0.04886562
1140440,-0.32600000,0.04886562
1140441,-0.34650000,0.04886562
1140442,-0.36750000,0.04886562
1140443,-0.38650000,0.04886562
1140444,-0.40250000,0.04886562
1140445,-0.42350000,0.04886562
1140446,-0.43750000,0.04886562
1140447,-0.45400000,0.04886562
1140448,-0.46800000,0.04886562
1140449,-0.48200000,0.07678883
1140450,-0.49550000,0.17626527
1140451,-0.50950000,0.29668412
1140452,-0.52350000,0.25828970
1140453,-0.53550000,-0.06282723
1140454,-0.54450000,-0.72600349
1140455,-0.55650000,-1.55671902
1140456,-0.56550000,-2.08551483
1140457,-0.57700000,-2.08027923
1140458,-0.58650000,-1.70855148
1140459,-0.59350000,-1.20069808
1140460,-0.60050000,-0.68586387
1140461,-0.60750000,-0.26003490
1140462,-0.61200000,0.00698080
1140463,-0.61900000,0.16753927
1140464,-0.62600000,0.27748691
1140465,-0.63100000,0.34729494
1140466,-0.63800000,0.39441536
1140467,-0.64250000,0.42059337
1140468,-0.64950000,0.43455497
1140469,-0.65150000,0.45200698
1140470,-0.66750000,0.46247818
1140471,-0.67450000,0.47120419
1140472,-0.67450000,0.47120419
1140473,-0.67950000,0.47120419
1140474,-0.68400000,0.48342059
1140475,-0.68650000,0.51483421
1140476,-0.68650000,0.55846422
1140477,-0.68650000,0.60209424
1140478,-0.68650000,0.63176265
1140479,-0.68200000,0.65794066
1140480,-0.67450000,0.69109948
1140481,-0.65800000,0.71727749
1140482,-0.63900000,0.72425829
1140483,-0.60350000,0.69808028
1140484,-0.56300000,0.61954625
1140485,-0.50350000,0.51832461
1140486,-0.43250000,0.41186736
1140487,-0.34950000,0.30017452
1140488,-0.25900000,0.19895288
1140489,-0.15450000,0.13787086
1140490,-0.05250000,0.08900524
1140491,0.05200000,0.05410122
1140492,0.15200000,0.02443281
1140493,0.24700000,0.02268761
1140494,0.33250000,0.02268761
1140495,0.41050000,0.01221640
1140496,0.47700000,0.01047120
1140497,0.53400000,0.00349040
1140498,0.58150000,-0.00174520
1140499,0.62450000,0.00698080
1140500,0.65300000,0.02966841
1140501,0.67900000,0.04886562
1140502,0.69350000,0.04886562
1140503,0.70300000,0.04886562
1140504,0.70300000,0.04886562
1140505,0.69550000,0.04886562
1140506,0.68850000,0.04886562
1140507,0.66950000,0.04886562
1140508,0.65050000,0.04886562
1140509,0.62700000,0.04886562
1140510,0.60050000,0.04886562
1140511,0.57450000,0.04886562
1140512,0.54350000,0.04886562
1140513,0.51750000,0.04886562
1140514,0.48650000,0.04886562
1140515,0.45800000,0.04886562
1140516,0.42750000,0.04712042
1140517,0.40100000,0.03664921
1140518,0.37250000,0.01919721
1140519,0.34650000,0.01047120
1140520,0.31800000,0.01047120
1140521,0.29200000,0.01047120
1140522,0.26600000,0.01047120
1140523,0.23950000,0.01745201
1140524,0.21100000,0.03664921
1140525,0.18050000,0.04886562
1140526,0.14950000,0.04712042
1140527,0.12350000,0.03141361
1140528,0.09250000,0.01570681
1140529,0.06650000,0.01047120
1140530,0.03800000,0.01047120
1140531,0.00450000,0.02268761
1140532,-0.02400000,0.03664921
1140533,-0.04750000,0.06457243
1140534,-0.07600000,0.15532286
1140535,-0.10250000,0.23734729
1140536,-0.13100000,0.13089005
1140537,-0.15450000,-0.31064572
1140538,-0.18050000,-1.08900524
1140539,-0.20450000,-1.84991274
1140540,-0.23050000,-2.13787086
1140541,-0.24950000,-1.92495637
1140542,-0.26850000,-1.48516579
1140543,-0.29000000,-1.01396161
1140544,-0.30900000,-0.55322862
1140545,-0.32550000,-0.19720768
1140546,-0.34000000,0.00872600
1140547,-0.35400000,0.14485166
1140548,-0.36850000,0.25654450
1140549,-0.38250000,0.32286213
1140550,-0.39700000,0.36649215
1140551,-0.40650000,0.40663176
1140552,-0.42050000,0.42059337
1140553,-0.43250000,0.41012216
1140554,-0.44450000,0.42582897
1140555,-0.45400000,0.44502618
1140556,-0.46800000,0.46247818
1140557,-0.48000000,0.49738220
1140558,-0.49200000,0.53577661
1140559,-0.50150000,0.58289703
1140560,-0.51300000,0.62303665
1140561,-0.52050000,0.65619546
1140562,-0.52750000,0.68586387
1140563,-0.53000000,0.72076789
1140564,-0.53000000,0.73647469
1140565,-0.52750000,0.72600349
1140566,-0.51100000,0.69284468
1140567,-0.49200000,0.61082024
1140568,-0.45600000,0.49738220
1140569,-0.41100000,0.38394415
1140570,-0.35150000,0.27923211
1140571,-0.28500000,0.18499127
1140572,-0.20450000,0.10994764
1140573,-0.11900000,0.06806283
1140574,-0.02850000,0.05061082
1140575,0.06400000,0.04886562
1140576,0.15400000,0.04886562
1140577,0.23750000,0.04886562
1140578,0.31550000,0.04886562
1140579,0.38450000,0.04886562
1140580,0.44650000,0.04886562
1140581,0.49600000,0.04886562
1140582,0.53900000,0.04886562
1140583,0.57200000,0.04886562
1140584,0.60300000,0.04886562
1140585,0.62200000,0.04886562
1140586,0.63400000,0.04886562
1140587,0.63850000,0.04886562
1140588,0.64100000,0.04886562
1140589,0.63400000,0.04886562
1140590,0.61750000,0.04886562
1140591,0.60050000,0.04886562
1140592,0.57950000,0.04886562
1140593,0.55550000,0.04886562
1140594,0.52950000,0.04886562
1140595,0.50100000,0.04886562
1140596,0.47000000,0.07155323
1140597,0.44400000,0.15357766
1140598,0.38750000,0.24432810
1140599,0.36100000,0.18324607
1140600,0.33500000,-0.14834206
1140601,0.31100000,-0.82897033
1140602,0.28450000,-1.63350785
1140603,0.25850000,-2.10471204
1140604,0.23400000,-2.07678883
1140605,0.20800000,-1.70157068
1140606,0.18150000,-1.16753927
1140607,0.15750000,-0.62652705
1140608,0.13150000,-0.21116928
1140609,0.10750000,0.02792321
1140610,0.07900000,0.18848168
1140611,0.05500000,0.31413613
1140612,0.02850000,0.39965096
1140613,0.00450000,0.43630017
1140614,-0.01950000,0.45200698
1140615,-0.04600000,0.46945899
1140616,-0.06750000,0.48691099
1140617,-0.09150000,0.50261780
1140618,-0.11350000,0.50959860
1140619,-0.13750000,0.51657941
1140620,-0.15950000,0.55322862
1140621,-0.18150000,0.59511344
1140622,-0.20350000,0.63176265
1140623,-0.22100000,0.65794066
1140624,-0.24050000,0.69109948
1140625,-0.25800000,0.71902269
1140626,-0.27550000,0.74345550
1140627,-0.28850000,0.74520070
1140628,-0.29750000,0.70680628
1140629,-0.30600000,0.62478185
1140630,-0.30400000,0.51832461
1140631,-0.29950000,0.40139616
1140632,-0.28000000,0.29319372
1140633,-0.25800000,0.19895288
1140634,-0.22100000,0.12216405
1140635,-0.17900000,0.06806283
1140636,-0.12450000,0.05061082
1140637,-0.07000000,0.03664921
1140638,-0.00650000,0.02443281
1140639,0.05500000,0.01221640
1140640,0.11400000,0.01047120
1140641,0.16650000,0.02268761
1140642,0.21650000,0.02443281
1140643,0.26250000,0.02443281
1140644,0.29550000,0.04013962
1140645,0.32600000,0.05061082
1140646,0.35000000,0.04886562
1140647,0.36750000,0.04886562
1140648,0.37650000,0.04886562
1140649,0.37850000,0.04886562
1140650,0.37650000,0.04886562
1140651,0.37000000,0.04886562
1140652,0.35650000,0.04886562
1140653,0.34150000,0.04886562
1140654,0.32150000,0.04886562
1140655,0.30000000,0.04886562
1140656,0.27350000,0.04886562
1140657,0.24750000,0.04188482
1140658,0.22100000,0.03490401
1140659,0.19500000,0.02617801
1140660,0.17100000,0.02966841
1140661,0.14650000,0.04886562
1140662,0.10100000,0.04188482
1140663,0.08000000,0.02443281
1140664,0.06300000,0.02443281
1140665,0.04400000,0.03490401
1140666,0.02550000,0.03141361
1140667,0.00850000,0.02268761
1140668,-0.01250000,0.03141361
1140669,-0.02950000,0.04886562
1140670,-0.05050000,0.04886562
1140671,-0.06950000,0.04886562
1140672,-0.09050000,0.04712042
1140673,-0.10900000,0.03141361
1140674,-0.13000000,0.01570681
1140675,-0.15350000,0.01221640
1140676,-0.17000000,0.02792321
1140677,-0.19100000,0.04363002
1140678,-0.21450000,0.05061082
1140679,-0.23100000,0.04886562
1140680,-0.25000000,0.04886562
1140681,-0.27100000,0.07504363
1140682,-0.28800000,0.15532286
1140683,-0.30650000,0.22338569
1140684,-0.32350000,0.12390925
1140685,-0.34050000,-0.27748691
1140686,-0.35700000,-1.01221640
1140687,-0.37200000,-1.74520070
1140688,-0.38450000,-2.08726003
1140689,-0.39900000,-1.95811518
1140690,-0.40750000,-1.52530541
1140691,-0.42250000,-0.99127400
1140692,-0.43500000,-0.47120419
1140693,-0.44350000,-0.10820244
1140694,-0.45400000,0.08726003
1140695,-0.46200000,0.22338569
1140696,-0.47500000,0.30366492
1140697,-0.48100000,0.33682373
1140698,-0.49400000,0.36300175
1140699,-0.50000000,0.38743455
1140700,-0.50650000,0.41186736
1140701,-0.51500000,0.42757417
1140702,-0.52100000,0.44851658
1140703,-0.52750000,0.46596859
1140704,-0.53150000,0.47120419
1140705,-0.53800000,0.47120419
1140706,-0.54200000,0.48342059
1140707,-0.54850000,0.50087260
1140708,-0.55050000,0.51832461
1140709,-0.55450000,0.55846422
1140710,-0.55450000,0.61082024
1140711,-0.55450000,0.65968586
1140712,-0.55050000,0.69458988
1140713,-0.54000000,0.69109948
1140714,-0.52300000,0.64921466
1140715,-0.49150000,0.57766143
1140716,-0.45400000,0.49040140
1140717,-0.40150000,0.39790576
1140718,-0.33600000,0.29319372
1140719,-0.26450000,0.20069808
1140720,-0.18050000,0.13263525
1140721,-0.09650000,0.08027923
1140722,-0.01050000,0.05759162
1140723,0.07600000,0.04363002
1140724,0.15750000,0.02966841
1140725,0.23350000,0.00523560
1140726,0.29850000,-0.01745201
1140727,0.35550000,-0.02617801
1140728,0.40600000,-0.02443281
1140729,0.44550000,-0.02617801
1140730,0.48350000,-0.01570681
1140731,0.51100000,-0.01919721
1140732,0.53400000,-0.00174520
1140733,0.54650000,0.02966841
1140734,0.55700000,0.04886562
1140735,0.55700000,0.04886562
1140736,0.55500000,0.04886562
1140737,0.54650000,0.04886562
1140738,0.53400000,0.04712042
1140739,0.51500000,0.03664921
1140740,0.49600000,0.01919721
1140741,0.47500000,0.01047120
1140742,0.45000000,0.01047120
1140743,0.42450000,0.00349040
1140744,0.40150000,-0.01221640
1140745,0.37650000,-0.01919721
1140746,0.35100000,-0.03315881
1140747,0.32800000,-0.03664921
1140748,0.30300000,-0.02617801
1140749,0.27950000,-0.01745201
1140750,0.25650000,0.00174520
1140751,0.23150000,0.01221640
1140752,0.20600000,0.00349040
1140753,0.18300000,-0.00698080
1140754,0.15550000,-0.01221640
1140755,0.13050000,0.00174520
1140756,0.10750000,0.01221640
1140757,0.07800000,0.03141361
1140758,0.05250000,0.10645724
1140759,0.02750000,0.19371728
1140760,0.00000000,0.14485166
1140761,-0.02500000,-0.19895288
1140762,-0.05000000,-0.90924956
1140763,-0.07550000,-1.73472949
1140764,-0.10300000,-2.20418848
1140765,-0.12600000,-2.14136126
1140766,-0.14900000,-1.73647469
1140767,-0.17000000,-1.23036649
1140768,-0.19100000,-0.72600349
1140769,-0.21200000,-0.31588133
1140770,-0.23300000,-0.06108202
1140771,-0.25400000,0.09598604
1140772,-0.27300000,0.21640489
1140773,-0.28750000,0.30017452
1140774,-0.30650000,0.33682373
1140775,-0.32350000,0.36300175
1140776,-0.33600000,0.39616056
1140777,-0.35300000,0.40837696
1140778,-0.36950000,0.40837696
1140779,-0.38250000,0.42582897
1140780,-0.39700000,0.45026178
1140781,-0.40750000,0.47818499
1140782,-0.41800000,0.50436300
1140783,-0.43250000,0.54624782
1140784,-0.44100000,0.59336824
1140785,-0.45350000,0.63001745
1140786,-0.46000000,0.66492147
1140787,-0.46850000,0.69458988
1140788,-0.47250000,0.71204188
1140789,-0.47250000,0.70506108
1140790,-0.47900000,0.65619546
1140791,-0.46850000,0.57242583
1140792,-0.45150000,0.46422339
1140793,-0.42650000,0.34380454
1140794,-0.38650000,0.23211169
1140795,-0.34050000,0.13612565
1140796,-0.28350000,0.07504363
1140797,-0.21850000,0.04886562
1140798,-0.15100000,0.03141361
1140799,-0.07750000,0.01570681
1140800,-0.00600000,-0.00349040
1140801,0.06300000,-0.00698080
1140802,0.12600000,0.00174520
1140803,0.18500000,0.01221640
1140804,0.23550000,0.00872600
1140805,0.27950000,0.00523560
1140806,0.31550000,0.01047120
1140807,0.34250000,0.02792321
1140808,0.36800000,0.04363002
1140809,0.38250000,0.05061082
1140810,0.39300000,0.04188482
1140811,0.39500000,0.03664921
1140812,0.39300000,0.04363002
1140813,0.38900000,0.05061082
1140814,0.37400000,0.04886562
1140815,0.35950000,0.04886562
1140816,0.34500000,0.04712042
1140817,0.32150000,0.02966841
1140818,0.30250000,0.01047120
1140819,0.27950000,0.00000000
1140820,0.25850000,0.00523560
1140821,0.23550000,0.00349040
1140822,0.21650000,0.00698080
1140823,0.19350000,0.01047120
1140824,0.17650000,0.01047120
1140825,0.15550000,0.00349040
1140826,0.13650000,-0.01221640
1140827,0.11800000,-0.02443281
1140828,0.09900000,-0.00698080
1140829,0.07600000,0.01047120
1140830,0.05700000,0.02443281
1140831,0.03600000,0.03490401
1140832,0.01500000,0.03141361
1140833,-0.00400000,0.02268761
1140834,-0.02700000,0.02443281
1140835,-0.04800000,0.04537522
