'sample interval','PLETH','III'
112679,0.46100000,0.01250000
112680,0.44700000,0.02550000
112681,0.42400000,0.04650000
112682,0.38750000,0.07250000
112683,0.33900000,0.09300000
112684,0.27900000,0.11200000
112685,0.21650000,0.11750000
112686,0.14750000,0.10250000
112687,0.07600000,0.08000000
112688,0.00700000,0.05250000
112689,-0.06000000,0.02800000
112690,-0.12200000,0.01250000
112691,-0.17050000,0.00500000
112692,-0.21450000,-0.00350000
112693,-0.24400000,-0.01450000
112694,-0.26050000,-0.02050000
112695,-0.26750000,-0.02550000
112696,-0.26500000,-0.02900000
112697,-0.25800000,-0.03000000
112698,-0.23950000,-0.03300000
112699,-0.22600000,-0.03300000
112700,-0.20500000,-0.03250000
112701,-0.18900000,-0.02550000
112702,-0.17300000,-0.00850000
112703,-0.16350000,-0.00650000
112704,-0.15900000,-0.05050000
112705,-0.15650000,-0.11250000
112706,-0.16100000,-0.16650000
112707,-0.16800000,-0.21450000
112708,-0.17950000,-0.25200000
112709,-0.19800000,-0.27100000
112710,-0.21650000,-0.24900000
112711,-0.23750000,-0.18000000
112712,-0.26050000,-0.10050000
112713,-0.28350000,-0.03650000
112714,-0.30650000,0.00200000
112715,-0.33200000,0.01650000
112716,-0.35250000,0.01950000
112717,-0.37800000,0.02150000
112718,-0.40100000,0.02200000
112719,-0.41950000,0.02500000
112720,-0.43800000,0.02500000
112721,-0.45400000,0.02500000
112722,-0.47000000,0.02500000
112723,-0.48150000,0.02650000
112724,-0.49300000,0.02850000
112725,-0.50250000,0.02900000
112726,-0.50950000,0.02900000
112727,-0.51600000,0.03050000
112728,-0.52100000,0.03450000
112729,-0.52100000,0.04000000
112730,-0.51600000,0.04300000
112731,-0.51400000,0.04400000
112732,-0.50450000,0.04550000
112733,-0.48600000,0.04800000
112734,-0.46550000,0.04750000
112735,-0.43550000,0.04350000
112736,-0.39250000,0.03800000
112737,-0.34150000,0.03250000
112738,-0.28300000,0.02850000
112739,-0.21500000,0.02550000
112740,-0.13800000,0.02150000
112741,-0.05650000,0.01650000
112742,0.03000000,0.00900000
112743,0.11900000,0.00500000
112744,0.20050000,0.00450000
112745,0.27550000,0.00300000
112746,0.34550000,0.00150000
112747,0.39900000,0.00050000
112748,0.44100000,0.00000000
112749,0.46950000,0.00300000
112750,0.48100000,0.00850000
112751,0.48100000,0.01600000
112752,0.46450000,0.02750000
112753,0.43900000,0.04800000
112754,0.39700000,0.06750000
112755,0.35000000,0.08800000
112756,0.29150000,0.10500000
112757,0.22150000,0.10950000
112758,0.15400000,0.09750000
112759,0.07700000,0.07750000
112760,0.00700000,0.04900000
112761,-0.06100000,0.02200000
112762,-0.11950000,0.00900000
112763,-0.17300000,0.00100000
112764,-0.21300000,-0.00900000
112765,-0.24100000,-0.01800000
112766,-0.25700000,-0.02200000
112767,-0.26200000,-0.02200000
112768,-0.25700000,-0.02400000
112769,-0.24800000,-0.02950000
112770,-0.23400000,-0.02950000
112771,-0.21500000,-0.02450000
112772,-0.19650000,-0.02050000
112773,-0.18000000,-0.01600000
112774,-0.16600000,-0.00300000
112775,-0.15700000,-0.00800000
112776,-0.15450000,-0.05550000
112777,-0.15200000,-0.11500000
112778,-0.15900000,-0.16650000
112779,-0.16850000,-0.21250000
112780,-0.18250000,-0.24400000
112781,-0.19900000,-0.25100000
112782,-0.21750000,-0.21400000
112783,-0.23850000,-0.14000000
112784,-0.26400000,-0.06050000
112785,-0.28750000,-0.00300000
112786,-0.31550000,0.02450000
112787,-0.33900000,0.03750000
112788,-0.36450000,0.04450000
112789,-0.38800000,0.04950000
112790,-0.41600000,0.04950000
112791,-0.43700000,0.04900000
112792,-0.45800000,0.04900000
112793,-0.47900000,0.05000000
112794,-0.49300000,0.05100000
112795,-0.50950000,0.05250000
112796,-0.52350000,0.05450000
112797,-0.53050000,0.05450000
112798,-0.53750000,0.05450000
112799,-0.54450000,0.05850000
112800,-0.53950000,0.06000000
112801,-0.53950000,0.05650000
112802,-0.53750000,0.05450000
112803,-0.53000000,0.05650000
112804,-0.51600000,0.05800000
112805,-0.50200000,0.05650000
112806,-0.47800000,0.05800000
112807,-0.44950000,0.05800000
112808,-0.40950000,0.05750000
112809,-0.35500000,0.05250000
112810,-0.29800000,0.04500000
112811,-0.22700000,0.04150000
112812,-0.14650000,0.03800000
112813,-0.05900000,0.02800000
112814,0.02850000,0.02300000
112815,0.11350000,0.02000000
112816,0.19900000,0.01750000
112817,0.27700000,0.01800000
112818,0.33850000,0.01800000
112819,0.39550000,0.01800000
112820,0.43550000,0.02100000
112821,0.46400000,0.02350000
112822,0.47600000,0.02550000
112823,0.47100000,0.03250000
112824,0.45450000,0.05250000
112825,0.42600000,0.07950000
112826,0.38350000,0.10600000
112827,0.33150000,0.13050000
112828,0.27250000,0.14350000
112829,0.20150000,0.14550000
112830,0.13000000,0.13500000
112831,0.05700000,0.11250000
112832,-0.01650000,0.08100000
112833,-0.08300000,0.05350000
112834,-0.14450000,0.03650000
112835,-0.18950000,0.02700000
112836,-0.22950000,0.02150000
112837,-0.25800000,0.01750000
112838,-0.27200000,0.01450000
112839,-0.27450000,0.01250000
112840,-0.27200000,0.01400000
112841,-0.25800000,0.01050000
112842,-0.24400000,0.01250000
112843,-0.22500000,0.01550000
112844,-0.20600000,0.01500000
112845,-0.19150000,0.02150000
112846,-0.17500000,0.03500000
112847,-0.16800000,0.02600000
112848,-0.16350000,-0.02500000
112849,-0.16350000,-0.08750000
112850,-0.17050000,-0.14900000
112851,-0.17750000,-0.19650000
112852,-0.19150000,-0.21900000
112853,-0.20600000,-0.21800000
112854,-0.22700000,-0.17750000
112855,-0.24600000,-0.10050000
112856,-0.26750000,-0.02400000
112857,-0.29350000,0.02950000
112858,-0.31250000,0.05400000
112859,-0.33850000,0.06550000
112860,-0.36450000,0.06800000
112861,-0.38600000,0.06950000
112862,-0.40700000,0.06900000
112863,-0.43300000,0.07100000
112864,-0.44400000,0.07700000
112865,-0.46050000,0.07650000
112866,-0.47750000,0.07650000
112867,-0.49400000,0.08150000
112868,-0.50600000,0.08650000
112869,-0.51750000,0.08950000
112870,-0.52700000,0.09250000
112871,-0.53200000,0.09650000
112872,-0.53200000,0.10350000
112873,-0.53200000,0.10700000
112874,-0.53200000,0.10800000
112875,-0.52250000,0.10800000
112876,-0.51300000,0.11100000
112877,-0.49150000,0.11300000
112878,-0.46550000,0.11300000
112879,-0.43200000,0.11450000
112880,-0.38950000,0.11650000
112881,-0.33250000,0.10950000
112882,-0.26850000,0.09850000
112883,-0.19250000,0.08750000
112884,-0.10700000,0.08000000
112885,-0.01650000,0.07450000
112886,0.07150000,0.06250000
112887,0.16150000,0.05350000
112888,0.24450000,0.05400000
112889,0.32550000,0.05800000
112890,0.38950000,0.05850000
112891,0.44200000,0.06150000
112892,0.47750000,0.06500000
112893,0.50100000,0.06500000
112894,0.51300000,0.06700000
112895,0.50600000,0.08200000
112896,0.48200000,0.11000000
112897,0.45350000,0.13850000
112898,0.40600000,0.16400000
112899,0.35400000,0.18500000
112900,0.29000000,0.18850000
112901,0.22100000,0.17700000
112902,0.14750000,0.15300000
112903,0.07600000,0.12050000
112904,0.00500000,0.08800000
112905,-0.06400000,0.06050000
112906,-0.12100000,0.04350000
112907,-0.17100000,0.03100000
112908,-0.20900000,0.02550000
112909,-0.23500000,0.02150000
112910,-0.25150000,0.01800000
112911,-0.25400000,0.01450000
112912,-0.25150000,0.01550000
112913,-0.23750000,0.01800000
112914,-0.22100000,0.01800000
112915,-0.20650000,0.01800000
112916,-0.19000000,0.02350000
112917,-0.17550000,0.03700000
112918,-0.16400000,0.04350000
112919,-0.15650000,0.00750000
112920,-0.15450000,-0.06150000
112921,-0.15650000,-0.13400000
112922,-0.16150000,-0.19250000
112923,-0.17100000,-0.22100000
112924,-0.18500000,-0.22450000
112925,-0.20200000,-0.20500000
112926,-0.21850000,-0.13850000
112927,-0.24000000,-0.05150000
112928,-0.25200000,0.01500000
112929,-0.28050000,0.05150000
112930,-0.30400000,0.06700000
112931,-0.32550000,0.07450000
112932,-0.35150000,0.07950000
112933,-0.37300000,0.08000000
112934,-0.39450000,0.07950000
112935,-0.41550000,0.07650000
112936,-0.43950000,0.07600000
112937,-0.45850000,0.07650000
112938,-0.47250000,0.07600000
112939,-0.49150000,0.07800000
112940,-0.50350000,0.08150000
112941,-0.51300000,0.08350000
112942,-0.52250000,0.08100000
112943,-0.52750000,0.08500000
112944,-0.53200000,0.09250000
112945,-0.53200000,0.09650000
112946,-0.52500000,0.09700000
112947,-0.51550000,0.09800000
112948,-0.50100000,0.09950000
112949,-0.47750000,0.09600000
112950,-0.44650000,0.09100000
112951,-0.40600000,0.09250000
112952,-0.35400000,0.09250000
112953,-0.29200000,0.08550000
112954,-0.21850000,0.07250000
112955,-0.13550000,0.06000000
112956,-0.04750000,0.05250000
112957,0.04250000,0.04500000
112958,0.13750000,0.03650000
112959,0.22550000,0.03250000
112960,0.30400000,0.03600000
112961,0.37500000,0.04000000
112962,0.43000000,0.04300000
112963,0.47250000,0.04400000
112964,0.50350000,0.04400000
112965,0.51550000,0.04700000
112966,0.51050000,0.05250000
112967,0.49400000,0.06450000
112968,0.46800000,0.09000000
112969,0.42500000,0.11800000
112970,0.37050000,0.14000000
112971,0.30850000,0.15400000
112972,0.24200000,0.15300000
112973,0.16850000,0.13650000
112974,0.09500000,0.10950000
112975,0.01900000,0.07700000
112976,-0.05250000,0.04750000
112977,-0.11400000,0.02550000
112978,-0.16850000,0.01550000
112979,-0.21400000,0.00550000
112980,-0.24450000,-0.00150000
112981,-0.26600000,-0.00600000
112982,-0.27300000,-0.01100000
112983,-0.27300000,-0.01300000
112984,-0.26600000,-0.00950000
112985,-0.25200000,-0.00750000
112986,-0.23500000,-0.01250000
112987,-0.21850000,-0.01450000
112988,-0.20450000,-0.00750000
112989,-0.19250000,0.00700000
112990,-0.18750000,-0.00350000
112991,-0.18050000,-0.05950000
112992,-0.17900000,-0.13450000
112993,-0.18400000,-0.20450000
112994,-0.19550000,-0.25200000
112995,-0.20750000,-0.27200000
112996,-0.22400000,-0.26950000
112997,-0.24300000,-0.23250000
112998,-0.26150000,-0.15700000
112999,-0.28550000,-0.07300000
113000,-0.30900000,-0.01400000
113001,-0.33250000,0.01050000
113002,-0.35850000,0.01850000
113003,-0.38200000,0.02100000
113004,-0.40550000,0.02200000
113005,-0.43150000,0.02200000
113006,-0.45500000,0.02200000
113007,-0.47400000,0.02200000
113008,-0.49300000,0.02200000
113009,-0.50950000,0.02050000
113010,-0.52850000,0.02050000
113011,-0.53750000,0.02350000
113012,-0.54950000,0.02700000
113013,-0.55900000,0.02850000
113014,-0.56350000,0.02900000
113015,-0.56600000,0.03400000
113016,-0.56850000,0.04100000
113017,-0.56350000,0.04350000
113018,-0.55900000,0.04400000
113019,-0.54700000,0.04550000
113020,-0.52850000,0.04650000
113021,-0.50450000,0.04050000
113022,-0.47150000,0.03400000
113023,-0.42700000,0.03050000
113024,-0.37000000,0.02700000
113025,-0.30650000,0.02000000
113026,-0.23100000,0.01550000
113027,-0.14600000,0.00900000
113028,-0.05900000,-0.00050000
113029,0.03350000,-0.01250000
113030,0.12300000,-0.02000000
113031,0.20800000,-0.02750000
113032,0.28350000,-0.03150000
113033,0.34700000,-0.03150000
113034,0.39900000,-0.02750000
113035,0.43900000,-0.02350000
113036,0.45800000,-0.01850000
113037,0.46950000,-0.01300000
113038,0.46050000,-0.00400000
113039,0.44150000,0.00700000
113040,0.40850000,0.02300000
113041,0.36350000,0.04550000
113042,0.30700000,0.06650000
113043,0.24550000,0.08200000
113044,0.17500000,0.08350000
113045,0.10400000,0.07000000
113046,0.03350000,0.04700000
113047,-0.04200000,0.02000000
113048,-0.10600000,-0.00150000
113049,-0.16500000,-0.02150000
113050,-0.21200000,-0.03500000
113051,-0.25200000,-0.04450000
113052,-0.27600000,-0.04800000
113053,-0.29250000,-0.05300000
113054,-0.29450000,-0.05700000
113055,-0.29250000,-0.05700000
113056,-0.25900000,-0.05700000
113057,-0.24500000,-0.05850000
113058,-0.22850000,-0.06200000
113059,-0.21000000,-0.06200000
113060,-0.19850000,-0.05200000
113061,-0.18650000,-0.03550000
113062,-0.17500000,-0.04450000
113063,-0.17250000,-0.09250000
113064,-0.17750000,-0.15600000
113065,-0.17950000,-0.21500000
113066,-0.19150000,-0.26400000
113067,-0.20050000,-0.29200000
113068,-0.21950000,-0.29650000
113069,-0.23800000,-0.26000000
113070,-0.25700000,-0.18450000
113071,-0.28250000,-0.10050000
113072,-0.30350000,-0.04150000
113073,-0.32700000,-0.01150000
113074,-0.35000000,-0.00050000
113075,-0.37100000,0.00400000
113076,-0.39450000,0.00700000
113077,-0.41800000,0.00350000
113078,-0.43650000,0.00450000
113079,-0.45550000,0.00750000
113080,-0.47400000,0.00850000
113081,-0.48800000,0.00500000
113082,-0.50200000,0.00350000
113083,-0.51600000,0.00650000
113084,-0.52300000,0.00700000
113085,-0.53250000,0.00850000
113086,-0.53700000,0.01250000
113087,-0.54150000,0.01450000
113088,-0.54150000,0.01400000
113089,-0.53700000,0.01400000
113090,-0.53000000,0.01400000
113091,-0.52050000,0.01750000
113092,-0.50650000,0.01950000
113093,-0.48100000,0.02150000
113094,-0.45050000,0.02000000
113095,-0.40650000,0.02150000
113096,-0.35250000,0.02000000
113097,-0.28950000,0.01600000
113098,-0.21450000,0.01200000
113099,-0.13050000,0.00500000
113100,-0.04400000,-0.00250000
113101,0.04950000,-0.01150000
113102,0.13800000,-0.01550000
113103,0.22450000,-0.01450000
113104,0.30150000,-0.01850000
113105,0.36950000,-0.02100000
113106,0.42050000,-0.01650000
113107,0.46250000,-0.00900000
113108,0.48350000,-0.00400000
113109,0.49300000,-0.00200000
113110,0.48850000,0.00500000
113111,0.46950000,0.02000000
113112,0.43950000,0.04400000
113113,0.39500000,0.06650000
113114,0.34350000,0.08600000
113115,0.28300000,0.10450000
113116,0.21300000,0.11100000
113117,0.14050000,0.09700000
113118,0.06550000,0.07450000
113119,-0.00450000,0.04950000
113120,-0.07200000,0.02400000
113121,-0.12850000,0.00450000
113122,-0.17950000,-0.01000000
113123,-0.21700000,-0.02350000
113124,-0.24250000,-0.03000000
113125,-0.26150000,-0.03450000
113126,-0.26400000,-0.03800000
113127,-0.25900000,-0.03700000
113128,-0.24950000,-0.03550000
113129,-0.23100000,-0.03650000
113130,-0.21450000,-0.03700000
113131,-0.19600000,-0.03500000
113132,-0.17950000,-0.02600000
113133,-0.16550000,-0.00850000
113134,-0.15650000,-0.00850000
113135,-0.15150000,-0.05400000
113136,-0.15400000,-0.11600000
113137,-0.15650000,-0.17300000
113138,-0.16550000,-0.22100000
113139,-0.17950000,-0.25300000
113140,-0.19350000,-0.26350000
113141,-0.21000000,-0.23050000
113142,-0.23100000,-0.15700000
113143,-0.25450000,-0.07800000
113144,-0.27550000,-0.01650000
113145,-0.29650000,0.01400000
113146,-0.32000000,0.02650000
113147,-0.34300000,0.03050000
113148,-0.36650000,0.03400000
113149,-0.38500000,0.03250000
113150,-0.40400000,0.03200000
113151,-0.42500000,0.03600000
113152,-0.44150000,0.04500000
113153,-0.45750000,0.04650000
113154,-0.47150000,0.04350000
113155,-0.48350000,0.04550000
113156,-0.49500000,0.04600000
113157,-0.50200000,0.04050000
113158,-0.50650000,0.04100000
113159,-0.51150000,0.04700000
113160,-0.51150000,0.04900000
113161,-0.50450000,0.04550000
113162,-0.49750000,0.04650000
113163,-0.48800000,0.05200000
113164,-0.47400000,0.05600000
113165,-0.44850000,0.05500000
113166,-0.41800000,0.05100000
113167,-0.38050000,0.04850000
113168,-0.32900000,0.03850000
113169,-0.26850000,0.02950000
113170,-0.20050000,0.02850000
113171,-0.12150000,0.02350000
113172,-0.03500000,0.01700000
113173,0.04950000,0.01100000
113174,0.14050000,0.00700000
113175,0.22700000,0.00300000
113176,0.30850000,0.00000000
113177,0.37850000,0.00000000
113178,0.43700000,0.00150000
113179,0.48150000,0.00450000
113180,0.50700000,0.00850000
113181,0.52350000,0.00900000
113182,0.52350000,0.01300000
113183,0.50500000,0.02550000
113184,0.48550000,0.04500000
113185,0.44350000,0.06500000
113186,0.39450000,0.08650000
113187,0.32900000,0.11200000
113188,0.26150000,0.12350000
113189,0.18650000,0.11350000
113190,0.10950000,0.09400000
113191,0.03700000,0.06650000
113192,-0.03050000,0.03850000
113193,-0.09350000,0.01800000
113194,-0.14250000,0.00500000
113195,-0.18450000,-0.00200000
113196,-0.21250000,-0.01050000
113197,-0.22900000,-0.01850000
113198,-0.23350000,-0.01900000
113199,-0.22900000,-0.02200000
113200,-0.21950000,-0.02750000
113201,-0.20100000,-0.03300000
113202,-0.18250000,-0.03250000
113203,-0.16350000,-0.02950000
113204,-0.14500000,-0.02400000
113205,-0.13100000,-0.01500000
113206,-0.12400000,-0.01100000
113207,-0.11700000,-0.04650000
113208,-0.11700000,-0.10700000
113209,-0.11950000,-0.15700000
113210,-0.12850000,-0.19950000
113211,-0.14050000,-0.23400000
113212,-0.15450000,-0.25650000
113213,-0.17300000,-0.24550000
113214,-0.19150000,-0.18850000
113215,-0.21250000,-0.10500000
113216,-0.23600000,-0.03550000
113217,-0.25950000,0.00400000
113218,-0.28500000,0.01950000
113219,-0.31100000,0.02550000
113220,-0.33200000,0.02800000
113221,-0.35300000,0.02900000
113222,-0.37600000,0.03050000
113223,-0.39500000,0.03450000
113224,-0.41350000,0.03600000
113225,-0.43000000,0.03600000
113226,-0.44400000,0.03450000
113227,-0.45800000,0.03450000
113228,-0.46250000,0.03250000
113229,-0.47200000,0.03200000
113230,-0.47900000,0.03300000
113231,-0.47900000,0.03550000
113232,-0.48150000,0.03950000
113233,-0.47650000,0.04000000
113234,-0.47200000,0.04350000
113235,-0.46250000,0.05250000
113236,-0.44650000,0.05500000
113237,-0.42550000,0.05500000
113238,-0.39750000,0.05500000
113239,-0.36000000,0.05500000
113240,-0.30850000,0.05300000
113241,-0.25000000,0.04500000
113242,-0.18250000,0.03450000
113243,-0.10300000,0.02600000
113244,-0.01650000,0.02450000
113245,0.07450000,0.02050000
113246,0.16800000,0.01600000
113247,0.25450000,0.01250000
113248,0.33300000,0.01350000
113249,0.40250000,0.01350000
113250,0.46500000,0.01050000
113251,0.50850000,0.01250000
113252,0.54100000,0.01600000
113253,0.55950000,0.01850000
113254,0.55950000,0.02150000
113255,0.54800000,0.03100000
113256,0.52250000,0.05150000
113257,0.48100000,0.07600000
113258,0.43250000,0.10150000
113259,0.37000000,0.12800000
113260,0.30300000,0.13950000
113261,0.22900000,0.12250000
113262,0.15500000,0.09350000
113263,0.07850000,0.06700000
113264,0.01150000,0.04450000
113265,-0.05300000,0.02300000
113266,-0.10650000,0.00700000
113267,-0.15050000,-0.00400000
113268,-0.18050000,-0.01800000
113269,-0.20100000,-0.02600000
113270,-0.21050000,-0.02600000
113271,-0.20600000,-0.02550000
113272,-0.19900000,-0.01900000
113273,-0.18050000,-0.00950000
113274,-0.16200000,-0.00550000
113275,-0.14800000,-0.00550000
113276,-0.12950000,-0.00200000
113277,-0.11350000,0.00750000
113278,-0.10200000,0.01150000
113279,-0.09250000,-0.01650000
113280,-0.09250000,-0.06900000
113281,-0.09500000,-0.12200000
113282,-0.10200000,-0.17750000
113283,-0.11350000,-0.21850000
113284,-0.12950000,-0.23900000
113285,-0.14800000,-0.23100000
113286,-0.16900000,-0.18100000
113287,-0.18750000,-0.10050000
113288,-0.21500000,-0.02750000
113289,-0.23800000,0.01350000
113290,-0.26150000,0.02850000
113291,-0.28700000,0.03950000
113292,-0.31000000,0.04500000
113293,-0.33550000,0.04550000
113294,-0.35850000,0.05200000
113295,-0.37700000,0.05450000
113296,-0.39800000,0.05150000
113297,-0.41650000,0.05250000
113298,-0.43000000,0.05450000
113299,-0.44150000,0.05500000
113300,-0.45100000,0.05850000
113301,-0.46000000,0.06050000
113302,-0.46700000,0.05850000
113303,-0.47200000,0.06000000
113304,-0.47200000,0.06650000
113305,-0.46950000,0.07050000
113306,-0.46500000,0.07100000
113307,-0.45350000,0.07450000
113308,-0.44150000,0.07650000
113309,-0.41850000,0.07750000
113310,-0.39300000,0.07950000
113311,-0.35400000,0.07800000
113312,-0.31100000,0.07450000
113313,-0.25550000,0.07100000
113314,-0.18650000,0.06700000
113315,-0.11050000,0.06100000
113316,-0.02300000,0.05250000
113317,0.06250000,0.03900000
113318,0.15700000,0.03250000
113319,0.24450000,0.03200000
113320,0.32750000,0.02950000
113321,0.39900000,0.02900000
113322,0.46350000,0.03050000
113323,0.51200000,0.03450000
113324,0.54650000,0.03950000
113325,0.56700000,0.04000000
113326,0.57400000,0.04200000
113327,0.56250000,0.05100000
113328,0.53950000,0.06700000
113329,0.50250000,0.09300000
113330,0.45450000,0.12250000
113331,0.39450000,0.14300000
113332,0.33000000,0.15000000
113333,0.25400000,0.14400000
113334,0.18000000,0.12850000
113335,0.10850000,0.10200000
113336,0.03500000,0.07850000
113337,-0.02950000,0.05600000
113338,-0.08750000,0.03650000
113339,-0.13350000,0.02600000
113340,-0.16800000,0.02650000
113341,-0.18850000,0.02700000
113342,-0.19800000,0.02350000
113343,-0.19550000,0.02200000
113344,-0.18850000,0.02450000
113345,-0.17050000,0.02150000
113346,-0.15650000,0.01800000
113347,-0.13550000,0.02000000
113348,-0.11500000,0.02900000
113349,-0.10100000,0.04450000
113350,-0.09200000,0.04700000
113351,-0.08500000,0.00800000
113352,-0.08250000,-0.05450000
113353,-0.08500000,-0.11850000
113354,-0.09200000,-0.17900000
113355,-0.10100000,-0.21100000
113356,-0.11950000,-0.21550000
113357,-0.13800000,-0.19450000
113358,-0.15650000,-0.12400000
113359,-0.17700000,-0.03350000
113360,-0.20050000,0.02600000
113361,-0.22800000,0.04950000
113362,-0.24850000,0.05950000
113363,-0.27400000,0.06950000
113364,-0.29950000,0.07400000
113365,-0.32000000,0.07300000
113366,-0.34300000,0.07100000
113367,-0.36600000,0.07450000
113368,-0.38250000,0.07650000
113369,-0.40100000,0.07600000
