'sample interval','PLETH','III'
180124,0.13050000,-0.02550000
180125,0.22000000,-0.03600000
180126,0.30250000,-0.04100000
180127,0.34400000,-0.03950000
180128,0.37800000,-0.03500000
180129,0.37150000,-0.02600000
180130,0.35750000,-0.01450000
180131,0.33700000,-0.00650000
180132,0.28900000,-0.01400000
180133,0.23400000,-0.02850000
180134,0.17200000,-0.03350000
180135,0.11000000,-0.03450000
180136,0.04800000,-0.03850000
180137,-0.01350000,-0.04250000
180138,-0.07550000,-0.04950000
180139,-0.13050000,-0.05350000
180140,-0.19250000,-0.03850000
180141,-0.25450000,0.00150000
180142,-0.29550000,0.06550000
180143,-0.35050000,0.19750000
180144,-0.38500000,0.43500000
180145,-0.42600000,0.59700000
180146,-0.45350000,0.48350000
180147,-0.48100000,0.22600000
180148,-0.48800000,0.03950000
180149,-0.48800000,-0.05350000
180150,-0.48800000,-0.09250000
180151,-0.46750000,-0.10800000
180152,-0.44700000,-0.11300000
180153,-0.42600000,-0.11200000
180154,-0.39200000,-0.10950000
180155,-0.37100000,-0.10800000
180156,-0.34350000,-0.10100000
180157,-0.33000000,-0.09550000
180158,-0.31600000,-0.08950000
180159,-0.30950000,-0.08100000
180160,-0.30950000,-0.07150000
180161,-0.30950000,-0.06450000
180162,-0.32300000,-0.06050000
180163,-0.34350000,-0.05450000
180164,-0.29950000,-0.03700000
180165,-0.32000000,-0.01450000
180166,-0.35400000,0.01050000
180167,-0.37450000,0.04150000
180168,-0.40200000,0.07550000
180169,-0.40850000,0.10000000
180170,-0.41550000,0.11900000
180171,-0.40850000,0.12200000
180172,-0.39500000,0.10950000
180173,-0.35400000,0.09650000
180174,-0.29300000,0.08100000
180175,-0.22450000,0.05200000
180176,-0.12950000,0.02450000
180177,-0.02700000,0.00500000
180178,0.06800000,-0.01100000
180179,0.16350000,-0.02700000
180180,0.25900000,-0.03800000
180181,0.33400000,-0.04700000
180182,0.39500000,-0.04750000
180183,0.42950000,-0.04200000
180184,0.44300000,-0.03500000
180185,0.43600000,-0.02800000
180186,0.41550000,-0.02550000
180187,0.37500000,-0.02750000
180188,0.33400000,-0.03350000
180189,0.27250000,-0.04300000
180190,0.21800000,-0.05000000
180191,0.15700000,-0.05200000
180192,0.09550000,-0.05450000
180193,0.03400000,-0.05850000
180194,-0.02050000,-0.05700000
180195,-0.08850000,-0.04950000
180196,-0.13600000,-0.03300000
180197,-0.19050000,0.00200000
180198,-0.25200000,0.07550000
180199,-0.29300000,0.24150000
180200,-0.34750000,0.48650000
180201,-0.37450000,0.57600000
180202,-0.41550000,0.39450000
180203,-0.43600000,0.14250000
180204,-0.45650000,-0.01700000
180205,-0.45650000,-0.08500000
180206,-0.45650000,-0.10750000
180207,-0.45650000,-0.11050000
180208,-0.43600000,-0.11300000
180209,-0.41550000,-0.11350000
180210,-0.39500000,-0.10850000
180211,-0.37450000,-0.10250000
180212,-0.36100000,-0.09800000
180213,-0.34050000,-0.09350000
180214,-0.32700000,-0.08950000
180215,-0.32000000,-0.08300000
180216,-0.32000000,-0.08000000
180217,-0.32700000,-0.07350000
180218,-0.34050000,-0.05900000
180219,-0.35400000,-0.04700000
180220,-0.37450000,-0.02800000
180221,-0.38800000,-0.00250000
180222,-0.42250000,0.02500000
180223,-0.43600000,0.05350000
180224,-0.45650000,0.08300000
180225,-0.48350000,0.11000000
180226,-0.49050000,0.12200000
180227,-0.49700000,0.12100000
180228,-0.46250000,0.10450000
180229,-0.43600000,0.08000000
180230,-0.40250000,0.05100000
180231,-0.34200000,0.02650000
180232,-0.27500000,0.01450000
180233,-0.19450000,0.00300000
180234,-0.09400000,-0.01250000
180235,-0.00700000,-0.03000000
180236,0.08050000,-0.04650000
180237,0.16750000,-0.05850000
180238,0.23450000,-0.05800000
180239,0.28800000,-0.05400000
180240,0.31500000,-0.04850000
180241,0.32850000,-0.03900000
180242,0.32150000,-0.03150000
180243,0.30150000,-0.03050000
180244,0.26150000,-0.03200000
180245,0.22800000,-0.03450000
180246,0.17400000,-0.04200000
180247,0.12050000,-0.04750000
180248,0.05350000,-0.04800000
180249,0.00000000,-0.05300000
180250,-0.06050000,-0.05700000
180251,-0.12750000,-0.04900000
180252,-0.18800000,-0.02700000
180253,-0.25500000,0.01450000
180254,-0.30150000,0.10750000
180255,-0.36200000,0.30600000
180256,-0.40900000,0.52200000
180257,-0.44900000,0.51050000
180258,-0.48250000,0.27650000
180259,-0.50300000,0.06650000
180260,-0.51600000,-0.03850000
180261,-0.52950000,-0.07700000
180262,-0.52950000,-0.08950000
180263,-0.50950000,-0.09750000
180264,-0.48950000,-0.10650000
180265,-0.46950000,-0.10850000
180266,-0.42900000,-0.10050000
180267,-0.40250000,-0.08800000
180268,-0.37550000,-0.07200000
180269,-0.35550000,-0.06600000
180270,-0.33550000,-0.06600000
180271,-0.32200000,-0.06400000
180272,-0.31500000,-0.06050000
180273,-0.31500000,-0.05100000
180274,-0.30850000,-0.02950000
180275,-0.32200000,-0.00300000
180276,-0.33550000,0.01400000
180277,-0.34850000,0.02800000
180278,-0.36900000,0.05700000
180279,-0.37550000,0.09550000
180280,-0.38900000,0.12500000
180281,-0.40250000,0.14200000
180282,-0.39550000,0.14900000
180283,-0.37550000,0.14350000
180284,-0.34200000,0.12550000
180285,-0.29500000,0.09750000
180286,-0.22150000,0.06900000
180287,-0.14100000,0.04500000
180288,-0.04700000,0.02500000
180289,0.06700000,0.00650000
180290,0.17400000,-0.01400000
180291,0.27450000,-0.02950000
180292,0.37800000,-0.04300000
180293,0.44550000,-0.04750000
180294,0.50650000,-0.03700000
180295,0.53350000,-0.02450000
180296,0.53350000,-0.01850000
180297,0.52000000,-0.02050000
180298,0.49950000,-0.02000000
180299,0.45900000,-0.02050000
180300,0.41200000,-0.02750000
180301,0.35800000,-0.03150000
180302,0.30400000,-0.03350000
180303,0.23650000,-0.03650000
180304,0.16900000,-0.04350000
180305,0.11500000,-0.05150000
180306,0.04750000,-0.04850000
180307,-0.01350000,-0.03500000
180308,-0.06750000,-0.00250000
180309,-0.12150000,0.06750000
180310,-0.17550000,0.20200000
180311,-0.22250000,0.43200000
180312,-0.26300000,0.59300000
180313,-0.29700000,0.46300000
180314,-0.31700000,0.18650000
180315,-0.32400000,0.00150000
180316,-0.32400000,-0.07600000
180317,-0.31700000,-0.09550000
180318,-0.29700000,-0.10200000
180319,-0.27000000,-0.11600000
180320,-0.24950000,-0.11900000
180321,-0.21600000,-0.10850000
180322,-0.17550000,-0.09700000
180323,-0.14850000,-0.08550000
180324,-0.12150000,-0.08050000
180325,-0.10800000,-0.08100000
180326,-0.08750000,-0.07700000
180327,-0.08750000,-0.06800000
180328,-0.09450000,-0.06050000
180329,-0.10800000,-0.04950000
180330,-0.11450000,-0.03500000
180331,-0.13500000,-0.01300000
180332,-0.15500000,0.01550000
180333,-0.17550000,0.05200000
180334,-0.19550000,0.08650000
180335,-0.20900000,0.11250000
180336,-0.20250000,0.13600000
180337,-0.18900000,0.14850000
180338,-0.15500000,0.14150000
180339,-0.08750000,0.12850000
180340,-0.01350000,0.10100000
180341,0.08800000,0.06950000
180342,0.19600000,0.04900000
180343,0.32400000,0.02700000
180344,0.44550000,0.00450000
180345,0.56050000,-0.01750000
180346,0.65500000,-0.02900000
180347,0.74250000,-0.03350000
180348,0.80350000,-0.04250000
180349,0.83700000,-0.04800000
180350,0.84400000,-0.04800000
180351,0.82350000,-0.04750000
180352,0.79000000,-0.03900000
180353,0.74950000,-0.03000000
180354,0.68850000,-0.03300000
180355,0.63450000,-0.03300000
180356,0.53550000,-0.03450000
180357,0.49050000,-0.03850000
180358,0.43350000,-0.04050000
180359,0.37600000,-0.04550000
180360,0.32500000,-0.05300000
180361,0.27400000,-0.06000000
180362,0.22950000,-0.06300000
180363,0.17850000,-0.04100000
180364,0.14650000,0.03100000
180365,0.10200000,0.15950000
180366,0.06350000,0.35850000
180367,0.02550000,0.56250000
180368,0.00000000,0.54250000
180369,-0.01300000,0.28400000
180370,-0.03200000,0.04850000
180371,-0.03850000,-0.06100000
180372,-0.03200000,-0.09800000
180373,-0.03200000,-0.11000000
180374,-0.01300000,-0.11550000
180375,0.00600000,-0.12100000
180376,0.01900000,-0.12550000
180377,0.03800000,-0.12300000
180378,0.05700000,-0.11000000
180379,0.05700000,-0.09550000
180380,0.07000000,-0.08600000
180381,0.06350000,-0.07900000
180382,0.03800000,-0.07100000
180383,0.02550000,-0.06400000
180384,-0.00650000,-0.05150000
180385,-0.03850000,-0.03350000
180386,-0.07650000,-0.01300000
180387,-0.10850000,0.00800000
180388,-0.14050000,0.03100000
180389,-0.16600000,0.06500000
180390,-0.18500000,0.10100000
180391,-0.19150000,0.12450000
180392,-0.19800000,0.13700000
180393,-0.17850000,0.13650000
180394,-0.14050000,0.12400000
180395,-0.08950000,0.10400000
180396,-0.01950000,0.08150000
180397,0.07650000,0.05500000
180398,0.17850000,0.02750000
180399,0.27400000,0.00550000
180400,0.38850000,-0.01100000
180401,0.48450000,-0.02550000
180402,0.56100000,-0.03950000
180403,0.62450000,-0.05100000
180404,0.66300000,-0.05850000
180405,0.68200000,-0.05400000
180406,0.68200000,-0.04600000
180407,0.66900000,-0.03850000
180408,0.64350000,-0.03000000
180409,0.59900000,-0.03150000
180410,0.56100000,-0.03650000
180411,0.50350000,-0.03700000
180412,0.45250000,-0.03700000
180413,0.39500000,-0.03700000
180414,0.34400000,-0.03900000
180415,0.28650000,-0.05000000
180416,0.23550000,-0.05550000
180417,0.18450000,-0.05250000
180418,0.14000000,-0.03850000
180419,0.08250000,-0.00300000
180420,-0.01800000,0.07400000
180421,-0.06700000,0.21700000
180422,-0.10950000,0.44050000
180423,-0.15200000,0.58950000
180424,-0.18850000,0.47050000
180425,-0.21300000,0.20700000
180426,-0.23150000,0.02000000
180427,-0.23750000,-0.06350000
180428,-0.24350000,-0.10000000
180429,-0.23750000,-0.11500000
180430,-0.23750000,-0.11550000
180431,-0.22500000,-0.11150000
180432,-0.20700000,-0.10650000
180433,-0.20100000,-0.10550000
180434,-0.18850000,-0.10050000
180435,-0.18850000,-0.09350000
180436,-0.18850000,-0.08700000
180437,-0.18850000,-0.08500000
180438,-0.20700000,-0.07700000
180439,-0.21900000,-0.06600000
180440,-0.23150000,-0.05600000
180441,-0.25550000,-0.04300000
180442,-0.28000000,-0.02550000
180443,-0.30450000,-0.00550000
180444,-0.33500000,0.02050000
180445,-0.35950000,0.05100000
180446,-0.37750000,0.08300000
180447,-0.39000000,0.11050000
180448,-0.39600000,0.12550000
180449,-0.39000000,0.12850000
180450,-0.37150000,0.11800000
180451,-0.33500000,0.09450000
180452,-0.29250000,0.06500000
180453,-0.23150000,0.03750000
180454,-0.15200000,0.01900000
180455,-0.06050000,0.00450000
180456,0.02450000,-0.01100000
180457,0.12200000,-0.02500000
180458,0.19500000,-0.03700000
180459,0.26250000,-0.05250000
180460,0.31100000,-0.05700000
180461,0.32950000,-0.05100000
180462,0.34750000,-0.03900000
180463,0.32950000,-0.02750000
180464,0.30500000,-0.01350000
180465,0.26850000,-0.00750000
180466,0.22550000,-0.02250000
180467,0.18300000,-0.03650000
180468,0.12800000,-0.03750000
180469,0.07950000,-0.04200000
180470,0.03050000,-0.04900000
180471,-0.02400000,-0.05350000
180472,-0.07300000,-0.05700000
180473,-0.12750000,-0.06000000
180474,-0.18250000,-0.05450000
180475,-0.23750000,-0.02700000
180476,-0.29850000,0.02400000
180477,-0.34700000,0.12200000
180478,-0.40800000,0.32300000
180479,-0.47500000,0.55300000
180480,-0.52400000,0.56400000
180481,-0.56650000,0.33250000
180482,-0.59700000,0.09600000
180483,-0.60900000,-0.03450000
180484,-0.65600000,-0.09050000
180485,-0.64400000,-0.10950000
180486,-0.60850000,-0.11000000
180487,-0.56700000,-0.11000000
180488,-0.52000000,-0.10950000
180489,-0.47850000,-0.10500000
180490,-0.43150000,-0.10050000
180491,-0.40200000,-0.09400000
180492,-0.39000000,-0.08600000
180493,-0.37250000,-0.07850000
180494,-0.37800000,-0.06800000
180495,-0.39000000,-0.06250000
180496,-0.40800000,-0.06250000
180497,-0.41950000,-0.06250000
180498,-0.43750000,-0.05350000
180499,-0.45500000,-0.02900000
180500,-0.47850000,0.00100000
180501,-0.49650000,0.03350000
180502,-0.52000000,0.06650000
180503,-0.53200000,0.09550000
180504,-0.54350000,0.11300000
180505,-0.54350000,0.12350000
180506,-0.53200000,0.12100000
180507,-0.50250000,0.10650000
180508,-0.46700000,0.08900000
180509,-0.40800000,0.06750000
180510,-0.33100000,0.04050000
180511,-0.24850000,0.01600000
180512,-0.15400000,-0.00500000
180513,-0.05950000,-0.02200000
180514,0.02950000,-0.03150000
180515,0.10600000,-0.03800000
180516,0.15900000,-0.04050000
180517,0.20050000,-0.04550000
180518,0.22400000,-0.04900000
180519,0.22400000,-0.03900000
180520,0.20650000,-0.02250000
180521,0.17700000,-0.01250000
180522,0.14150000,-0.01100000
180523,0.10600000,-0.01700000
180524,0.05300000,-0.03050000
180525,0.00000000,-0.03800000
180526,-0.05350000,-0.03750000
180527,-0.10050000,-0.04400000
180528,-0.15950000,-0.05750000
180529,-0.20700000,-0.06250000
180530,-0.25400000,-0.05300000
180531,-0.31350000,-0.02300000
180532,-0.35450000,0.03100000
180533,-0.39600000,0.12900000
180534,-0.43750000,0.33050000
180535,-0.47250000,0.56050000
180536,-0.49650000,0.56750000
180537,-0.52000000,0.33300000
180538,-0.52600000,0.10100000
180539,-0.52600000,-0.02700000
180540,-0.53200000,-0.07900000
180541,-0.51400000,-0.09350000
180542,-0.50250000,-0.09800000
180543,-0.47850000,-0.10700000
180544,-0.45500000,-0.11350000
180545,-0.43150000,-0.11200000
180546,-0.40800000,-0.10450000
180547,-0.38400000,-0.09700000
180548,-0.35150000,-0.08900000
180549,-0.33950000,-0.07500000
180550,-0.33950000,-0.06600000
180551,-0.33350000,-0.06600000
180552,-0.34550000,-0.06550000
180553,-0.35150000,-0.06050000
180554,-0.36900000,-0.04550000
180555,-0.39300000,-0.01900000
180556,-0.41700000,0.00800000
180557,-0.43450000,0.03250000
180558,-0.45250000,0.05600000
180559,-0.47650000,0.07950000
180560,-0.48800000,0.10400000
180561,-0.48800000,0.11950000
180562,-0.47650000,0.11650000
180563,-0.45250000,0.10200000
180564,-0.40500000,0.08750000
180565,-0.35700000,0.06850000
180566,-0.27400000,0.03850000
180567,-0.19650000,0.00950000
180568,-0.09550000,-0.00700000
180569,-0.01200000,-0.01700000
180570,0.08350000,-0.02800000
180571,0.16650000,-0.03500000
180572,0.23200000,-0.03850000
180573,0.27400000,-0.04500000
180574,0.29750000,-0.04250000
180575,0.30950000,-0.03600000
180576,0.29750000,-0.02850000
180577,0.26800000,-0.02100000
180578,0.23800000,-0.02150000
180579,0.18450000,-0.02550000
180580,0.13700000,-0.02750000
180581,0.08350000,-0.03300000
180582,0.02950000,-0.03650000
180583,-0.01800000,-0.03900000
180584,-0.07150000,-0.05100000
180585,-0.13100000,-0.06100000
180586,-0.17250000,-0.05300000
180587,-0.22650000,-0.02500000
180588,-0.26800000,0.02350000
180589,-0.30950000,0.11900000
180590,-0.35150000,0.31600000
180591,-0.38100000,0.55750000
180592,-0.40500000,0.58000000
180593,-0.42250000,0.35150000
180594,-0.43450000,0.11900000
180595,-0.44050000,-0.01650000
180596,-0.42850000,-0.08050000
180597,-0.42250000,-0.10250000
180598,-0.41100000,-0.10750000
180599,-0.38700000,-0.11550000
180600,-0.35150000,-0.12050000
180601,-0.32750000,-0.11500000
180602,-0.30350000,-0.10150000
180603,-0.28000000,-0.09050000
180604,-0.26800000,-0.08400000
180605,-0.25600000,-0.08500000
180606,-0.25600000,-0.08250000
180607,-0.26200000,-0.07300000
180608,-0.26800000,-0.06450000
180609,-0.28600000,-0.06050000
180610,-0.30950000,-0.05050000
180611,-0.33950000,-0.02700000
180612,-0.31750000,-0.00050000
180613,-0.34300000,0.02350000
180614,-0.35600000,0.05050000
180615,-0.38150000,0.08300000
180616,-0.38750000,0.11000000
180617,-0.38750000,0.12000000
180618,-0.36850000,0.11400000
180619,-0.33700000,0.09900000
180620,-0.29250000,0.07900000
180621,-0.22850000,0.05950000
180622,-0.15250000,0.03850000
180623,-0.06950000,0.01950000
180624,0.03850000,0.00000000
180625,0.13400000,-0.02150000
180626,0.23550000,-0.03450000
180627,0.31200000,-0.04200000
180628,0.38200000,-0.04600000
180629,0.42000000,-0.04400000
180630,0.45150000,-0.04300000
180631,0.45150000,-0.03550000
180632,0.44550000,-0.03000000
180633,0.42000000,-0.03450000
180634,0.38800000,-0.03800000
180635,0.35000000,-0.03900000
180636,0.30550000,-0.03750000
180637,0.24800000,-0.03550000
180638,0.18450000,-0.03700000
180639,0.11450000,-0.04650000
180640,0.03850000,-0.05700000
180641,-0.05050000,-0.05850000
180642,-0.13350000,-0.05150000
180643,-0.20950000,-0.02750000
180644,-0.26700000,0.01850000
180645,-0.31150000,0.10700000
180646,-0.35600000,0.29900000
180647,-0.36850000,0.54400000
180648,-0.36850000,0.58400000
180649,-0.36850000,0.36400000
180650,-0.36250000,0.11650000
180651,-0.35600000,-0.02700000
180652,-0.34300000,-0.08650000
180653,-0.33700000,-0.10450000
180654,-0.32400000,-0.11100000
180655,-0.29850000,-0.11550000
180656,-0.28600000,-0.12050000
180657,-0.26050000,-0.11600000
180658,-0.24800000,-0.10800000
180659,-0.23500000,-0.10050000
180660,-0.21600000,-0.09200000
180661,-0.20350000,-0.08200000
180662,-0.20350000,-0.07650000
180663,-0.20950000,-0.07350000
180664,-0.22250000,-0.07250000
180665,-0.24150000,-0.06750000
180666,-0.26050000,-0.05150000
180667,-0.28600000,-0.02400000
180668,-0.31750000,-0.00200000
180669,-0.34300000,0.02450000
180670,-0.36250000,0.05550000
180671,-0.38750000,0.09000000
180672,-0.40700000,0.11550000
180673,-0.41300000,0.11800000
180674,-0.40050000,0.10750000
180675,-0.38750000,0.09500000
180676,-0.31800000,0.07800000
180677,-0.25800000,0.05750000
180678,-0.19850000,0.03550000
180679,-0.09900000,0.01550000
180680,-0.00650000,-0.00550000
180681,0.08650000,-0.02500000
180682,0.19250000,-0.03600000
180683,0.27850000,-0.04500000
180684,0.35800000,-0.05300000
180685,0.41100000,-0.05800000
180686,0.44400000,-0.05200000
180687,0.46400000,-0.04200000
180688,0.47050000,-0.03500000
180689,0.44400000,-0.02800000
180690,0.41100000,-0.02400000
180691,0.37100000,-0.02700000
180692,0.31800000,-0.03500000
180693,0.26500000,-0.04000000
180694,0.21200000,-0.04200000
180695,0.14600000,-0.04900000
180696,0.07950000,-0.05150000
180697,0.02000000,-0.04950000
180698,-0.04600000,-0.04900000
180699,-0.10600000,-0.03750000
180700,-0.16550000,0.00050000
180701,-0.21200000,0.08500000
180702,-0.25800000,0.26350000
180703,-0.29800000,0.51250000
180704,-0.33100000,0.58100000
180705,-0.35750000,0.38250000
180706,-0.37100000,0.14350000
180707,-0.38400000,-0.00200000
180708,-0.38400000,-0.06900000
180709,-0.37750000,-0.09500000
180710,-0.36400000,-0.10550000
180711,-0.34450000,-0.11000000
180712,-0.33100000,-0.10450000
180713,-0.31100000,-0.09900000
180714,-0.29150000,-0.09700000
180715,-0.27150000,-0.09450000
180716,-0.25800000,-0.08800000
180717,-0.24500000,-0.07700000
180718,-0.23850000,-0.07650000
180719,-0.23850000,-0.07300000
180720,-0.24500000,-0.06250000
180721,-0.25150000,-0.05150000
180722,-0.27800000,-0.04150000
180723,-0.28450000,-0.02700000
180724,-0.31100000,0.00000000
180725,-0.33750000,0.02900000
180726,-0.35100000,0.05650000
180727,-0.37750000,0.08800000
180728,-0.39050000,0.10850000
180729,-0.39750000,0.11700000
180730,-0.38400000,0.11800000
180731,-0.36400000,0.10950000
180732,-0.32450000,0.09450000
180733,-0.27150000,0.07000000
180734,-0.19200000,0.04050000
180735,-0.10600000,0.01850000
180736,-0.00650000,0.00650000
180737,0.09950000,-0.00950000
180738,0.19900000,-0.02900000
180739,0.29150000,-0.04350000
180740,0.35850000,-0.04900000
180741,0.41800000,-0.03900000
180742,0.45800000,-0.03300000
180743,0.47800000,-0.03200000
180744,0.47150000,-0.02300000
180745,0.44450000,-0.01500000
180746,0.41800000,-0.02300000
180747,0.37150000,-0.03100000
180748,0.31850000,-0.03500000
180749,0.26550000,-0.03450000
180750,0.20550000,-0.03000000
180751,0.13950000,-0.03700000
180752,0.08600000,-0.05200000
180753,0.02650000,-0.05500000
180754,-0.03350000,-0.04900000
180755,-0.09300000,-0.02900000
180756,-0.14650000,0.01500000
180757,-0.19950000,0.10050000
180758,-0.24600000,0.27600000
180759,-0.29900000,0.52350000
180760,-0.32550000,0.59600000
180761,-0.35200000,0.40150000
180762,-0.37200000,0.15950000
180763,-0.38550000,0.00650000
180764,-0.37850000,-0.06500000
180765,-0.37200000,-0.09150000
180766,-0.35900000,-0.10600000
180767,-0.33200000,-0.11800000
180768,-0.30550000,-0.11900000
180769,-0.28550000,-0.10700000
180770,-0.26600000,-0.09750000
180771,-0.24600000,-0.09300000
180772,-0.22600000,-0.08600000
180773,-0.22600000,-0.07600000
180774,-0.23250000,-0.07250000
180775,-0.23250000,-0.06950000
180776,-0.24600000,-0.06600000
180777,-0.25900000,-0.06250000
180778,-0.28550000,-0.05500000
180779,-0.29250000,-0.03300000
180780,-0.31250000,-0.00500000
180781,-0.31900000,0.02050000
180782,-0.30550000,0.05000000
180783,-0.29250000,0.08250000
180784,-0.27250000,0.10500000
180785,-0.24600000,0.11800000
180786,-0.21950000,0.11950000
180787,-0.17300000,0.10600000
180788,-0.11950000,0.08600000
180789,-0.05350000,0.06500000
180790,0.01300000,0.04550000
180791,0.09300000,0.02200000
180792,0.18550000,0.00550000
180793,0.27850000,-0.01100000
180794,0.37850000,-0.02400000
180795,0.45800000,-0.03650000
180796,0.53750000,-0.04750000
180797,0.59100000,-0.04550000
180798,0.61050000,-0.04050000
180799,0.62400000,-0.03950000
180800,0.60400000,-0.03350000
180801,0.57100000,-0.02400000
180802,0.53100000,-0.01850000
180803,0.47800000,-0.02400000
180804,0.40400000,-0.03650000
180805,0.33550000,-0.03950000
180806,0.27400000,-0.03600000
180807,0.21900000,-0.04400000
180808,0.14400000,-0.05600000
180809,0.09600000,-0.05650000
180810,0.03450000,-0.04450000
180811,-0.02750000,-0.02350000
180812,-0.08200000,0.01850000
180813,-0.13700000,0.11250000
180814,-0.19150000,0.31000000
180815,-0.23250000,0.55050000
180816,-0.26700000,0.58100000
180817,-0.30100000,0.35850000
180818,-0.31450000,0.12200000
180819,-0.32150000,-0.01450000
180820,-0.32850000,-0.07900000
180821,-0.31450000,-0.10100000
180822,-0.31450000,-0.10600000
180823,-0.29400000,-0.11150000
180824,-0.27350000,-0.11550000
180825,-0.25300000,-0.11150000
180826,-0.23950000,-0.10650000
180827,-0.22550000,-0.10550000
180828,-0.21200000,-0.09850000
180829,-0.21200000,-0.08450000
180830,-0.21200000,-0.07500000
180831,-0.21900000,-0.07300000
180832,-0.23250000,-0.07250000
180833,-0.25300000,-0.06750000
180834,-0.27350000,-0.05350000
180835,-0.29400000,-0.03100000
180836,-0.32150000,-0.00450000
180837,-0.34900000,0.02200000
180838,-0.36950000,0.04900000
180839,-0.39000000,0.07550000
180840,-0.40350000,0.09950000
180841,-0.40350000,0.11350000
180842,-0.39000000,0.10950000
180843,-0.37650000,0.09450000
180844,-0.32150000,0.07450000
180845,-0.26000000,0.04950000
180846,-0.18450000,0.02600000
180847,-0.08200000,0.01100000
180848,0.01400000,-0.00400000
180849,0.11650000,-0.02300000
180850,0.23300000,-0.04200000
180851,0.31500000,-0.05650000
180852,0.39000000,-0.06050000
180853,0.43800000,-0.05700000
