'sample interval','PLETH','I'
133109,-0.50600000,-0.02247191
133110,-0.55550000,-0.02514714
133111,-0.60100000,-0.02835741
133112,-0.63700000,-0.05457464
133113,-0.65950000,-0.05457464
133114,-0.67300000,-0.05778491
133115,-0.68200000,-0.06955591
133116,-0.67300000,-0.07223114
133117,-0.64600000,-0.07544141
133118,-0.61450000,-0.06367041
133119,-0.56950000,-0.11342964
133120,-0.51950000,-0.14285714
133121,-0.46100000,-0.11075441
133122,-0.40650000,0.05617978
133123,-0.34800000,0.26163724
133124,-0.29400000,0.44943820
133125,-0.24400000,0.44943820
133126,-0.20350000,0.16211878
133127,-0.16750000,-0.05189941
133128,-0.14500000,-0.07811664
133129,-0.12700000,-0.06367041
133130,-0.12200000,-0.05778491
133131,-0.11750000,-0.06046014
133132,-0.12700000,-0.06046014
133133,-0.14950000,-0.07544141
133134,-0.16750000,-0.07544141
133135,-0.19450000,-0.09577314
133136,-0.22150000,-0.09898341
133137,-0.24850000,-0.07544141
133138,-0.28050000,-0.04012841
133139,-0.30300000,-0.02247191
133140,-0.33000000,-0.04012841
133141,-0.34800000,-0.04868914
133142,-0.36600000,-0.05778491
133143,-0.37050000,-0.05778491
133144,-0.37500000,-0.04868914
133145,-0.36600000,-0.02247191
133146,-0.34800000,-0.02247191
133147,-0.32100000,-0.00481541
133148,-0.28950000,0.00642055
133149,-0.24400000,0.00107009
133150,-0.19000000,0.00642055
133151,-0.13150000,0.04173355
133152,-0.05900000,0.07383628
133153,0.01300000,0.08293205
133154,0.09450000,0.07704655
133155,0.17150000,0.08293205
133156,0.25700000,0.06527555
133157,0.33850000,0.05029428
133158,0.41050000,0.02996255
133159,0.48750000,0.02407705
133160,0.55500000,0.00374532
133161,0.61400000,0.00107009
133162,0.65450000,-0.00481541
133163,0.69500000,-0.04601391
133164,0.72200000,-0.03691814
133165,0.74000000,-0.03424291
133166,0.74950000,-0.02514714
133167,0.75850000,-0.03691814
133168,0.75400000,-0.03691814
133169,0.74000000,-0.04280364
133170,0.73100000,-0.05778491
133171,0.71300000,-0.05457464
133172,0.69500000,-0.05457464
133173,0.66800000,-0.05778491
133174,0.65000000,-0.05778491
133175,0.62300000,-0.04601391
133176,0.59550000,-0.02247191
133177,0.57750000,-0.03424291
133178,0.55500000,-0.02514714
133179,0.53250000,-0.02514714
133180,0.51450000,-0.00749064
133181,0.49650000,-0.02247191
133182,0.49200000,-0.03691814
133183,0.48300000,-0.02835741
133184,0.48300000,-0.00481541
133185,0.47850000,0.00107009
133186,0.47850000,0.00107009
133187,0.48300000,-0.01926164
133188,0.47850000,-0.03424291
133189,0.48300000,-0.03691814
133190,0.48750000,-0.04012841
133191,0.49200000,-0.04868914
133192,0.49650000,-0.04868914
133193,0.50100000,-0.05457464
133194,0.50550000,-0.10754414
133195,0.51450000,-0.11663991
133196,0.51900000,-0.06955591
133197,0.52800000,0.10593900
133198,0.54150000,0.31460674
133199,0.55500000,0.48475120
133200,0.55950000,0.39967897
133201,0.57300000,0.10647405
133202,0.58200000,-0.06046014
133203,0.59550000,-0.06634564
133204,0.60950000,-0.04012841
133205,0.61400000,-0.04868914
133206,0.62750000,-0.07223114
133207,0.63200000,-0.06955591
133208,0.64100000,-0.06634564
133209,0.65000000,-0.05778491
133210,0.66350000,-0.07544141
133211,0.67250000,-0.05778491
133212,0.68150000,-0.04868914
133213,0.69500000,-0.05457464
133214,0.70850000,-0.04601391
133215,0.71300000,-0.05457464
133216,0.73100000,-0.03691814
133217,0.74000000,-0.04012841
133218,0.75400000,-0.01926164
133219,0.75850000,0.00107009
133220,0.76300000,-0.00160514
133221,0.76300000,0.00642055
133222,0.76300000,0.02407705
133223,0.76300000,0.02996255
133224,0.75850000,0.05350455
133225,0.75850000,0.05617978
133226,0.76750000,0.07972178
133227,0.77200000,0.10326378
133228,0.79000000,0.10914928
133229,0.82150000,0.12092028
133230,0.84850000,0.13269128
133231,0.88950000,0.11235955
133232,0.93000000,0.09149278
133233,0.97950000,0.07383628
133234,1.02000000,0.04173355
133235,1.02350000,0.00909577
133236,1.02350000,0.00107009
133237,1.02350000,-0.01658641
133238,1.02350000,-0.01658641
133239,1.02350000,-0.03424291
133240,1.02350000,-0.04012841
133241,1.02350000,-0.05189941
133242,1.02350000,-0.05778491
133243,1.02350000,-0.05189941
133244,1.00200000,-0.05778491
133245,0.95250000,-0.05778491
133246,0.91200000,-0.05189941
133247,0.86200000,-0.04012841
133248,0.80800000,-0.04280364
133249,0.75850000,-0.03103264
133250,0.71300000,-0.02835741
133251,0.67250000,-0.03103264
133252,0.63200000,-0.04601391
133253,0.58650000,-0.03424291
133254,0.55500000,-0.02247191
133255,0.51900000,-0.00749064
133256,0.49200000,-0.01070091
133257,0.46950000,-0.01337614
133258,0.44200000,0.00107009
133259,0.42400000,0.00374532
133260,0.39700000,0.00107009
133261,0.37000000,-0.00749064
133262,0.33850000,-0.02835741
133263,0.30200000,-0.03691814
133264,0.26600000,-0.05189941
133265,0.22550000,-0.05778491
133266,0.18950000,-0.05457464
133267,0.15300000,-0.05778491
133268,0.12150000,-0.09577314
133269,0.09900000,-0.11663991
133270,0.07200000,-0.04868914
133271,0.06300000,0.11771001
133272,0.06300000,0.32316747
133273,0.05850000,0.47298020
133274,0.06300000,0.37613697
133275,0.07200000,0.08881755
133276,0.08100000,-0.06046014
133277,0.10350000,-0.06046014
133278,0.11700000,-0.05778491
133279,0.13050000,-0.05778491
133280,0.14850000,-0.06046014
133281,0.15750000,-0.06367041
133282,0.16700000,-0.07223114
133283,0.17600000,-0.07811664
133284,0.18050000,-0.07223114
133285,0.18050000,-0.07544141
133286,0.18050000,-0.06046014
133287,0.17600000,-0.04868914
133288,0.17150000,-0.04012841
133289,0.16200000,-0.04280364
133290,0.15300000,-0.02247191
133291,0.13500000,-0.02247191
133292,0.11700000,-0.03103264
133293,0.09900000,-0.01337614
133294,0.07200000,0.00107009
133295,0.05400000,0.00107009
133296,0.03150000,0.01230605
133297,0.00850000,0.02407705
133298,-0.00500000,0.03584805
133299,-0.00950000,0.05939005
133300,-0.00050000,0.07972178
133301,0.01300000,0.09737828
133302,0.03600000,0.11824505
133303,0.07650000,0.11824505
133304,0.11700000,0.10914928
133305,0.17150000,0.09470305
133306,0.22550000,0.07972178
133307,0.27500000,0.05939005
133308,0.32500000,0.03263777
133309,0.36550000,0.00963082
133310,0.39700000,-0.01070091
133311,0.42850000,-0.02247191
133312,0.43750000,-0.02514714
133313,0.43300000,-0.04280364
133314,0.42850000,-0.05778491
133315,0.41050000,-0.05457464
133316,0.38800000,-0.05778491
133317,0.35650000,-0.05778491
133318,0.32500000,-0.05778491
133319,0.28850000,-0.05778491
133320,0.24800000,-0.05189941
133321,0.20300000,-0.05457464
133322,0.16200000,-0.05457464
133323,0.12600000,-0.04012841
133324,0.08100000,-0.02247191
133325,0.04500000,-0.02247191
133326,0.00850000,-0.02247191
133327,-0.03650000,-0.01337614
133328,-0.07250000,0.00107009
133329,-0.10850000,-0.00481541
133330,-0.14050000,-0.02247191
133331,-0.17650000,-0.01337614
133332,-0.20350000,0.00107009
133333,-0.23050000,0.00107009
133334,-0.25750000,-0.01070091
133335,-0.28050000,-0.03424291
133336,-0.29850000,-0.04601391
133337,-0.31200000,-0.05189941
133338,-0.31650000,-0.05457464
133339,-0.32550000,-0.05778491
133340,-0.33450000,-0.05778491
133341,-0.32550000,-0.08400214
133342,-0.32550000,-0.12252541
133343,-0.31200000,-0.09577314
133344,-0.30300000,0.03584805
133345,-0.28950000,0.24130551
133346,-0.27150000,0.44087747
133347,-0.25300000,0.48475120
133348,-0.23950000,0.21455324
133349,-0.21700000,-0.02247191
133350,-0.20800000,-0.05457464
133351,-0.19450000,-0.03691814
133352,-0.18550000,-0.04280364
133353,-0.18100000,-0.05457464
133354,-0.18100000,-0.06046014
133355,-0.18550000,-0.06367041
133356,-0.25300000,-0.05778491
133357,-0.27100000,-0.06046014
133358,-0.28000000,-0.05778491
133359,-0.29350000,-0.05189941
133360,-0.30700000,-0.04601391
133361,-0.33000000,-0.03424291
133362,-0.33900000,-0.02835741
133363,-0.34800000,-0.02514714
133364,-0.36150000,-0.02247191
133365,-0.36600000,-0.01337614
133366,-0.37500000,-0.00481541
133367,-0.37950000,0.00107009
133368,-0.38850000,0.00107009
133369,-0.38850000,0.01230605
133370,-0.38850000,0.02407705
133371,-0.37950000,0.04173355
133372,-0.37050000,0.06795078
133373,-0.35250000,0.08293205
133374,-0.33000000,0.09737828
133375,-0.29350000,0.11824505
133376,-0.25300000,0.12413055
133377,-0.20350000,0.12413055
133378,-0.15350000,0.11503478
133379,-0.10400000,0.09470305
133380,-0.05450000,0.07972178
133381,-0.00450000,0.05617978
133382,0.03600000,0.02407705
133383,0.07200000,0.00374532
133384,0.09900000,0.00107009
133385,0.11300000,-0.01926164
133386,0.12200000,-0.02247191
133387,0.12200000,-0.03424291
133388,0.11750000,-0.03424291
133389,0.09900000,-0.03103264
133390,0.07650000,-0.03691814
133391,0.05400000,-0.03424291
133392,0.02700000,-0.03424291
133393,-0.00900000,-0.02835741
133394,-0.04550000,-0.03103264
133395,-0.08600000,-0.02247191
133396,-0.12200000,-0.02247191
133397,-0.16700000,-0.02247191
133398,-0.21250000,-0.02247191
133399,-0.25750000,-0.01070091
133400,-0.30250000,-0.00481541
133401,-0.34350000,0.00107009
133402,-0.38400000,-0.00749064
133403,-0.42900000,-0.02247191
133404,-0.46050000,-0.00481541
133405,-0.50150000,0.00107009
133406,-0.53300000,0.00107009
133407,-0.55550000,-0.01070091
133408,-0.57800000,-0.02835741
133409,-0.60500000,-0.03691814
133410,-0.62350000,-0.04280364
133411,-0.64150000,-0.04280364
133412,-0.65050000,-0.03691814
133413,-0.65950000,-0.04868914
133414,-0.65950000,-0.07544141
133415,-0.65950000,-0.11075441
133416,-0.65050000,-0.05457464
133417,-0.64600000,0.09737828
133418,-0.63700000,0.29373997
133419,-0.62350000,0.46976993
133420,-0.60050000,0.44034243
133421,-0.58700000,0.15623328
133422,-0.56900000,-0.03691814
133423,-0.55550000,-0.04868914
133424,-0.52850000,-0.02514714
133425,-0.51050000,-0.02835741
133426,-0.49700000,-0.04601391
133427,-0.48350000,-0.05778491
133428,-0.46500000,-0.05778491
133429,-0.46050000,-0.05457464
133430,-0.44700000,-0.05189941
133431,-0.44250000,-0.05457464
133432,-0.43800000,-0.04280364
133433,-0.43350000,-0.04012841
133434,-0.42900000,-0.02247191
133435,-0.43350000,-0.02247191
133436,-0.42900000,-0.01926164
133437,-0.42900000,-0.01926164
133438,-0.42900000,-0.01337614
133439,-0.43350000,-0.00481541
133440,-0.43350000,0.00107009
133441,-0.42900000,0.00107009
133442,-0.42450000,0.01230605
133443,-0.42450000,0.02675227
133444,-0.41100000,0.04440877
133445,-0.39300000,0.06206528
133446,-0.37050000,0.08293205
133447,-0.33450000,0.10914928
133448,-0.28900000,0.11824505
133449,-0.24400000,0.11824505
133450,-0.19000000,0.11824505
133451,-0.12650000,0.10914928
133452,-0.06800000,0.08560728
133453,-0.00450000,0.06206528
133454,0.05400000,0.03263777
133455,0.10850000,0.00963082
133456,0.15350000,-0.00160514
133457,0.19400000,-0.01070091
133458,0.22100000,-0.01926164
133459,0.24350000,-0.02514714
133460,0.25300000,-0.03691814
133461,0.25750000,-0.03424291
133462,0.24800000,-0.04012841
133463,0.23450000,-0.03691814
133464,0.22100000,-0.03424291
133465,0.19850000,-0.02835741
133466,0.17600000,-0.02514714
133467,0.14900000,-0.02247191
133468,0.11300000,-0.02247191
133469,0.08100000,-0.01070091
133470,0.04500000,-0.02247191
133471,0.00900000,-0.01926164
133472,-0.03600000,-0.00481541
133473,-0.07700000,0.00107009
133474,-0.10850000,-0.00481541
133475,-0.14900000,-0.01926164
133476,-0.18550000,-0.01658641
133477,-0.22150000,0.00107009
133478,-0.25300000,0.00107009
133479,-0.28000000,-0.00160514
133480,-0.31150000,-0.02247191
133481,-0.32500000,-0.03103264
133482,-0.34350000,-0.03103264
133483,-0.36600000,-0.03691814
133484,-0.37050000,-0.03424291
133485,-0.37500000,-0.03424291
133486,-0.37500000,-0.06046014
133487,-0.37500000,-0.10754414
133488,-0.36600000,-0.08988764
133489,-0.35700000,0.01819155
133490,-0.34800000,0.20278224
133491,-0.33000000,0.38790797
133492,-0.31600000,0.48742643
133493,-0.29800000,0.26752274
133494,-0.28000000,0.01230605
133495,-0.26200000,-0.05457464
133496,-0.24850000,-0.03691814
133497,-0.23950000,-0.02247191
133498,-0.22600000,-0.04280364
133499,-0.21250000,-0.04868914
133500,-0.20350000,-0.05778491
133501,-0.19900000,-0.05778491
133502,-0.18550000,-0.05457464
133503,-0.18550000,-0.04601391
133504,-0.18050000,-0.04280364
133505,-0.18050000,-0.03424291
133506,-0.17600000,-0.04012841
133507,-0.17600000,-0.02247191
133508,-0.18050000,-0.02247191
133509,-0.18050000,-0.02247191
133510,-0.18550000,-0.01926164
133511,-0.18550000,-0.01070091
133512,-0.18550000,0.00107009
133513,-0.19000000,0.00107009
133514,-0.18550000,0.00107009
133515,-0.18050000,0.01230605
133516,-0.17600000,0.02996255
133517,-0.16250000,0.04440877
133518,-0.14000000,0.06795078
133519,-0.11300000,0.08881755
133520,-0.06800000,0.10647405
133521,-0.02250000,0.11824505
133522,0.02700000,0.11503478
133523,0.09000000,0.10647405
133524,0.14450000,0.08560728
133525,0.21200000,0.07116105
133526,0.26650000,0.04173355
133527,0.31600000,0.01230605
133528,0.37450000,-0.00160514
133529,0.40650000,-0.01337614
133530,0.44250000,-0.02247191
133531,0.46050000,-0.03103264
133532,0.47850000,-0.03424291
133533,0.48300000,-0.04280364
133534,0.47850000,-0.04280364
133535,0.46500000,-0.04601391
133536,0.44250000,-0.03691814
133537,0.42000000,-0.04280364
133538,0.38800000,-0.03103264
133539,0.35650000,-0.02514714
133540,0.31600000,-0.02247191
133541,0.27100000,-0.01926164
133542,0.23450000,-0.02247191
133543,0.18500000,-0.01658641
133544,0.13550000,-0.00749064
133545,0.09000000,0.00107009
133546,0.04500000,-0.00160514
133547,0.00000000,-0.01926164
133548,-0.04100000,-0.01926164
133549,-0.07700000,0.00107009
133550,-0.10850000,0.00107009
133551,-0.14450000,-0.00749064
133552,-0.17150000,-0.02514714
133553,-0.19450000,-0.04012841
133554,-0.20800000,-0.05778491
133555,-0.22600000,-0.05778491
133556,-0.23500000,-0.05778491
133557,-0.24400000,-0.05457464
133558,-0.24850000,-0.06634564
133559,-0.24400000,-0.10754414
133560,-0.23500000,-0.11931514
133561,-0.23050000,-0.04012841
133562,-0.22150000,0.12680578
133563,-0.21250000,0.32637774
133564,-0.19900000,0.47886570
133565,-0.18550000,0.34403424
133566,-0.17600000,0.07116105
133567,-0.16250000,-0.05189941
133568,-0.14900000,-0.04868914
133569,-0.14000000,-0.03691814
133570,-0.13100000,-0.05457464
133571,-0.11750000,-0.05778491
133572,-0.11300000,-0.05778491
133573,-0.10850000,-0.05778491
133574,-0.10400000,-0.06046014
133575,-0.10850000,-0.05778491
133576,-0.10400000,-0.05778491
133577,-0.10400000,-0.05778491
133578,-0.11300000,-0.05457464
133579,-0.10850000,-0.04601391
133580,-0.11750000,-0.03424291
133581,-0.12650000,-0.03103264
133582,-0.13550000,-0.02247191
133583,-0.14000000,-0.02247191
133584,-0.14900000,-0.01658641
133585,-0.14900000,-0.00160514
133586,-0.15800000,0.00107009
133587,-0.16250000,0.00107009
133588,-0.15350000,0.01819155
133589,-0.13550000,0.03852327
133590,-0.11750000,0.05939005
133591,-0.09050000,0.07704655
133592,-0.05000000,0.09470305
133593,0.00000000,0.09470305
133594,0.04950000,0.09149278
133595,0.11750000,0.08293205
133596,0.18050000,0.07383628
133597,0.24800000,0.05939005
133598,0.30700000,0.02996255
133599,0.36550000,0.00963082
133600,0.42000000,-0.00160514
133601,0.46500000,-0.02247191
133602,0.50100000,-0.03424291
133603,0.51900000,-0.04280364
133604,0.53700000,-0.05189941
133605,0.54650000,-0.04868914
133606,0.53700000,-0.05778491
133607,0.52800000,-0.04601391
133608,0.51000000,-0.04601391
133609,0.48750000,-0.03424291
133610,0.46050000,-0.03691814
133611,0.42450000,-0.02514714
133612,0.34300000,-0.02247191
133613,0.30250000,-0.01926164
133614,0.25750000,-0.02247191
133615,0.21700000,-0.01658641
133616,0.17150000,-0.00160514
133617,0.13100000,0.00107009
133618,0.08150000,-0.00160514
133619,0.03600000,-0.01070091
133620,-0.00900000,-0.01337614
133621,-0.04950000,0.00107009
133622,-0.09050000,0.00107009
133623,-0.12200000,-0.00481541
133624,-0.15800000,-0.02247191
133625,-0.18950000,-0.03691814
133626,-0.21200000,-0.04280364
133627,-0.23500000,-0.04868914
133628,-0.24850000,-0.04601391
133629,-0.26650000,-0.04601391
133630,-0.27100000,-0.06634564
133631,-0.27550000,-0.11342964
133632,-0.27550000,-0.11075441
133633,-0.28000000,-0.01070091
133634,-0.27100000,0.17067951
133635,-0.26650000,0.37881220
133636,-0.26200000,0.49652220
133637,-0.25300000,0.29373997
133638,-0.24400000,0.03584805
133639,-0.23000000,-0.03424291
133640,-0.22100000,-0.02514714
133641,-0.21650000,-0.02514714
133642,-0.20750000,-0.04280364
133643,-0.19850000,-0.05778491
133644,-0.19400000,-0.05778491
133645,-0.18950000,-0.05778491
133646,-0.18950000,-0.05778491
133647,-0.18500000,-0.05457464
133648,-0.18950000,-0.04601391
133649,-0.18500000,-0.04601391
133650,-0.18500000,-0.04280364
133651,-0.18950000,-0.03103264
133652,-0.19850000,-0.02514714
133653,-0.20300000,-0.02247191
133654,-0.20300000,-0.02247191
133655,-0.20750000,-0.01658641
133656,-0.21200000,-0.00160514
133657,-0.21650000,0.00107009
133658,-0.21200000,0.00107009
133659,-0.21200000,0.01819155
133660,-0.19850000,0.02996255
133661,-0.18500000,0.05029428
133662,-0.15800000,0.06795078
133663,-0.12650000,0.08560728
133664,-0.07650000,0.10647405
133665,-0.02700000,0.11824505
133666,0.03150000,0.11235955
133667,0.09500000,0.09737828
133668,0.16250000,0.08293205
133669,0.22600000,0.06527555
133670,0.29800000,0.03852327
133671,0.35250000,0.01498127
133672,0.40650000,0.00107009
133673,0.45150000,-0.00481541
133674,0.48750000,-0.02514714
133675,0.51050000,-0.02247191
133676,0.48800000,-0.02514714
133677,0.48800000,-0.03103264
133678,0.48350000,-0.03691814
133679,0.47000000,-0.03424291
133680,0.45200000,-0.03103264
133681,0.42000000,-0.02835741
133682,0.38850000,-0.02247191
133683,0.34800000,-0.02247191
133684,0.30750000,-0.01658641
133685,0.26650000,-0.02247191
133686,0.22150000,-0.01658641
133687,0.17200000,-0.00749064
133688,0.11750000,-0.00160514
133689,0.06800000,0.00107009
133690,0.01850000,-0.00749064
133691,-0.03150000,-0.00749064
133692,-0.08100000,0.00107009
133693,-0.12600000,0.00107009
133694,-0.16250000,0.00107009
133695,-0.20750000,-0.01658641
133696,-0.23450000,-0.02835741
133697,-0.26600000,-0.04280364
133698,-0.28900000,-0.04280364
133699,-0.31150000,-0.04601391
133700,-0.32950000,-0.04601391
133701,-0.33400000,-0.05778491
133702,-0.34300000,-0.10165864
133703,-0.34300000,-0.12252541
133704,-0.34750000,-0.06367041
133705,-0.33850000,0.10326378
133706,-0.32950000,0.30283574
133707,-0.32500000,0.48154093
133708,-0.31150000,0.38469770
133709,-0.30700000,0.10914928
133710,-0.29350000,-0.04012841
133711,-0.28900000,-0.04280364
133712,-0.27550000,-0.03103264
133713,-0.26600000,-0.05189941
133714,-0.26150000,-0.06046014
133715,-0.25700000,-0.06046014
133716,-0.24800000,-0.06955591
133717,-0.24350000,-0.06367041
133718,-0.24350000,-0.06955591
133719,-0.23900000,-0.06634564
133720,-0.24350000,-0.05778491
133721,-0.24350000,-0.05189941
133722,-0.24800000,-0.04868914
133723,-0.25250000,-0.05189941
133724,-0.25700000,-0.03424291
133725,-0.26600000,-0.02835741
133726,-0.27550000,-0.02247191
133727,-0.28000000,-0.01926164
133728,-0.28450000,0.00107009
133729,-0.28900000,0.00107009
133730,-0.28900000,0.00107009
133731,-0.28000000,0.01230605
133732,-0.27050000,0.02996255
133733,-0.25250000,0.05029428
133734,-0.22550000,0.06527555
133735,-0.18500000,0.08293205
133736,-0.13550000,0.08293205
133737,-0.08100000,0.08293205
133738,-0.01350000,0.07704655
133739,0.05000000,0.06206528
133740,0.19900000,0.04761905
133741,0.28200000,0.02086677
133742,0.37050000,0.00374532
133743,0.43700000,-0.00749064
133744,0.49200000,-0.02247191
133745,0.55300000,-0.02247191
133746,0.58600000,-0.03424291
133747,0.60850000,-0.04012841
133748,0.61950000,-0.03691814
133749,0.61950000,-0.04012841
133750,0.59700000,-0.04601391
133751,0.58050000,-0.04012841
133752,0.55300000,-0.03424291
133753,0.50850000,-0.03103264
133754,0.46450000,-0.02514714
133755,0.42000000,-0.02247191
133756,0.36500000,-0.02247191
133757,0.31500000,-0.02247191
133758,0.25450000,-0.02247191
133759,0.18800000,-0.00481541
133760,0.13250000,0.00107009
133761,0.07150000,-0.01658641
133762,0.00550000,-0.02247191
133763,-0.05000000,-0.00749064
133764,-0.10550000,0.00107009
133765,-0.16050000,0.00107009
133766,-0.20500000,-0.01658641
133767,-0.24900000,-0.03103264
133768,-0.27650000,-0.04601391
133769,-0.31550000,-0.04280364
133770,-0.33200000,-0.04868914
133771,-0.35950000,-0.05457464
133772,-0.36500000,-0.06046014
133773,-0.37650000,-0.09309791
133774,-0.37100000,-0.11663991
133775,-0.37650000,-0.04868914
133776,-0.36500000,0.10326378
133777,-0.35400000,0.28517924
133778,-0.33750000,0.45264848
133779,-0.32650000,0.35580524
133780,-0.31550000,0.09149278
133781,-0.30450000,-0.05189941
133782,-0.28250000,-0.05778491
133783,-0.27100000,-0.05189941
133784,-0.26000000,-0.05457464
133785,-0.24350000,-0.05778491
133786,-0.24350000,-0.05778491
133787,-0.23250000,-0.05778491
133788,-0.22700000,-0.05778491
133789,-0.22150000,-0.05778491
133790,-0.22150000,-0.05457464
133791,-0.21600000,-0.05457464
133792,-0.22700000,-0.04280364
133793,-0.22700000,-0.04280364
133794,-0.23800000,-0.03424291
133795,-0.24350000,-0.02514714
133796,-0.24900000,-0.02247191
133797,-0.25450000,-0.02247191
133798,-0.26550000,-0.01658641
133799,-0.27100000,0.00107009
133800,-0.27100000,0.00107009
133801,-0.27100000,0.00642055
133802,-0.26550000,0.02086677
133803,-0.24900000,0.03263777
133804,-0.34150000,0.05617978
133805,-0.29600000,0.07704655
133806,-0.24450000,0.08293205
133807,-0.17650000,0.09470305
133808,-0.09700000,0.08881755
133809,-0.01700000,0.08560728
133810,0.07950000,0.07116105
133811,0.17050000,0.05617978
133812,0.26150000,0.03584805
133813,0.35250000,0.00963082
133814,0.42650000,0.00107009
133815,0.48900000,-0.01070091
133816,0.53450000,-0.02247191
133817,0.56850000,-0.02835741
133818,0.59150000,-0.03103264
133819,0.60300000,-0.03691814
133820,0.59150000,-0.04012841
133821,0.57450000,-0.03424291
133822,0.54600000,-0.04012841
133823,0.51200000,-0.03424291
133824,0.47200000,-0.02514714
133825,0.41500000,-0.02514714
133826,0.36400000,-0.02247191
133827,0.30150000,-0.02247191
133828,0.24450000,-0.02247191
133829,0.17600000,-0.01070091
133830,0.11350000,-0.00160514
133831,0.03950000,0.00107009
133832,-0.02850000,-0.00749064
133833,-0.09100000,-0.01658641
133834,-0.15950000,-0.00481541
133835,-0.21600000,0.00107009
133836,-0.26750000,0.00107009
133837,-0.31850000,-0.01926164
133838,-0.36400000,-0.03103264
133839,-0.40950000,-0.04012841
133840,-0.44350000,-0.04601391
133841,-0.47200000,-0.04280364
133842,-0.50050000,-0.04868914
133843,-0.51750000,-0.05457464
133844,-0.52900000,-0.09309791
133845,-0.54600000,-0.11663991
133846,-0.55200000,-0.04601391
133847,-0.54600000,0.09149278
133848,-0.54600000,0.27019797
133849,-0.54050000,0.42322097
133850,-0.52900000,0.33493847
133851,-0.52350000,0.07704655
133852,-0.51200000,-0.05457464
133853,-0.49500000,-0.05189941
133854,-0.48350000,-0.04012841
133855,-0.48350000,-0.04601391
133856,-0.47200000,-0.05189941
133857,-0.46100000,-0.05778491
133858,-0.44950000,-0.05778491
133859,-0.44350000,-0.05778491
133860,-0.44350000,-0.05778491
