'sample interval','PLETH','I'
112768,-0.54800000,0.18985356
112769,-0.54300000,0.09257322
112770,-0.54000000,-0.00156904
112771,-0.53750000,-0.06223849
112772,-0.53750000,-0.06799163
112773,-0.53500000,-0.07374477
112774,-0.53500000,-0.08786611
112775,-0.53200000,-0.09675732
112776,-0.52950000,-0.08211297
112777,-0.52950000,-0.07374477
112778,-0.52700000,-0.09937238
112779,-0.52150000,-0.10251046
112780,-0.52150000,-0.10251046
112781,-0.52150000,-0.10251046
112782,-0.52150000,-0.09361925
112783,-0.51650000,-0.08211297
112784,-0.51650000,-0.09361925
112785,-0.51650000,-0.09100418
112786,-0.51100000,-0.06799163
112787,-0.50850000,-0.06223849
112788,-0.50600000,-0.05648536
112789,-0.50300000,-0.03608787
112790,-0.50050000,-0.04184100
112791,-0.49500000,-0.03347280
112792,-0.49250000,-0.03347280
112793,-0.48450000,-0.03347280
112794,-0.46600000,-0.03347280
112795,-0.44750000,-0.02458159
112796,-0.41550000,-0.00470711
112797,-0.37350000,0.00104603
112798,-0.31000000,0.00366109
112799,-0.23850000,-0.01046025
112800,-0.14800000,-0.01046025
112801,-0.04750000,-0.01882845
112802,0.06650000,-0.00156904
112803,0.18000000,0.00104603
112804,0.33900000,0.00104603
112805,0.44800000,-0.00732218
112806,0.54600000,-0.01046025
112807,0.63300000,-0.01307531
112808,0.70200000,-0.01307531
112809,0.75500000,-0.01046025
112810,0.79750000,-0.01046025
112811,0.82400000,-0.01621339
112812,0.83450000,0.00104603
112813,0.83200000,-0.00470711
112814,0.82100000,-0.01307531
112815,0.80250000,-0.00732218
112816,0.77350000,-0.05910042
112817,0.73900000,-0.03922594
112818,0.69150000,0.23587866
112819,0.64650000,0.58577406
112820,0.59100000,0.59728033
112821,0.53000000,0.41370293
112822,0.46900000,0.21548117
112823,0.40800000,0.10983264
112824,0.34450000,0.02353556
112825,0.28350000,-0.04497908
112826,0.22250000,-0.06485356
112827,0.16450000,-0.07060669
112828,0.10600000,-0.06799163
112829,0.05050000,-0.06799163
112830,0.00000000,-0.06799163
112831,-0.04750000,-0.07060669
112832,-0.09250000,-0.06799163
112833,-0.13200000,-0.06799163
112834,-0.16950000,-0.09100418
112835,-0.20650000,-0.10826360
112836,-0.23550000,-0.11663180
112837,-0.26750000,-0.12238494
112838,-0.29100000,-0.13127615
112839,-0.31250000,-0.12552301
112840,-0.33100000,-0.12552301
112841,-0.34950000,-0.10251046
112842,-0.36550000,-0.07635983
112843,-0.37850000,-0.09675732
112844,-0.38900000,-0.09675732
112845,-0.39700000,-0.08786611
112846,-0.41050000,-0.06799163
112847,-0.41550000,-0.06799163
112848,-0.42100000,-0.05334728
112849,-0.42100000,-0.03347280
112850,-0.42350000,-0.03347280
112851,-0.41550000,-0.03347280
112852,-0.40750000,-0.03347280
112853,-0.39200000,-0.03347280
112854,-0.36800000,-0.03347280
112855,-0.33600000,-0.02771967
112856,-0.29400000,-0.01046025
112857,-0.24350000,-0.00732218
112858,-0.19050000,-0.01882845
112859,-0.13500000,-0.01307531
112860,-0.07400000,-0.00156904
112861,-0.01300000,-0.01621339
112862,0.04500000,-0.02196653
112863,0.09300000,-0.00732218
112864,0.13550000,0.00104603
112865,0.16700000,0.00627615
112866,0.19100000,0.02353556
112867,0.20150000,0.02928870
112868,0.18000000,0.01202929
112869,0.17500000,0.00104603
112870,0.15650000,0.00104603
112871,0.13250000,0.00104603
112872,0.10850000,0.00104603
112873,0.07400000,0.00104603
112874,0.03700000,0.00104603
112875,-0.00500000,0.00104603
112876,-0.04750000,0.00104603
112877,-0.09250000,0.00104603
112878,-0.13500000,-0.00732218
112879,-0.17750000,-0.00470711
112880,-0.22250000,-0.01882845
112881,-0.26500000,-0.01621339
112882,-0.30200000,-0.01046025
112883,-0.33900000,0.00104603
112884,-0.37350000,0.00104603
112885,-0.40500000,0.00104603
112886,-0.42900000,0.00104603
112887,-0.45550000,0.00627615
112888,-0.47650000,0.02928870
112889,-0.49800000,0.04654812
112890,-0.51350000,0.02039749
112891,-0.52700000,-0.01882845
112892,-0.53750000,-0.01307531
112893,-0.54300000,-0.03922594
112894,-0.54800000,-0.03922594
112895,-0.55600000,0.19246862
112896,-0.55900000,0.57426778
112897,-0.56150000,0.64016736
112898,-0.56150000,0.48535565
112899,-0.56400000,0.27301255
112900,-0.56150000,0.15533473
112901,-0.56650000,0.06066946
112902,-0.56400000,-0.02196653
112903,-0.56400000,-0.06223849
112904,-0.56650000,-0.06485356
112905,-0.56400000,-0.06799163
112906,-0.56650000,-0.06799163
112907,-0.56150000,-0.06799163
112908,-0.56150000,-0.06799163
112909,-0.56150000,-0.06799163
112910,-0.55600000,-0.08786611
112911,-0.55100000,-0.09675732
112912,-0.54800000,-0.09100418
112913,-0.54800000,-0.09937238
112914,-0.54550000,-0.10512552
112915,-0.53750000,-0.13389121
112916,-0.53250000,-0.13127615
112917,-0.53250000,-0.12552301
112918,-0.52950000,-0.11976987
112919,-0.52700000,-0.09675732
112920,-0.52450000,-0.07374477
112921,-0.51650000,-0.06799163
112922,-0.51350000,-0.04497908
112923,-0.51100000,-0.03347280
112924,-0.50300000,-0.01621339
112925,-0.49000000,-0.00156904
112926,-0.46850000,0.00104603
112927,-0.43450000,0.00104603
112928,-0.38400000,0.00104603
112929,-0.32050000,0.00366109
112930,-0.23850000,0.01778243
112931,-0.14300000,0.01464435
112932,-0.03450000,0.02039749
112933,0.08200000,0.02039749
112934,0.20150000,-0.00732218
112935,0.31500000,-0.03347280
112936,0.42400000,-0.03347280
112937,0.52450000,-0.02771967
112938,0.60900000,-0.02196653
112939,0.67800000,-0.02196653
112940,0.72850000,-0.02458159
112941,0.76550000,-0.01621339
112942,0.78950000,-0.00156904
112943,0.80000000,0.00104603
112944,0.80000000,0.00104603
112945,0.78650000,0.00627615
112946,0.76800000,0.01202929
112947,0.73650000,0.00627615
112948,0.69900000,0.00627615
112949,0.65150000,0.02039749
112950,0.60400000,0.01202929
112951,0.54550000,0.01202929
112952,0.48750000,0.00366109
112953,0.42400000,0.00104603
112954,0.35750000,-0.00470711
112955,0.29150000,-0.03033473
112956,0.22800000,-0.03347280
112957,0.16700000,-0.03347280
112958,0.10600000,-0.03347280
112959,0.05050000,-0.02771967
112960,-0.00500000,-0.01882845
112961,-0.05800000,-0.00156904
112962,-0.10300000,0.00104603
112963,-0.14850000,0.00104603
112964,-0.18550000,-0.00732218
112965,-0.22250000,-0.00470711
112966,-0.25700000,0.00366109
112967,-0.28600000,0.03504184
112968,-0.31500000,0.03504184
112969,-0.34150000,0.03504184
112970,-0.36550000,0.03190377
112971,-0.38650000,0.03190377
112972,-0.40500000,0.03190377
112973,-0.42100000,0.02353556
112974,-0.43700000,0.00941423
112975,-0.44500000,-0.02458159
112976,-0.45800000,-0.03347280
112977,-0.46850000,-0.03347280
112978,-0.47650000,-0.03347280
112979,-0.48450000,-0.02771967
112980,-0.49000000,-0.03922594
112981,-0.49800000,-0.06223849
112982,-0.50050000,0.10094142
112983,-0.50600000,0.47646444
112984,-0.50600000,0.62866109
112985,-0.51350000,0.52824268
112986,-0.51350000,0.34780335
112987,-0.51900000,0.20135983
112988,-0.52150000,0.10669456
112989,-0.52700000,0.00941423
112990,-0.52700000,-0.03608787
112991,-0.53250000,-0.04497908
112992,-0.53500000,-0.04759414
112993,-0.53750000,-0.05334728
112994,-0.54300000,-0.04759414
112995,-0.54550000,-0.03922594
112996,-0.54550000,-0.03608787
112997,-0.54800000,-0.07374477
112998,-0.55100000,-0.12813808
112999,-0.55100000,-0.13702929
113000,-0.55100000,-0.13702929
113001,-0.55350000,-0.15115063
113002,-0.55100000,-0.15428870
113003,-0.55100000,-0.14278243
113004,-0.54800000,-0.13702929
113005,-0.55100000,-0.13389121
113006,-0.54800000,-0.11976987
113007,-0.54800000,-0.09675732
113008,-0.54550000,-0.07635983
113009,-0.54800000,-0.07060669
113010,-0.54550000,-0.05334728
113011,-0.54300000,-0.03922594
113012,-0.54000000,-0.02458159
113013,-0.52950000,-0.01307531
113014,-0.51350000,-0.00470711
113015,-0.48200000,0.00104603
113016,-0.43700000,0.00627615
113017,-0.38400000,0.03190377
113018,-0.30700000,0.03504184
113019,-0.22250000,0.00366109
113020,-0.12200000,-0.00732218
113021,-0.01300000,-0.02771967
113022,0.09800000,-0.03608787
113023,0.20950000,-0.03347280
113024,0.31250000,-0.03347280
113025,0.40800000,-0.04184100
113026,0.49000000,-0.03922594
113027,0.55900000,-0.03033473
113028,0.61200000,-0.02771967
113029,0.64900000,-0.03347280
113030,0.67300000,-0.01621339
113031,0.68050000,-0.00732218
113032,0.68350000,0.00104603
113033,0.67000000,0.00104603
113034,0.64650000,0.00104603
113035,0.62250000,0.00366109
113036,0.58250000,0.00366109
113037,0.54050000,0.01202929
113038,0.49250000,0.01464435
113039,0.43450000,0.02353556
113040,0.38150000,0.03190377
113041,0.32050000,0.01778243
113042,0.26200000,-0.01882845
113043,0.20400000,-0.01046025
113044,0.14300000,-0.01882845
113045,0.08500000,-0.00732218
113046,0.02900000,-0.04759414
113047,-0.02900000,-0.02771967
113048,-0.07700000,0.24738494
113049,-0.12450000,0.60251046
113050,-0.17200000,0.62552301
113051,-0.21200000,0.46809623
113052,-0.24900000,0.26725941
113053,-0.28350000,0.14121339
113054,-0.31500000,0.04079498
113055,-0.33900000,-0.03347280
113056,-0.36550000,-0.06485356
113057,-0.38650000,-0.07060669
113058,-0.40500000,-0.08525105
113059,-0.42650000,-0.08525105
113060,-0.43750000,-0.08211297
113061,-0.44900000,-0.07060669
113062,-0.46300000,-0.06485356
113063,-0.47450000,-0.03608787
113064,-0.48150000,-0.07635983
113065,-0.48850000,-0.10512552
113066,-0.49550000,-0.11087866
113067,-0.50000000,-0.10251046
113068,-0.50700000,-0.10251046
113069,-0.50700000,-0.10251046
113070,-0.50900000,-0.10251046
113071,-0.51150000,-0.09937238
113072,-0.51150000,-0.08525105
113073,-0.51150000,-0.07374477
113074,-0.51150000,-0.06485356
113075,-0.51400000,-0.05910042
113076,-0.51150000,-0.05073222
113077,-0.51150000,-0.03347280
113078,-0.51150000,-0.02771967
113079,-0.51150000,-0.03033473
113080,-0.50450000,-0.01621339
113081,-0.49300000,-0.00732218
113082,-0.48150000,0.00104603
113083,-0.45850000,-0.00156904
113084,-0.42850000,0.00366109
113085,-0.38700000,0.02615063
113086,-0.34100000,0.03504184
113087,-0.28550000,0.00366109
113088,-0.22350000,-0.02458159
113089,-0.15400000,-0.02771967
113090,-0.08950000,-0.02458159
113091,-0.02050000,0.00104603
113092,0.04150000,-0.00470711
113093,0.09450000,-0.01307531
113094,0.14550000,0.00104603
113095,0.18200000,0.00104603
113096,0.20550000,-0.00732218
113097,0.22350000,-0.00732218
113098,0.22850000,-0.00156904
113099,0.22600000,0.00104603
113100,0.21700000,0.00104603
113101,0.19600000,0.00104603
113102,0.17300000,0.00104603
113103,0.13850000,-0.02196653
113104,0.10400000,-0.01307531
113105,0.06700000,0.00104603
113106,0.02300000,0.00104603
113107,-0.02050000,0.01464435
113108,-0.06200000,0.04079498
113109,-0.11050000,0.05230126
113110,-0.15400000,0.01516736
113111,-0.19100000,-0.01046025
113112,-0.23250000,-0.00732218
113113,-0.27200000,0.00104603
113114,-0.30400000,-0.00732218
113115,-0.33650000,-0.00470711
113116,-0.36650000,-0.01307531
113117,-0.38950000,-0.00156904
113118,-0.41250000,-0.00156904
113119,-0.43100000,-0.03033473
113120,-0.45150000,0.10669456
113121,-0.46550000,0.48797071
113122,-0.47900000,0.63127615
113123,-0.49050000,0.49947699
113124,-0.50450000,0.32165272
113125,-0.51150000,0.18410042
113126,-0.51850000,0.08943515
113127,-0.52550000,-0.00470711
113128,-0.53000000,-0.04184100
113129,-0.53450000,-0.05648536
113130,-0.53700000,-0.06485356
113131,-0.53950000,-0.04184100
113132,-0.54150000,-0.07060669
113133,-0.54150000,-0.09361925
113134,-0.54600000,-0.11087866
113135,-0.54600000,-0.10512552
113136,-0.54400000,-0.10251046
113137,-0.54600000,-0.09937238
113138,-0.54400000,-0.10251046
113139,-0.54400000,-0.10251046
113140,-0.54150000,-0.09937238
113141,-0.53950000,-0.08786611
113142,-0.53450000,-0.07060669
113143,-0.53250000,-0.06799163
113144,-0.53000000,-0.05910042
113145,-0.52800000,-0.04184100
113146,-0.52550000,-0.04497908
113147,-0.52550000,-0.03608787
113148,-0.51850000,-0.01882845
113149,-0.51850000,-0.01621339
113150,-0.51400000,-0.01882845
113151,-0.50700000,-0.01307531
113152,-0.49300000,0.00104603
113153,-0.47500000,0.00104603
113154,-0.44500000,-0.00732218
113155,-0.40800000,-0.03033473
113156,-0.35950000,-0.03347280
113157,-0.29750000,-0.03347280
113158,-0.22600000,-0.02196653
113159,-0.14500000,-0.01046025
113160,-0.05750000,-0.01621339
113161,0.03000000,-0.01621339
113162,0.11500000,-0.01046025
113163,0.19600000,0.00104603
113164,0.26500000,0.00104603
113165,0.32700000,0.00104603
113166,0.37800000,0.00366109
113167,0.41500000,0.01778243
113168,0.43800000,0.03504184
113169,0.45150000,0.07531381
113170,0.45650000,0.11820084
113171,0.44700000,0.06066946
113172,0.43100000,-0.04184100
113173,0.41000000,-0.08525105
113174,0.38050000,-0.12813808
113175,0.34550000,-0.14278243
113176,0.30900000,-0.15690377
113177,0.26250000,-0.19979079
113178,0.21900000,-0.26569038
113179,0.17050000,-0.32583682
113180,0.12450000,-0.38023013
113181,0.06900000,-0.41213389
113182,0.01850000,-0.35721757
113183,-0.02750000,-0.25732218
113184,-0.07850000,-0.15376569
113185,-0.12700000,-0.03922594
113186,-0.16850000,0.04079498
113187,-0.20750000,0.06380753
113188,-0.24650000,0.08368201
113189,-0.28100000,0.10407950
113190,-0.30900000,0.10407950
113191,-0.33400000,0.10983264
113192,-0.36200000,0.12133891
113193,-0.37800000,0.13284519
113194,-0.39650000,0.14696653
113195,-0.41050000,0.15010460
113196,-0.42650000,0.13859833
113197,-0.43800000,0.14696653
113198,-0.44950000,0.17259414
113199,-0.45400000,0.18410042
113200,-0.46350000,0.19822176
113201,-0.47000000,0.20711297
113202,-0.47500000,0.20711297
113203,-0.48400000,0.20711297
113204,-0.48650000,0.20397490
113205,-0.49100000,0.18985356
113206,-0.49100000,0.19560669
113207,-0.49300000,0.19560669
113208,-0.49800000,0.18985356
113209,-0.49550000,0.16945607
113210,-0.49800000,0.15271967
113211,-0.49550000,0.13546025
113212,-0.49550000,0.11558577
113213,-0.49300000,0.10407950
113214,-0.48850000,0.10094142
113215,-0.48400000,0.06380753
113216,-0.47500000,0.03504184
113217,-0.46100000,0.01778243
113218,-0.44250000,0.00104603
113219,-0.41700000,0.00104603
113220,-0.38950000,-0.00156904
113221,-0.35700000,-0.01621339
113222,-0.32250000,-0.02771967
113223,-0.28350000,-0.03347280
113224,-0.24650000,-0.04759414
113225,-0.21200000,-0.06485356
113226,-0.18200000,-0.05648536
113227,-0.15650000,-0.03922594
113228,-0.13600000,-0.03922594
113229,-0.12450000,-0.02458159
113230,-0.11550000,-0.00156904
113231,-0.11550000,0.00104603
113232,-0.12200000,0.00104603
113233,-0.13350000,0.00104603
113234,-0.15200000,0.00104603
113235,-0.17050000,0.00104603
113236,-0.19600000,-0.02196653
113237,-0.21900000,-0.02196653
113238,-0.24650000,-0.02458159
113239,-0.26950000,-0.02196653
113240,-0.29750000,-0.02458159
113241,-0.32050000,-0.03033473
113242,-0.34550000,-0.03347280
113243,-0.36900000,-0.03347280
113244,-0.38700000,-0.03347280
113245,-0.40800000,-0.03347280
113246,-0.42650000,-0.03347280
113247,-0.44250000,-0.03347280
113248,-0.45650000,-0.03347280
113249,-0.47000000,-0.03033473
113250,-0.47950000,-0.02196653
113251,-0.48850000,-0.00732218
113252,-0.45600000,-0.01046025
113253,-0.46300000,-0.00156904
113254,-0.46550000,0.00104603
113255,-0.46750000,0.00104603
113256,-0.47000000,-0.00732218
113257,-0.47000000,-0.00156904
113258,-0.47000000,0.00104603
113259,-0.47250000,-0.01882845
113260,-0.47000000,0.05491632
113261,-0.47000000,0.37029289
113262,-0.47000000,0.59414226
113263,-0.46750000,0.49372385
113264,-0.46750000,0.30177824
113265,-0.46300000,0.14121339
113266,-0.46300000,0.04654812
113267,-0.46100000,-0.03922594
113268,-0.45600000,-0.09361925
113269,-0.45400000,-0.10251046
113270,-0.45400000,-0.09675732
113271,-0.44950000,-0.09675732
113272,-0.44950000,-0.09100418
113273,-0.44450000,-0.07635983
113274,-0.44450000,-0.06799163
113275,-0.44250000,-0.06799163
113276,-0.44250000,-0.06799163
113277,-0.43800000,-0.07060669
113278,-0.43800000,-0.07635983
113279,-0.43300000,-0.07635983
113280,-0.43100000,-0.09100418
113281,-0.42650000,-0.11663180
113282,-0.42400000,-0.13964435
113283,-0.41950000,-0.13702929
113284,-0.41700000,-0.12813808
113285,-0.41450000,-0.11663180
113286,-0.41250000,-0.11663180
113287,-0.40550000,-0.10251046
113288,-0.40100000,-0.10251046
113289,-0.39650000,-0.08211297
113290,-0.38950000,-0.07060669
113291,-0.37550000,-0.05073222
113292,-0.35250000,-0.04184100
113293,-0.31800000,-0.03347280
113294,-0.27400000,-0.02771967
113295,-0.21400000,-0.00732218
113296,-0.13800000,0.00941423
113297,-0.04850000,0.02353556
113298,0.04850000,0.00627615
113299,0.15900000,0.00104603
113300,0.27000000,-0.00156904
113301,0.38250000,-0.03347280
113302,0.48850000,-0.05073222
113303,0.58300000,-0.04497908
113304,0.66150000,-0.03922594
113305,0.72850000,-0.03347280
113306,0.78150000,-0.03347280
113307,0.81600000,-0.03033473
113308,0.83650000,-0.01882845
113309,0.84800000,-0.01046025
113310,0.84600000,-0.01307531
113311,0.83450000,-0.01882845
113312,0.80900000,-0.01621339
113313,0.77900000,-0.00470711
113314,0.74200000,0.00104603
113315,0.69850000,0.00104603
113316,0.65250000,0.00627615
113317,0.59450000,0.01778243
113318,0.53950000,0.03190377
113319,0.48200000,0.06066946
113320,0.42200000,0.06066946
113321,0.36200000,0.00941423
113322,0.29950000,-0.00470711
113323,0.24200000,0.00104603
113324,0.18450000,-0.04497908
113325,0.13150000,-0.04184100
113326,0.07850000,0.22698745
113327,0.03250000,0.55387029
113328,-0.01350000,0.58002092
113329,-0.05300000,0.42207113
113330,-0.09000000,0.22437238
113331,-0.12200000,0.10983264
113332,-0.15650000,0.00941423
113333,-0.18200000,-0.07635983
113334,-0.20750000,-0.10251046
113335,-0.22800000,-0.09937238
113336,-0.24650000,-0.09100418
113337,-0.26700000,-0.07635983
113338,-0.28350000,-0.07635983
113339,-0.29950000,-0.06485356
113340,-0.31350000,-0.03922594
113341,-0.32700000,-0.03608787
113342,-0.33850000,-0.06799163
113343,-0.35000000,-0.06799163
113344,-0.35950000,-0.08525105
113345,-0.36850000,-0.09675732
113346,-0.37350000,-0.10512552
113347,-0.38250000,-0.09937238
113348,-0.38950000,-0.10251046
113349,-0.39150000,-0.09675732
113350,-0.39850000,-0.08786611
113351,-0.40300000,-0.09361925
113352,-0.40300000,-0.10251046
113353,-0.40800000,-0.11087866
